Time;AccX;AccY;AccZ;Acc-old;Acc-trns
56:23.7;0.016697604666936344;-0.2767426676659724;-0.9373094187607542;0.9790000000000001;0.004331250266055547
56:23.7;0.009651258537702203;-0.27089518909964033;-0.9471163246761809;1.018;0.002476216221251467
56:23.8;0.003128471053566089;-0.2654566642540604;-0.9560816381596476;1.048;0.0007940004548582255
56:23.8;-0.002426716867461222;-0.2607433073780334;-0.9634553642988192;1.058;0.0006096265571974954
56:23.8;-0.006644944237362028;-0.25701214173303194;-0.9687352442737797;1.058;0.0016544364201572445
56:23.8;-0.00926174550071652;-0.2544343355394051;-0.9717224748283206;1.0390000000000001;0.0022898699029128724
56:23.8;-0.010139405495685698;-0.2530757315541455;-0.9725221483390522;1.014;0.0024955282665705585
56:23.8;-0.009278315365961628;-0.25288940387082504;-0.9714929185148684;0.991;0.002279498978122382
56:23.8;-0.0068163139526602485;-0.25372245347683475;-0.9691611511861041;0.9740000000000001;0.0016761175940704345
56:23.8;-0.003015101916492393;-0.2553362513311774;-0.9661204828582974;0.966;0.0007437821723476084
56:23.8;0.0017660765514236358;-0.2574364819793761;-0.9629372807153325;0.97;0.0004378018750537691
56:23.8;0.007107753018350234;-0.2597078922086777;-0.9600771294070137;0.966;0.0017722443487694218
56:23.9;0.012575152849019364;-0.26184931782109094;-0.9578601699295699;0.9640000000000001;0.0031540373650371482
56:23.9;0.017765240442680637;-0.2636058265630256;-0.9564474073474867;0.986;0.0044790631897354966
56:23.9;0.02234799158511733;-0.2647946036682672;-0.9558563637736023;1.0070000000000001;0.005656401975588109
56:23.9;0.026093337706594322;-0.2653199565866055;-0.955999667830411;1.021;0.006618465265864949
56:23.9;0.028878693278176885;-0.2651734894909223;-0.9567339970867594;1.02;0.007326538708067958
56:23.9;0.030678082089784377;-0.2644196289572461;-0.9579038328535557;1.0070000000000001;0.007770407728769011
56:23.9;0.03153885629367621;-0.26317185311758395;-0.9593684056908945;0.993;0.007962891365056424
56:23.9;0.03155422874649958;-0.26156746115971685;-0.9610092088104132;0.983;0.00793174668695862
56:23.9;0.03083967133692061;-0.25974725923824993;-0.9627241918935032;0.986;0.007711921495284949
56:23.9;0.029518819457370952;-0.25784275947814894;-0.9644185645444265;0.993;0.007340395950534587
56:24.0;0.027719961733356932;-0.255969991048576;-0.965999992094176;1.001;0.006854232036528995
56:24.0;0.025578997307837772;-0.2542275197613072;-0.9673805698840261;1.0070000000000001;0.00629076463932237
56:24.0;0.023241861938200766;-0.25269653963098065;-0.9684832717174404;1.004;0.005688035989130435
56:24.0;0.020860793891267233;-0.2514415031484089;-0.9692489901306485;1.002;0.00508397204263625
56:24.0;0.018583286259516118;-0.25051009660856405;-0.9696416544129196;1.003;0.004513973604579529
56:24.0;0.016537081849790747;-0.24993197814546908;-0.9696511074475164;1.003;0.004007709188376574
56:24.0;0.014816712367807886;-0.24971670393944564;-0.9692943145618719;1.004;0.0035863701360229366
56:24.0;0.013476321115202788;-0.2498520548103949;-0.9686148989798276;1.004;0.0032614101712840674
56:24.0;0.012530734510862415;-0.2503040646091998;-0.9676802526624471;1.003;0.0030351230940925903
56:24.0;0.011963511762454686;-0.25101939190596045;-0.9665754841226295;0.997;0.0029026971715385855
