time,gFx,gFy,gFz,acc
2020-12-12 9:15:38.6880,-0.129,-0.251,-1.228,1.26
2020-12-12 9:15:38.7010,-0.135,-0.254,-1.322,1.353
2020-12-12 9:15:38.7020,-0.135,-0.254,-1.322,1.353
2020-12-12 9:15:38.7090,-0.107,-0.266,-1.367,1.397
2020-12-12 9:15:38.7200,-0.084,-0.29,-1.42,1.452
2020-12-12 9:15:38.7300,-0.102,-0.291,-1.427,1.46
2020-12-12 9:15:38.7400,-0.153,-0.256,-1.395,1.427
2020-12-12 9:15:38.7500,-0.17,-0.211,-1.368,1.395
2020-12-12 9:15:38.7600,-0.122,-0.178,-1.354,1.371
2020-12-12 9:15:38.7700,-0.058,-0.151,-1.346,1.356
2020-12-12 9:15:38.8020,0.058,-0.054,-1.344,1.346
2020-12-12 9:15:38.8020,0.058,-0.054,-1.344,1.346
2020-12-12 9:15:38.8020,0.058,-0.054,-1.344,1.346
2020-12-12 9:15:38.8100,0.043,-0.056,-1.297,1.299
2020-12-12 9:15:38.8200,0.006,-0.074,-1.213,1.215
2020-12-12 9:15:38.8300,-0.024,-0.11,-1.104,1.11
2020-12-12 9:15:38.8400,-0.035,-0.15,-0.985,0.997
2020-12-12 9:15:38.8500,-0.038,-0.182,-0.866,0.886
2020-12-12 9:15:38.8610,-0.029,-0.197,-0.769,0.794
2020-12-12 9:15:38.8710,-0.009,-0.204,-0.713,0.742
2020-12-12 9:15:38.9060,0.024,-0.164,-0.76,0.778
2020-12-12 9:15:38.9060,0.024,-0.164,-0.76,0.778
2020-12-12 9:15:38.9060,0.024,-0.164,-0.76,0.778
2020-12-12 9:15:38.9100,0.014,-0.139,-0.807,0.819
2020-12-12 9:15:38.9200,-0.004,-0.126,-0.862,0.871
2020-12-12 9:15:38.9300,-0.027,-0.135,-0.917,0.927
2020-12-12 9:15:38.9410,-0.053,-0.15,-0.971,0.984
2020-12-12 9:15:38.9500,-0.075,-0.156,-1.019,1.034
2020-12-12 9:15:38.9600,-0.089,-0.153,-1.05,1.065
2020-12-12 9:15:38.9700,-0.089,-0.152,-1.051,1.066
2020-12-12 9:15:38.9910,-0.045,-0.163,-0.964,0.979
2020-12-12 9:15:38.9910,-0.045,-0.163,-0.964,0.979
2020-12-12 9:15:39.0000,-0.027,-0.168,-0.898,0.914
2020-12-12 9:15:39.0100,-0.014,-0.172,-0.843,0.86
2020-12-12 9:15:39.0210,0.0,-0.175,-0.799,0.818
2020-12-12 9:15:39.0300,0.006,-0.177,-0.766,0.786
2020-12-12 9:15:39.0410,0.008,-0.189,-0.742,0.766
2020-12-12 9:15:39.0510,0.01,-0.211,-0.725,0.755
2020-12-12 9:15:39.0600,0.004,-0.234,-0.714,0.751
2020-12-12 9:15:39.0710,-0.014,-0.253,-0.707,0.751
2020-12-12 9:15:39.0950,-0.049,-0.288,-0.688,0.747
2020-12-12 9:15:39.0950,-0.049,-0.288,-0.688,0.747
2020-12-12 9:15:39.1000,-0.064,-0.308,-0.669,0.739
2020-12-12 9:15:39.1100,-0.08,-0.321,-0.649,0.728
2020-12-12 9:15:39.1210,-0.079,-0.323,-0.656,0.735
2020-12-12 9:15:39.1300,-0.054,-0.314,-0.699,0.768
2020-12-12 9:15:39.1410,-0.023,-0.294,-0.765,0.82
2020-12-12 9:15:39.1500,0.005,-0.26,-0.844,0.883
2020-12-12 9:15:39.1600,0.029,-0.225,-0.929,0.956
2020-12-12 9:15:39.1710,0.047,-0.201,-1.023,1.044
2020-12-12 9:15:39.1960,0.048,-0.19,-1.201,1.217
2020-12-12 9:15:39.1960,0.048,-0.19,-1.201,1.217
2020-12-12 9:15:39.2010,0.025,-0.191,-1.246,1.261
2020-12-12 9:15:39.2110,0.008,-0.191,-1.248,1.263
2020-12-12 9:15:39.2210,0.0,-0.196,-1.226,1.242
2020-12-12 9:15:39.2320,-0.001,-0.202,-1.197,1.214
2020-12-12 9:15:39.2410,-0.007,-0.212,-1.183,1.202
2020-12-12 9:15:39.2510,0.004,-0.227,-1.187,1.209
2020-12-12 9:15:39.2620,0.039,-0.242,-1.193,1.218
2020-12-12 9:15:39.2710,0.081,-0.25,-1.187,1.216
2020-12-12 9:15:39.3020,0.063,-0.279,-1.143,1.178
2020-12-12 9:15:39.3020,0.063,-0.279,-1.143,1.178
2020-12-12 9:15:39.3030,0.063,-0.279,-1.143,1.178
