time,gFx,gFy,gFz,acc
2020-12-12 9:17:09.6290,0.114,-0.427,-0.937,1.036
2020-12-12 9:17:09.6290,0.114,-0.427,-0.937,1.036
2020-12-12 9:17:09.6380,0.104,-0.428,-0.939,1.037
2020-12-12 9:17:09.6480,0.059,-0.452,-0.899,1.008
2020-12-12 9:17:09.6580,-0.021,-0.477,-0.851,0.976
2020-12-12 9:17:09.6710,-0.096,-0.487,-0.786,0.93
2020-12-12 9:17:09.6880,-0.147,-0.344,-0.625,0.728
2020-12-12 9:17:09.6880,-0.147,-0.344,-0.625,0.728
2020-12-12 9:17:09.6990,-0.119,-0.283,-0.552,0.632
2020-12-12 9:17:09.7080,-0.069,-0.254,-0.489,0.555
2020-12-12 9:17:09.7180,-0.039,-0.245,-0.445,0.509
2020-12-12 9:17:09.7280,-0.038,-0.231,-0.416,0.477
2020-12-12 9:17:09.7380,-0.027,-0.203,-0.421,0.468
2020-12-12 9:17:09.7490,0.007,-0.184,-0.488,0.522
2020-12-12 9:17:09.7590,0.065,-0.174,-0.588,0.617
2020-12-12 9:17:09.7730,0.156,-0.163,-0.689,0.725
2020-12-12 9:17:09.7910,0.326,-0.229,-0.92,1.003
2020-12-12 9:17:09.7920,0.326,-0.229,-0.92,1.003
2020-12-12 9:17:09.7990,0.361,-0.289,-1.033,1.132
2020-12-12 9:17:09.8090,0.318,-0.301,-1.06,1.147
2020-12-12 9:17:09.8190,0.202,-0.272,-1.012,1.067
2020-12-12 9:17:09.8290,0.115,-0.231,-0.92,0.956
2020-12-12 9:17:09.8390,0.115,-0.217,-0.832,0.867
2020-12-12 9:17:09.8490,0.212,-0.257,-0.785,0.853
2020-12-12 9:17:09.8590,0.341,-0.349,-0.766,0.908
2020-12-12 9:17:09.8730,0.459,-0.442,-0.753,0.986
2020-12-12 9:17:09.8920,0.476,-0.547,-0.947,1.193
2020-12-12 9:17:09.8930,0.476,-0.547,-0.947,1.193
2020-12-12 9:17:09.8980,0.36,-0.516,-1.185,1.342
2020-12-12 9:17:09.9130,0.237,-0.459,-1.438,1.528
2020-12-12 9:17:09.9190,0.16,-0.4,-1.615,1.671
2020-12-12 9:17:09.9300,0.151,-0.372,-1.677,1.724
2020-12-12 9:17:09.9390,0.2,-0.404,-1.648,1.709
2020-12-12 9:17:09.9490,0.284,-0.479,-1.577,1.672
2020-12-12 9:17:09.9590,0.348,-0.558,-1.496,1.634
2020-12-12 9:17:09.9900,0.282,-0.607,-1.247,1.415
2020-12-12 9:17:09.9910,0.282,-0.607,-1.247,1.415
2020-12-12 9:17:09.9910,0.282,-0.607,-1.247,1.415
2020-12-12 9:17:09.9990,0.235,-0.6,-1.154,1.322
2020-12-12 9:17:10.0090,0.193,-0.578,-1.049,1.213
2020-12-12 9:17:10.0190,0.146,-0.543,-0.946,1.1
2020-12-12 9:17:10.0290,0.106,-0.513,-0.849,0.998
2020-12-12 9:17:10.0390,0.08,-0.491,-0.751,0.901
2020-12-12 9:17:10.0490,0.06,-0.473,-0.646,0.803
2020-12-12 9:17:10.0590,0.03,-0.451,-0.525,0.693
2020-12-12 9:17:10.0740,-0.006,-0.42,-0.397,0.578
2020-12-12 9:17:10.0900,-0.059,-0.324,-0.208,0.39
2020-12-12 9:17:10.0910,-0.059,-0.324,-0.208,0.39
2020-12-12 9:17:10.0990,-0.06,-0.275,-0.12,0.306
2020-12-12 9:17:10.1090,-0.05,-0.282,-0.073,0.296
2020-12-12 9:17:10.1190,-0.022,-0.294,-0.097,0.31
2020-12-12 9:17:10.1290,0.001,-0.283,-0.212,0.354
2020-12-12 9:17:10.1390,-0.041,-0.245,-0.381,0.455
2020-12-12 9:17:10.1500,-0.096,-0.188,-0.56,0.598
2020-12-12 9:17:10.1600,-0.1,-0.171,-0.698,0.726
2020-12-12 9:17:10.1910,-0.026,-0.23,-0.811,0.843
2020-12-12 9:17:10.1920,-0.026,-0.23,-0.811,0.843
2020-12-12 9:17:10.1920,-0.026,-0.23,-0.811,0.843
2020-12-12 9:17:10.2000,0.007,-0.268,-0.779,0.824
2020-12-12 9:17:10.2090,0.049,-0.268,-0.764,0.811
2020-12-12 9:17:10.2190,0.104,-0.25,-0.794,0.839
2020-12-12 9:17:10.2290,0.172,-0.235,-0.874,0.921
2020-12-12 9:17:10.2390,0.222,-0.244,-0.976,1.03
2020-12-12 9:17:10.2500,0.232,-0.273,-1.065,1.124
2020-12-12 9:17:10.2600,0.204,-0.304,-1.102,1.161
2020-12-12 9:17:10.2740,0.152,-0.36,-1.072,1.141
2020-12-12 9:17:10.2930,0.148,-0.521,-1.0,1.137
2020-12-12 9:17:10.2930,0.148,-0.521,-1.0,1.137
2020-12-12 9:17:10.3000,0.169,-0.557,-1.08,1.227
2020-12-12 9:17:10.3090,0.187,-0.541,-1.251,1.376
2020-12-12 9:17:10.3200,0.215,-0.498,-1.448,1.546
2020-12-12 9:17:10.3300,0.243,-0.457,-1.588,1.67
2020-12-12 9:17:10.3400,0.253,-0.448,-1.655,1.733
2020-12-12 9:17:10.3500,0.254,-0.481,-1.66,1.747
2020-12-12 9:17:10.3600,0.23,-0.502,-1.616,1.708
2020-12-12 9:17:10.3740,0.214,-0.509,-1.516,1.613
2020-12-12 9:17:10.3930,0.287,-0.578,-1.177,1.342
2020-12-12 9:17:10.3940,0.287,-0.578,-1.177,1.342
