time,gFx,gFy,gFz,acc
2020-12-12 9:17:57.6830,0.068,-0.037,-0.848,0.852
2020-12-12 9:17:57.6830,0.068,-0.037,-0.848,0.852
2020-12-12 9:17:57.6890,0.02,-0.093,-0.802,0.808
2020-12-12 9:17:57.7010,0.009,-0.195,-0.72,0.746
2020-12-12 9:17:57.7090,0.017,-0.305,-0.655,0.723
2020-12-12 9:17:57.7190,-0.001,-0.385,-0.61,0.721
2020-12-12 9:17:57.7290,-0.05,-0.432,-0.606,0.746
2020-12-12 9:17:57.7390,-0.101,-0.437,-0.686,0.82
2020-12-12 9:17:57.7490,-0.11,-0.418,-0.93,1.026
2020-12-12 9:17:57.7690,-0.068,-0.379,-1.283,1.34
2020-12-12 9:17:57.7690,-0.0,-0.304,-1.615,1.643
2020-12-12 9:17:57.7790,0.014,-0.249,-1.795,1.812
2020-12-12 9:17:57.7890,-0.016,-0.252,-1.793,1.811
2020-12-12 9:17:57.7990,-0.041,-0.357,-1.706,1.743
2020-12-12 9:17:57.8090,-0.071,-0.49,-1.546,1.623
2020-12-12 9:17:57.8200,-0.091,-0.594,-1.353,1.48
2020-12-12 9:17:57.8290,-0.055,-0.652,-1.162,1.334
2020-12-12 9:17:57.8400,0.032,-0.706,-1.021,1.242
2020-12-12 9:17:57.8490,0.125,-0.764,-0.952,1.227
2020-12-12 9:17:57.8660,0.192,-0.764,-0.927,1.217
2020-12-12 9:17:57.8690,0.226,-0.719,-0.921,1.19
2020-12-12 9:17:57.8800,0.21,-0.68,-0.92,1.163
2020-12-12 9:17:57.8900,0.159,-0.663,-0.939,1.16
2020-12-12 9:17:57.9000,0.089,-0.672,-0.963,1.178
2020-12-12 9:17:57.9100,0.02,-0.714,-0.963,1.199
2020-12-12 9:17:57.9200,-0.023,-0.744,-0.931,1.192
2020-12-12 9:17:57.9300,-0.049,-0.717,-0.854,1.116
2020-12-12 9:17:57.9400,-0.056,-0.641,-0.748,0.987
2020-12-12 9:17:57.9500,-0.041,-0.561,-0.652,0.861
2020-12-12 9:17:57.9710,-0.108,-0.573,-0.568,0.814
2020-12-12 9:17:57.9710,-0.108,-0.573,-0.568,0.814
2020-12-12 9:17:57.9800,-0.14,-0.482,-0.583,0.769
2020-12-12 9:17:57.9900,-0.177,-0.391,-0.618,0.752
2020-12-12 9:17:58.0000,-0.226,-0.339,-0.653,0.77
2020-12-12 9:17:58.0100,-0.265,-0.279,-0.688,0.788
2020-12-12 9:17:58.0200,-0.252,-0.195,-0.716,0.784
2020-12-12 9:17:58.0300,-0.178,-0.109,-0.741,0.77
2020-12-12 9:17:58.0400,-0.086,-0.065,-0.748,0.756
2020-12-12 9:17:58.0500,0.002,-0.077,-0.733,0.737
2020-12-12 9:17:58.0760,0.154,-0.176,-0.674,0.713
2020-12-12 9:17:58.0760,0.154,-0.176,-0.674,0.713
2020-12-12 9:17:58.0800,0.189,-0.209,-0.628,0.688
2020-12-12 9:17:58.0900,0.199,-0.231,-0.604,0.677
2020-12-12 9:17:58.1000,0.192,-0.225,-0.615,0.682
2020-12-12 9:17:58.1100,0.197,-0.221,-0.664,0.727
2020-12-12 9:17:58.1200,0.246,-0.267,-0.736,0.821
2020-12-12 9:17:58.1310,0.333,-0.356,-0.81,0.945
2020-12-12 9:17:58.1410,0.44,-0.475,-0.875,1.089
2020-12-12 9:17:58.1510,0.545,-0.612,-0.948,1.253
2020-12-12 9:17:58.1640,0.602,-0.718,-1.033,1.395
2020-12-12 9:17:58.1860,0.485,-0.728,-1.178,1.467
2020-12-12 9:17:58.1860,0.485,-0.728,-1.178,1.467
2020-12-12 9:17:58.1900,0.423,-0.717,-1.213,1.471
2020-12-12 9:17:58.2030,0.388,-0.735,-1.265,1.514
2020-12-12 9:17:58.2100,0.337,-0.734,-1.348,1.571
2020-12-12 9:17:58.2210,0.245,-0.711,-1.338,1.535
2020-12-12 9:17:58.2310,0.173,-0.728,-1.297,1.497
2020-12-12 9:17:58.2410,0.142,-0.768,-1.288,1.506
2020-12-12 9:17:58.2510,0.098,-0.812,-1.287,1.525
2020-12-12 9:17:58.2870,-0.008,-0.809,-1.141,1.399
2020-12-12 9:17:58.2870,-0.008,-0.809,-1.141,1.399
2020-12-12 9:17:58.2870,-0.008,-0.809,-1.141,1.399
2020-12-12 9:17:58.2900,-0.02,-0.802,-1.002,1.284
2020-12-12 9:17:58.3010,-0.035,-0.793,-0.839,1.155
