time,gFx,gFy,gFz,acc
2020-12-12 9:12:38.9550,-0.127,-0.34,-0.925,0.994
2020-12-12 9:12:38.9590,-0.108,-0.33,-0.938,1.0
2020-12-12 9:12:38.9690,-0.074,-0.354,-0.921,0.989
2020-12-12 9:12:38.9790,-0.039,-0.357,-0.922,0.989
2020-12-12 9:12:38.9890,-0.027,-0.36,-0.923,0.991
2020-12-12 9:12:38.9990,-0.039,-0.359,-0.904,0.973
2020-12-12 9:12:39.0090,-0.06,-0.353,-0.889,0.958
2020-12-12 9:12:39.0400,-0.051,-0.356,-0.915,0.983
2020-12-12 9:12:39.0400,-0.051,-0.356,-0.915,0.983
2020-12-12 9:12:39.0400,-0.051,-0.356,-0.915,0.983
2020-12-12 9:12:39.0490,-0.054,-0.367,-0.923,0.995
2020-12-12 9:12:39.0590,-0.059,-0.366,-0.93,1.001
2020-12-12 9:12:39.0690,-0.061,-0.361,-0.937,1.006
2020-12-12 9:12:39.0790,-0.061,-0.357,-0.954,1.02
2020-12-12 9:12:39.0900,-0.058,-0.364,-0.981,1.048
2020-12-12 9:12:39.1000,-0.046,-0.377,-0.983,1.054
2020-12-12 9:12:39.1100,-0.036,-0.367,-1.009,1.074
2020-12-12 9:12:39.1390,-0.045,-0.33,-1.054,1.105
2020-12-12 9:12:39.1390,-0.045,-0.33,-1.054,1.105
2020-12-12 9:12:39.1400,-0.045,-0.33,-1.054,1.105
2020-12-12 9:12:39.1500,-0.035,-0.336,-0.993,1.049
2020-12-12 9:12:39.1590,-0.023,-0.368,-0.971,1.039
2020-12-12 9:12:39.1690,-0.008,-0.386,-0.961,1.036
2020-12-12 9:12:39.1800,-0.005,-0.38,-0.939,1.013
2020-12-12 9:12:39.1900,-0.009,-0.364,-0.904,0.975
2020-12-12 9:12:39.2000,-0.012,-0.356,-0.875,0.945
2020-12-12 9:12:39.2090,-0.008,-0.356,-0.853,0.924
2020-12-12 9:12:39.2380,0.018,-0.356,-0.83,0.903
2020-12-12 9:12:39.2380,0.018,-0.356,-0.83,0.903
2020-12-12 9:12:39.2390,0.035,-0.356,-0.828,0.902
2020-12-12 9:12:39.2500,0.04,-0.36,-0.826,0.902
2020-12-12 9:12:39.2590,0.026,-0.36,-0.818,0.894
2020-12-12 9:12:39.2700,0.01,-0.357,-0.804,0.88
2020-12-12 9:12:39.2800,0.006,-0.354,-0.791,0.867
2020-12-12 9:12:39.2900,0.008,-0.359,-0.782,0.861
2020-12-12 9:12:39.3000,0.012,-0.37,-0.777,0.861
2020-12-12 9:12:39.3100,0.015,-0.37,-0.775,0.859
2020-12-12 9:12:39.3400,0.039,-0.36,-0.867,0.94
2020-12-12 9:12:39.3410,0.039,-0.36,-0.867,0.94
2020-12-12 9:12:39.3410,0.039,-0.36,-0.867,0.94
2020-12-12 9:12:39.3500,0.039,-0.348,-0.898,0.964
2020-12-12 9:12:39.3600,0.034,-0.338,-0.916,0.977
2020-12-12 9:12:39.3700,0.03,-0.338,-0.94,0.999
2020-12-12 9:12:39.3800,0.03,-0.342,-0.971,1.03
2020-12-12 9:12:39.3900,0.034,-0.348,-1.0,1.059
2020-12-12 9:12:39.4000,0.044,-0.35,-1.026,1.085
2020-12-12 9:12:39.4100,0.058,-0.339,-1.05,1.105
2020-12-12 9:12:39.4400,0.077,-0.352,-1.06,1.12
2020-12-12 9:12:39.4410,0.077,-0.352,-1.06,1.12
2020-12-12 9:12:39.4410,0.077,-0.352,-1.06,1.12
2020-12-12 9:12:39.4500,0.083,-0.355,-1.052,1.113
2020-12-12 9:12:39.4600,0.083,-0.364,-1.039,1.104
2020-12-12 9:12:39.4710,0.085,-0.372,-1.027,1.096
2020-12-12 9:12:39.4810,0.089,-0.375,-1.018,1.089
