loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState,batteryLevel,label
2020-12-05 18:11:36.069 +0530,1607172094.999866,24.61861655117616,73.68846983655699,584.7025,0,-1,3.338922989169419,4.761946062817679,-9999,9076.268582000001,0.0574798583984375,-0.94171142578125,-0.317230224609375,9075.878934,-0.0718012730217874,0.1754181112216613,1.236112602877906,-0.01063063461333513,0.01507923752069473,0.01505625899881124,0.0007808580994606018,0.00472557544708252,0.001743495464324951,XArbitraryZVertical,0.579415358028097,0.05062752929341732,0.02158486590639501,0.8131719795677121,0.05732456967234612,-0.9445142149925232,-0.3234294056892395,9047.539552666667,unknown,2,2020-12-05 18:11:07.336 +0530,2020-12-05 07:27:30.854 +0530,190,1.872573,0,0,154.8788,0,0,2020-12-05 18:10:26.330 +0530,628864895.52451,0,3.35,94.58485,1,1,0
2020-12-05 18:11:37.070 +0530,1607172094.999866,24.61861655117616,73.68846983655699,584.7025,0,-1,3.338922989169419,4.761946062817679,-9999,9077.267673166667,0.0625457763671875,-0.9442138671875,-0.3242340087890625,9076.878024166666,-0.08030961062251808,0.1827725026048716,1.230957582748406,-0.02537178434431553,0.005019966512918472,0.005075915716588497,0.007163207978010178,-0.005265712738037109,-0.004447191953659058,XArbitraryZVertical,0.5774682957827836,0.05137231682669552,0.02000526545959792,0.8145494767844095,0.06058577448129654,-0.9428084492683411,-0.3277825117111206,9047.539552666667,unknown,2,2020-12-05 18:11:07.336 +0530,2020-12-05 07:27:30.854 +0530,190,1.872573,0,0,154.8788,0,0,2020-12-05 18:10:26.330 +0530,628864895.52451,0,3.35,94.58485,1,1,0
2020-12-05 18:11:38.086 +0530,1607172096.99986,24.61861655117616,73.68846983655699,584.7025,0,-1,3.33982429930781,4.761313965970101,-9999,9078.266803916667,0.0691986083984375,-0.9295196533203125,-0.3168487548828125,9077.877154916667,-0.0781279319410929,0.1841488686946503,1.238552410761012,-0.03919923678040504,-0.01165055576711893,0.002387454267591238,-0.004456732422113419,0.004974782466888428,-0.002775073051452637,XArbitraryZVertical,0.5804703033058658,0.0522403580590457,0.0216610953659167,0.8123151735145353,0.05972402542829514,-0.9453128576278687,-0.3206503391265869,9047.539552666667,unknown,2,2020-12-05 18:11:07.336 +0530,2020-12-05 07:27:30.854 +0530,190,1.872573,0,0,154.8788,0,0,2020-12-05 18:10:26.330 +0530,628864895.52451,0,3.35,94.58485,1,1,0
2020-12-05 18:11:39.064 +0530,1607172096.99986,24.61861655117616,73.68846983655699,584.7025,0,-1,3.33982429930781,4.761313965970101,-9999,9079.265871916667,0.0648345947265625,-0.9414825439453125,-0.3116455078125,9078.876223916668,-0.08037890798332264,0.1866831573311214,1.233110914691372,0.0455048456788063,0.02654893882572651,-0.008027665317058563,-0.005536265671253204,-0.00404655933380127,0.0009775459766387939,XArbitraryZVertical,0.5783018278812004,0.05285183332962225,0.02121287696988308,0.8138325874587814,0.06149019673466682,-0.9435240030288696,-0.3255473673343658,9047.539552666667,unknown,2,2020-12-05 18:11:07.336 +0530,2020-12-05 07:27:30.854 +0530,190,1.872573,0,0,154.8788,0,0,2020-12-05 18:10:26.330 +0530,628864898.0887929,0,3.34,94.58488,1,1,0
2020-12-05 18:11:40.099 +0530,1607172098.999855,24.61861655117616,73.68846983655699,584.7025,0,-1,3.340886219190121,4.760568905416071,-9999,9080.265003375,0.047454833984375,-0.9424591064453125,-0.3292388916015625,9079.875355375001,-0.06566280693842787,0.1738529645603288,1.237873835325362,0.007912518456578255,-0.01244948152452707,-0.01042675971984863,-0.0001492537558078766,0.01102465391159058,0.00376439094543457,XArbitraryZVertical,0.5799888573188166,0.0517015547649487,0.02370621329422463,0.8126362979003895,0.05653044208884239,-0.9450913071632385,-0.3218797445297241,9047.539552666667,unknown,2,2020-12-05 18:11:07.336 +0530,2020-12-05 07:27:30.854 +0530,190,1.872573,0,0,154.8788,0,0,2020-12-05 18:10:26.330 +0530,628864898.0887929,0,3.34,94.58488,1,1,0
2020-12-05 18:11:41.862 +0530,1607172100.81334,24.61861655117616,73.68846983655699,584.7025,0,-1,3.340996831707297,4.760491277516496,-9999,9082.063389875,0.07623291015625,-0.9658355712890625,-0.33056640625,9081.873570875001,-0.06850053837552793,0.1790291367140982,1.232621778623466,0.01536339521408081,0.00709492526948452,-0.004826486576348543,-0.005047585815191269,0.007952451705932617,-0.003325402736663818,XArbitraryZVertical,0.577874812968637,0.05319054430071464,0.02381117970537682,0.8140420543708236,0.05907891690731049,-0.9433618783950806,-0.3264629244804382,9047.539552666667,unknown,2,2020-12-05 18:11:07.336 +0530,2020-12-05 07:27:30.854 +0530,190,1.872573,0,0,154.8788,0,0,2020-12-05 18:10:26.330 +0530,628864900.6540884,0,3.34,94.58498,1,1,0
2020-12-05 18:11:49.261 +0530,1607172105.999834,24.61861655117616,73.68846983655699,584.7025,0,-1,3.343889210693922,4.758460042849327,-9999,9089.456803291667,0.061431884765625,-0.92279052734375,-0.3186798095703125,9081.873570875001,-0.06850053837552793,0.1790291367140982,1.232621778623466,0.01536339521408081,0.00709492526948452,-0.004826486576348543,-0.005047585815191269,0.007952451705932617,-0.003325402736663818,XArbitraryZVertical,0.577874812968637,0.05319054430071464,0.02381117970537682,0.8140420543708236,0.05907891690731049,-0.9433618783950806,-0.3264629244804382,9047.539552666667,unknown,2,2020-12-05 18:11:07.336 +0530,2020-12-05 07:27:30.854 +0530,190,1.872573,0,0,154.8788,0,0,2020-12-05 18:10:26.330 +0530,628864908.3473285,0,3.36,94.58515,1,1,0
2020-12-05 18:11:55.450 +0530,1607172111.999816,24.61861655117616,73.68846983655699,584.7025,0,-1,3.345393530646152,4.757402564204517,-9999,9095.651318291668,0.0769500732421875,-0.932281494140625,-0.3368682861328125,9094.901958291668,-0.09433364679204755,0.2200653372318676,1.229152845276325,-0.02942323125898838,-0.01881303638219833,0.03433183580636978,-0.003922268748283386,0.006628036499023438,-0.01507002115249634,XArbitraryZVertical,0.576718263263118,0.06259508860166808,0.02495898750617187,0.8141589684672159,0.0731360986828804,-0.9422053098678589,-0.3269557952880859,9047.539552666667,unknown,2,2020-12-05 18:11:07.336 +0530,2020-12-05 07:27:30.854 +0530,190,1.872573,0,0,154.8788,0,0,2020-12-05 18:10:26.330 +0530,628864913.4763258,0,3.49,94.58566,1,1,0
2020-12-05 18:12:00.445 +0530,1607172117.999798,24.61861655117616,73.68846983655699,584.7025,0,-1,3.346654487635669,4.75651561262831,-9999,9100.646887416668,0.0738067626953125,-0.945281982421875,-0.349578857421875,9094.901958291668,-0.09433364679204755,0.2200653372318676,1.229152845276325,-0.02942323125898838,-0.01881303638219833,0.03433183580636978,-0.003922268748283386,0.006628036499023438,-0.01507002115249634,XArbitraryZVertical,0.576718263263118,0.06259508860166808,0.02495898750617187,0.8141589684672159,0.0731360986828804,-0.9422053098678589,-0.3269557952880859,9047.539552666667,unknown,2,2020-12-05 18:11:07.336 +0530,2020-12-05 07:27:30.854 +0530,190,1.872573,0,0,154.8788,0,0,2020-12-05 18:10:26.330 +0530,628864918.6051831,0,3.27,94.58634,1,1,0
2020-12-05 18:12:05.441 +0530,1607172123.999779,24.61861655117616,73.68846983655699,584.7025,0,-1,3.347971728192999,4.755588537711103,-9999,9105.642419666667,0.075225830078125,-0.92779541015625,-0.345550537109375,9101.855814875,-0.09111684060505283,0.2179038418159023,1.215277879147485,0.005468572955578566,-0.01124990545213223,0.003580165561288595,-0.002677604556083679,0.004330277442932129,-0.007688999176025391,XArbitraryZVertical,0.5710222242018812,0.06333232419661231,0.02484784784508431,0.8181107248509755,0.0752483606338501,-0.9374661445617676,-0.3398452699184418,9047.539552666667,unknown,2,2020-12-05 18:11:07.336 +0530,2020-12-05 07:27:30.854 +0530,190,1.872573,0,0,154.8788,0,0,2020-12-05 18:10:26.330 +0530,628864923.7345177,0,3.38,94.58632,1,1,0
