time,gFx,gFy,gFz,acc
56:10.0,0.025,-0.418,-0.854,0.951
56:10.0,0.016,-0.395,-0.87,0.956
56:10.0,0.025,-0.408,-0.925,1.011
56:10.1,0.033,-0.442,-0.944,1.043
56:10.1,0.032,-0.444,-0.952,1.051
56:10.1,0.021,-0.418,-0.955,1.043
56:10.1,0.021,-0.418,-0.955,1.043
56:10.1,0.015,-0.421,-0.944,1.034
56:10.1,0.009,-0.421,-0.932,1.023
56:10.1,0.004,-0.422,-0.928,1.019
56:10.1,0.005,-0.428,-0.924,1.018
56:10.1,0.004,-0.436,-0.921,1.019
56:10.1,0.002,-0.437,-0.92,1.019
56:10.2,0.002,-0.436,-0.916,1.014
56:10.2,0.002,-0.438,-0.908,1.008
56:10.2,0.001,-0.43,-0.9,0.997
56:10.2,0.001,-0.43,-0.9,0.997
56:10.2,0.003,-0.434,-0.899,0.998
56:10.2,0.003,-0.439,-0.899,1
56:10.2,-0.003,-0.438,-0.898,0.999
56:10.2,-0.01,-0.436,-0.892,0.993
56:10.2,-0.014,-0.436,-0.884,0.986
56:10.2,-0.017,-0.434,-0.875,0.977
56:10.3,-0.017,-0.432,-0.862,0.964
56:10.3,-0.023,-0.435,-0.848,0.953
56:10.3,-0.037,-0.45,-0.834,0.948
56:10.3,-0.037,-0.45,-0.834,0.948
56:10.3,-0.037,-0.45,-0.834,0.948
56:10.3,-0.035,-0.453,-0.838,0.953
56:10.3,-0.031,-0.448,-0.859,0.969
56:10.3,-0.028,-0.443,-0.884,0.989
56:10.3,-0.036,-0.447,-0.889,0.996
56:10.3,-0.05,-0.449,-0.891,0.999
56:10.4,-0.067,-0.453,-0.897,1.007
56:10.4,-0.07,-0.456,-0.898,1.01
56:10.4,-0.055,-0.451,-0.915,1.022
56:10.4,-0.055,-0.451,-0.915,1.022
56:10.4,-0.049,-0.453,-0.911,1.019
56:10.4,-0.051,-0.444,-0.914,1.017
56:10.4,-0.053,-0.433,-0.913,1.012
56:10.4,-0.057,-0.433,-0.914,1.013
56:10.4,-0.058,-0.436,-0.915,1.015
56:10.4,-0.058,-0.435,-0.916,1.016
56:10.5,-0.056,-0.437,-0.912,1.013
56:10.5,-0.054,-0.441,-0.908,1.011
56:10.5,-0.054,-0.442,-0.897,1.001
56:10.5,-0.054,-0.442,-0.897,1.001
56:10.5,-0.055,-0.445,-0.895,1.001
56:10.5,-0.053,-0.442,-0.893,0.998
56:10.5,-0.049,-0.436,-0.899,1
56:10.5,-0.046,-0.44,-0.898,1.001
56:10.5,-0.046,-0.437,-0.895,0.997
56:10.5,-0.045,-0.428,-0.894,0.992
56:10.6,-0.042,-0.423,-0.892,0.988
56:10.6,-0.04,-0.423,-0.892,0.988
56:10.6,-0.044,-0.418,-0.885,0.98
56:10.6,-0.05,-0.416,-0.884,0.978
56:10.6,-0.05,-0.416,-0.884,0.978
56:10.6,-0.056,-0.421,-0.885,0.982
56:10.6,-0.058,-0.422,-0.887,0.984
56:10.6,-0.058,-0.42,-0.893,0.989
56:10.6,-0.054,-0.419,-0.899,0.993
56:10.6,-0.051,-0.421,-0.902,0.997
56:10.7,-0.047,-0.419,-0.907,1
56:10.7,-0.046,-0.418,-0.909,1.002
56:10.7,-0.05,-0.416,-0.91,1.002
56:10.7,-0.05,-0.416,-0.91,1.002
56:10.7,-0.051,-0.415,-0.909,1.001
56:10.7,-0.052,-0.412,-0.916,1.006
56:10.7,-0.054,-0.414,-0.927,1.017
56:10.7,-0.055,-0.419,-0.926,1.018
56:10.7,-0.055,-0.42,-0.926,1.018
56:10.7,-0.056,-0.42,-0.928,1.02
56:10.8,-0.053,-0.42,-0.927,1.019
56:10.8,-0.047,-0.416,-0.929,1.019
56:10.8,-0.047,-0.413,-0.913,1.003
56:10.8,-0.047,-0.413,-0.913,1.003
