time,gFx,gFy,gFz,acc
54:06.7,-0.001,-0.303,-0.966,1.012
54:06.8,-0.017,-0.321,-1.004,1.054
54:06.8,-0.039,-0.35,-1.006,1.066
54:06.8,-0.063,-0.355,-0.972,1.037
54:06.8,-0.094,-0.372,-0.888,0.967
54:06.8,-0.094,-0.372,-0.888,0.967
54:06.8,-0.101,-0.381,-0.883,0.967
54:06.8,-0.108,-0.382,-0.899,0.983
54:06.8,-0.107,-0.379,-0.902,0.984
54:06.8,-0.105,-0.365,-0.869,0.948
54:06.8,-0.104,-0.339,-0.845,0.916
54:06.9,-0.077,-0.334,-0.844,0.911
54:06.9,-0.047,-0.341,-0.84,0.908
54:06.9,-0.029,-0.331,-0.834,0.898
54:06.9,-0.014,-0.356,-0.788,0.865
54:06.9,-0.014,-0.356,-0.788,0.865
54:06.9,0.008,-0.398,-0.783,0.878
54:06.9,0.025,-0.448,-0.806,0.922
54:06.9,0.027,-0.464,-0.834,0.955
54:06.9,0.011,-0.462,-0.863,0.979
54:06.9,-0.032,-0.489,-0.884,1.011
54:07.0,-0.015,-0.399,-0.932,1.014
54:07.0,-0.034,-0.392,-1.031,1.104
54:07.0,-0.013,-0.455,-1.067,1.16
54:07.0,-0.001,-0.412,-1.091,1.166
54:07.0,-0.001,-0.412,-1.091,1.166
54:07.0,-0.001,-0.367,-1.107,1.166
54:07.0,-0.011,-0.408,-1.08,1.155
54:07.0,-0.001,-0.452,-0.982,1.081
54:07.0,-0.021,-0.406,-0.953,1.036
54:07.0,0.01,-0.362,-0.918,0.987
54:07.1,0.056,-0.359,-0.924,0.993
54:07.1,0.104,-0.38,-0.978,1.054
54:07.1,0.139,-0.388,-1.031,1.11
54:07.1,0.188,-0.376,-1.007,1.091
54:07.1,0.188,-0.376,-1.007,1.091
54:07.1,0.254,-0.36,-1.028,1.118
54:07.1,0.265,-0.347,-1.113,1.196
54:07.1,0.27,-0.352,-1.06,1.149
54:07.1,0.266,-0.328,-0.981,1.068
54:07.1,0.243,-0.301,-0.965,1.04
54:07.2,0.216,-0.305,-0.975,1.044
54:07.2,0.194,-0.325,-0.969,1.04
54:07.2,0.178,-0.338,-0.94,1.015
54:07.2,0.1,-0.377,-0.835,0.922
54:07.2,0.1,-0.377,-0.835,0.922
54:07.2,0.062,-0.387,-0.784,0.877
54:07.2,0.038,-0.377,-0.74,0.831
54:07.2,0.039,-0.358,-0.714,0.8
54:07.2,0.013,-0.376,-0.778,0.864
54:07.2,0.048,-0.407,-0.753,0.857
54:07.2,0.079,-0.412,-0.753,0.862
54:07.3,0.087,-0.406,-0.754,0.861
54:07.3,0.117,-0.404,-0.7,0.817
54:07.3,0.152,-0.413,-0.646,0.782
54:07.3,0.152,-0.413,-0.646,0.782
54:07.3,0.179,-0.427,-0.636,0.787
54:07.3,0.205,-0.452,-0.638,0.808
54:07.3,0.237,-0.43,-0.652,0.816
54:07.3,0.209,-0.482,-0.694,0.87
54:07.3,0.18,-0.508,-0.752,0.925
54:07.3,0.271,-0.422,-0.756,0.907
54:07.4,0.326,-0.398,-0.8,0.951
54:07.4,0.293,-0.478,-0.822,0.995
54:07.4,0.291,-0.41,-0.85,0.988
54:07.4,0.291,-0.41,-0.85,0.988
54:07.4,0.276,-0.395,-0.897,1.018
54:07.4,0.277,-0.411,-0.937,1.06
54:07.4,0.282,-0.41,-0.957,1.079
54:07.4,0.283,-0.398,-0.963,1.08
54:07.4,0.278,-0.404,-0.953,1.072
54:07.4,0.27,-0.406,-0.934,1.054
54:07.5,0.258,-0.402,-0.912,1.03
54:07.5,0.236,-0.401,-0.892,1.006
54:07.5,0.206,-0.41,-0.869,0.983
54:07.5,0.206,-0.41,-0.869,0.983
54:07.5,0.217,-0.445,-0.858,0.991
54:07.5,0.273,-0.427,-0.836,0.978
54:07.5,0.274,-0.454,-0.844,0.997
54:07.5,0.285,-0.513,-0.84,1.025
54:07.5,0.31,-0.5,-0.871,1.051
54:07.5,0.289,-0.468,-0.964,1.11
54:07.6,0.266,-0.489,-1.015,1.158
54:07.6,0.26,-0.497,-1.039,1.181
54:07.6,0.219,-0.454,-1.024,1.141
54:07.6,0.219,-0.454,-1.024,1.141
54:07.6,0.203,-0.431,-0.975,1.085
