time,gFx,gFy,gFz,acc
50:58.7,-0.03,-0.2,-0.809,0.834
50:58.7,-0.003,-0.233,-0.854,0.885
50:58.7,-0.038,-0.33,-0.879,0.94
50:58.8,-0.074,-0.39,-0.885,0.97
50:58.8,-0.123,-0.459,-1.032,1.136
50:58.8,-0.125,-0.509,-1.05,1.174
50:58.8,-0.14,-0.4,-0.829,0.931
50:58.8,-0.207,-0.268,-0.705,0.782
50:58.8,-0.182,-0.138,-0.608,0.649
50:58.8,-0.173,-0.087,-0.551,0.584
50:58.8,-0.018,-0.187,-0.646,0.673
50:58.8,-0.018,-0.187,-0.646,0.673
50:58.8,0.069,-0.27,-0.681,0.736
50:58.9,0.124,-0.323,-0.775,0.849
50:58.9,0.195,-0.381,-1.106,1.186
50:58.9,0.2,-0.471,-1.273,1.372
50:58.9,0.126,-0.603,-1.243,1.387
50:58.9,0.014,-0.526,-0.955,1.09
50:58.9,-0.02,-0.381,-0.913,0.99
50:58.9,0.014,-0.32,-1.004,1.054
50:58.9,0.006,-0.381,-0.883,0.962
50:58.9,0.006,-0.381,-0.883,0.962
50:58.9,0.109,-0.428,-0.866,0.972
50:59.0,0.135,-0.457,-0.966,1.077
50:59.0,0.092,-0.447,-1.009,1.107
50:59.0,0.027,-0.436,-1.054,1.141
50:59.0,-0.044,-0.47,-1.078,1.177
50:59.0,-0.101,-0.508,-1.06,1.18
50:59.0,-0.134,-0.53,-0.938,1.086
50:59.0,-0.051,-0.512,-0.849,0.993
50:59.0,0.197,-0.5,-0.931,1.075
50:59.0,0.197,-0.5,-0.931,1.075
50:59.0,0.284,-0.507,-0.978,1.138
50:59.1,0.421,-0.601,-1.043,1.275
50:59.1,0.457,-0.669,-1.031,1.311
50:59.1,0.518,-0.719,-1.079,1.396
50:59.1,0.611,-0.745,-1.135,1.489
50:59.1,0.648,-0.727,-1.072,1.448
50:59.1,0.63,-0.671,-1.04,1.389
50:59.1,0.547,-0.559,-1.089,1.341
50:59.1,0.234,-0.324,-0.853,0.942
50:59.1,0.144,-0.262,-0.813,0.866
50:59.1,0.144,-0.262,-0.813,0.866
50:59.2,0.122,-0.122,-0.898,0.914
50:59.2,0.093,-0.049,-0.856,0.862
50:59.2,0.046,-0.034,-0.868,0.87
50:59.2,0.02,-0.059,-0.858,0.86
50:59.2,-0.018,-0.09,-0.784,0.789
50:59.2,0.045,-0.153,-0.772,0.788
50:59.2,0.177,-0.258,-0.814,0.872
50:59.2,0.279,-0.353,-0.863,0.973
50:59.2,0.279,-0.353,-0.863,0.973
50:59.2,0.231,-0.353,-0.838,0.938
50:59.3,0.13,-0.36,-0.832,0.916
50:59.3,0.032,-0.394,-0.822,0.912
50:59.3,-0.025,-0.42,-0.793,0.898
50:59.3,-0.041,-0.393,-0.843,0.931
50:59.3,-0.066,-0.332,-0.942,1.001
50:59.3,-0.083,-0.289,-0.998,1.042
50:59.3,-0.06,-0.223,-1.047,1.072
50:59.3,-0.011,-0.243,-0.912,0.944
50:59.3,-0.011,-0.243,-0.912,0.944
50:59.3,-0.044,-0.316,-0.831,0.89
50:59.4,-0.06,-0.265,-0.87,0.911
50:59.4,-0.057,-0.222,-0.94,0.968
50:59.4,-0.043,-0.267,-0.984,1.02
50:59.4,-0.019,-0.311,-0.957,1.006
50:59.4,-0.003,-0.255,-0.879,0.915
50:59.4,0.033,-0.159,-0.763,0.78
50:59.4,0.067,-0.17,-0.693,0.717
50:59.4,0.034,-0.287,-0.951,0.994
50:59.4,0.034,-0.287,-0.951,0.994
50:59.4,0.017,-0.321,-0.955,1.008
50:59.5,-0.037,-0.261,-0.807,0.849
50:59.5,-0.017,-0.264,-0.833,0.874
50:59.5,-0.014,-0.279,-0.892,0.935
50:59.5,0.001,-0.267,-0.896,0.935
50:59.5,-0.014,-0.264,-0.916,0.953
50:59.5,-0.027,-0.249,-0.958,0.99
50:59.5,-0.038,-0.235,-0.959,0.988
50:59.5,-0.108,-0.244,-0.925,0.963
50:59.5,-0.1,-0.209,-0.917,0.946
50:59.5,-0.1,-0.209,-0.917,0.946
50:59.6,-0.057,-0.259,-0.947,0.983
50:59.6,-0.051,-0.307,-1.022,1.068
50:59.6,-0.087,-0.233,-1.07,1.099
50:59.6,-0.068,-0.221,-1.024,1.05
50:59.6,-0.129,-0.207,-1.032,1.06
50:59.6,-0.2,-0.166,-1.038,1.07
50:59.6,-0.214,-0.167,-1.012,1.048
50:59.6,-0.168,-0.378,-1.034,1.114
50:59.6,-0.168,-0.378,-1.034,1.114
50:59.6,-0.225,-0.36,-1.094,1.173
50:59.7,-0.213,-0.193,-1.138,1.174
50:59.7,-0.243,-0.099,-1.042,1.075
50:59.7,-0.277,-0.076,-1.052,1.091
50:59.7,-0.249,-0.017,-1.091,1.119
50:59.7,-0.278,0.026,-1.257,1.288
50:59.7,-0.293,0.028,-1.3,1.333
50:59.7,-0.268,0.023,-1.188,1.218
50:59.7,-0.252,-0.002,-1.152,1.179
50:59.7,-0.252,-0.002,-1.152,1.179
50:59.7,-0.134,0.028,-1.057,1.066
50:59.8,-0.147,-0.002,-1.146,1.155
50:59.8,-0.199,0.035,-1.143,1.161
50:59.8,-0.221,0,-1.147,1.168
50:59.8,-0.146,0.036,-1.002,1.013
50:59.8,-0.177,-0.018,-0.948,0.965
50:59.8,-0.232,-0.052,-0.897,0.928
50:59.8,-0.251,-0.063,-0.859,0.897
50:59.8,-0.278,-0.049,-0.855,0.9
50:59.8,-0.278,-0.049,-0.855,0.9
50:59.8,-0.236,-0.096,-0.888,0.924
50:59.9,-0.208,-0.115,-0.939,0.969
50:59.9,-0.228,-0.036,-0.941,0.969
50:59.9,-0.226,-0.085,-0.96,0.99
50:59.9,-0.185,-0.153,-0.917,0.948
50:59.9,-0.229,-0.049,-0.876,0.907
50:59.9,-0.203,-0.184,-0.818,0.863
50:59.9,-0.208,-0.213,-0.763,0.819
50:59.9,-0.186,-0.23,-0.769,0.824
50:59.9,-0.204,-0.192,-0.816,0.863
50:59.9,-0.204,-0.192,-0.816,0.863
51:00.0,-0.185,-0.247,-0.844,0.899
51:00.0,-0.176,-0.257,-0.848,0.903
51:00.0,-0.151,-0.254,-0.834,0.885
51:00.0,-0.131,-0.266,-0.84,0.891
51:00.0,-0.137,-0.243,-0.859,0.903
51:00.0,-0.14,-0.242,-0.897,0.94
51:00.0,-0.151,-0.248,-0.939,0.983
51:00.0,-0.197,-0.245,-1,1.048
51:00.0,-0.197,-0.245,-1,1.048
51:00.0,-0.195,-0.252,-0.992,1.042
51:00.0,-0.175,-0.268,-0.992,1.042
51:00.1,-0.153,-0.278,-1.012,1.061
51:00.1,-0.116,-0.271,-1.009,1.051
51:00.1,-0.108,-0.292,-1.041,1.087
51:00.1,-0.121,-0.29,-1.028,1.075
51:00.1,-0.158,-0.282,-1.009,1.06
51:00.1,-0.173,-0.304,-1.021,1.079
51:00.1,-0.199,-0.292,-0.992,1.053
51:00.1,-0.199,-0.292,-0.992,1.053
51:00.1,-0.193,-0.29,-0.978,1.038
51:00.1,-0.185,-0.283,-0.959,1.017
51:00.2,-0.159,-0.293,-0.919,0.978
51:00.2,-0.138,-0.301,-0.878,0.938
51:00.2,-0.115,-0.296,-0.848,0.906
51:00.2,-0.095,-0.295,-0.839,0.894
51:00.2,-0.08,-0.272,-0.833,0.88
51:00.2,-0.075,-0.262,-0.839,0.882
51:00.2,-0.105,-0.181,-0.821,0.847
51:00.2,-0.105,-0.181,-0.821,0.847
51:00.2,-0.099,-0.191,-0.816,0.844
