Time;AccX;AccY;AccZ;Acc-old;Acc-trns
24:10.1;-0.0015412489331209397;-0.23999438573054285;-1.109824795920443;1.137;0.0004105143045399297
24:10.1;-0.025219477087594096;-0.25318831656691393;-1.117394358686275;1.185;0.007134872440909899
24:10.1;-0.04774066698185164;-0.26459320646023476;-1.12560240961427;1.178;0.0142184477262822
24:10.1;-0.06821045468028752;-0.2726868383971396;-1.1344403550088165;1.156;0.02110069636975978
24:10.1;-0.08576371831068774;-0.2763264726606781;-1.143760980502413;1.156;0.027105746441069962
24:10.1;-0.09964703043908865;-0.27487918443332543;-1.1532336901722688;1.156;0.031588102293263816
24:10.1;-0.10932810221614594;-0.26829141261233447;-1.1623238222329055;1.202;0.0340930394068972
24:10.1;-0.1145985557976695;-0.2570831394119436;-1.1703118813869264;1.226;0.034478975549676286
24:10.1;-0.11564369679460537;-0.24226701226109792;-1.176352448204011;1.234;0.03295745824028692
24:10.1;-0.11305583491389046;-0.22520556389281582;-1.1795583989888967;1.23;0.030032504086352062
24:10.2;-0.10777699816631364;-0.20742846678335142;-1.179091455668242;1.208;0.0263597891983317
24:10.2;-0.1009770968006603;-0.19043634265105058;-1.1742449700723046;1.177;0.022580389076530063
24:10.2;-0.09389095021893;-0.1755201918670144;-1.1645142057082007;1.17;0.01919091182833751
24:10.2;-0.08764457120705245;-0.16362564957245318;-1.1496566276854554;1.1909999999999998;0.016487110611551364
24:10.2;-0.08310156970093771;-0.15528222520548615;-1.1297439739341149;1.1909999999999998;0.014578438416485786
24:10.2;-0.08075683954864378;-0.15059878688910203;-1.1051988809459499;1.1909999999999998;0.013441298452881507
24:10.2;-0.08069524702284656;-0.14931100578758835;-1.0767991568169741;1.153;0.01297401761244539
24:10.2;-0.08261848635996569;-0.15086388190778033;-1.0456311514840693;1.095;0.013032898884215762
24:10.2;-0.08592747849843187;-0.1545162259748527;-1.0129833662611345;1.008;0.013449572301713375
24:10.2;-0.0898363923931011;-0.1594548502598581;-0.9801900947278146;0.927;0.014041074605165243
24:10.3;-0.09349301020758966;-0.16490457916270657;-0.9484555503187014;0.865;0.014622742789885885
24:10.3;-0.09608779512952711;-0.17022026707376808;-0.9187022005736398;0.84;0.015026376013105922
24:10.3;-0.0969432567231916;-0.1749493305363559;-0.8914855241304307;0.872;0.015119735222487937
24:10.3;-0.09558058659846934;-0.17885627901269652;-0.8669988580729193;0.9229999999999999;0.01482150853076938
24:10.3;-0.0917621333047445;-0.18190655701099595;-0.8451609082598335;0.9229999999999999;0.014107538906957305
24:10.3;-0.08550822110967853;-0.18421800376499678;-0.825748784643757;0.9229999999999999;0.013007321854485053
24:10.3;-0.07708645908664752;-0.18599756072652684;-0.8085282481848796;0.89;0.011592591797110474
24:10.3;-0.06697239546731494;-0.18748079889582223;-0.7933439330584375;0.851;0.009961256734122174
24:10.3;-0.055784187090907114;-0.18888613954250796;-0.7801536388207161;0.8059999999999999;0.008220369473457992
24:10.3;-0.044200582897601655;-0.19039006154406726;-0.7690107786683542;0.765;0.006471496162168561
24:10.4;-0.032876893105817095;-0.19212348657697764;-0.7600137532587242;0.741;0.004800568603198504
24:10.4;-0.02237431250699539;-0.19418308080810676;-0.75324853086445;0.7440000000000001;0.0032726486342406725
24:10.4;-0.013114252252837945;-0.1966471278262344;-0.7487489641436245;0.763;0.0019309337579337623
24:10.4;-0.005362821328412144;-0.19958532917221497;-0.7464883699188289;0.792;0.0007989967053353228
24:10.4;0.0007575278624037739;-0.20305638666898107;-0.7463997916792735;0.792;0.00011481186572756822
24:10.4;0.0052395571877480365;-0.20709562424794103;-0.7484093793007964;0.792;0.0008120910593276325
24:10.4;0.008159199138111027;-0.21170154826322662;-0.7524648186332117;0.794;0.001299743836014137
24:10.4;0.00964980941514355;-0.21683043421506212;-0.7585478730193185;0.792;0.0015871646074737213
