time,gFx,gFy,gFz,acc
00:32.0,-0.095,-0.213,-0.854,0.885
00:32.0,-0.072,-0.234,-0.908,0.94
00:32.0,-0.038,-0.258,-0.98,1.014
00:32.0,-0.003,-0.275,-1.033,1.069
00:32.0,0.023,-0.274,-1.054,1.089
00:32.0,0.024,-0.269,-1.042,1.076
00:32.1,0.013,-0.262,-1.021,1.054
00:32.1,0.001,-0.251,-1.004,1.035
00:32.1,-0.01,-0.244,-0.994,1.024
00:32.1,-0.021,-0.244,-0.985,1.015
00:32.1,-0.033,-0.25,-0.972,1.004
00:32.1,-0.042,-0.256,-0.951,0.986
00:32.1,-0.048,-0.256,-0.928,0.964
00:32.1,-0.044,-0.254,-0.915,0.951
00:32.1,-0.037,-0.256,-0.912,0.948
00:32.1,-0.026,-0.261,-0.918,0.955
00:32.2,-0.013,-0.269,-0.933,0.971
00:32.2,-0.003,-0.274,-0.951,0.99
00:32.2,0.004,-0.274,-0.968,1.006
00:32.2,0.007,-0.272,-0.98,1.017
00:32.2,0.003,-0.269,-0.982,1.018
00:32.2,-0.005,-0.264,-0.978,1.013
00:32.2,-0.013,-0.259,-0.97,1.004
00:32.2,-0.026,-0.251,-0.965,0.997
00:32.2,-0.026,-0.251,-0.965,0.997
00:32.2,-0.03,-0.25,-0.964,0.996
00:32.3,-0.031,-0.248,-0.961,0.993
00:32.3,-0.031,-0.246,-0.958,0.99
00:32.3,-0.031,-0.245,-0.958,0.989
00:32.3,-0.027,-0.246,-0.961,0.992
00:32.3,-0.023,-0.248,-0.967,0.999
00:32.3,-0.017,-0.251,-0.972,1.004
00:32.3,-0.013,-0.254,-0.974,1.007
00:32.3,-0.01,-0.255,-0.97,1.003
00:32.3,-0.01,-0.255,-0.97,1.003
00:32.3,-0.011,-0.254,-0.965,0.998
00:32.4,-0.013,-0.254,-0.961,0.994
00:32.4,-0.017,-0.253,-0.958,0.991
00:32.4,-0.019,-0.253,-0.957,0.99
00:32.4,-0.02,-0.251,-0.961,0.993
00:32.4,-0.02,-0.249,-0.963,0.995
00:32.4,-0.023,-0.248,-0.965,0.997
00:32.4,-0.027,-0.245,-0.97,1.001
00:32.4,-0.027,-0.245,-0.97,1.001
00:32.4,-0.029,-0.247,-0.974,1.005
00:32.4,-0.028,-0.249,-0.977,1.009
00:32.5,-0.028,-0.25,-0.976,1.008
00:32.5,-0.026,-0.248,-0.972,1.003
00:32.5,-0.024,-0.247,-0.972,1.003
00:32.5,-0.025,-0.25,-0.97,1.002
00:32.5,-0.024,-0.25,-0.966,0.998
00:32.5,-0.022,-0.249,-0.963,0.995
00:32.5,-0.019,-0.25,-0.963,0.995
00:32.5,-0.019,-0.251,-0.962,0.994
00:32.5,-0.018,-0.253,-0.964,0.997
00:32.5,-0.017,-0.255,-0.963,0.996
00:32.6,-0.016,-0.257,-0.964,0.998
00:32.6,-0.014,-0.257,-0.967,1.001
00:32.6,-0.013,-0.255,-0.968,1.001
00:32.6,-0.013,-0.254,-0.967,1
00:32.6,-0.013,-0.253,-0.967,1
00:32.6,-0.012,-0.252,-0.968,1
00:32.6,-0.014,-0.254,-0.969,1.002
00:32.6,-0.016,-0.258,-0.969,1.003
00:32.6,-0.018,-0.261,-0.965,1
00:32.6,-0.018,-0.264,-0.961,0.997
00:32.7,-0.017,-0.269,-0.956,0.993
00:32.7,-0.013,-0.272,-0.954,0.992
00:32.7,-0.011,-0.275,-0.951,0.99
00:32.7,-0.008,-0.277,-0.95,0.99
00:32.7,-0.003,-0.276,-0.949,0.988
00:32.7,0.001,-0.275,-0.945,0.984
00:32.7,0.004,-0.273,-0.951,0.989
00:32.7,0.004,-0.273,-0.951,0.989
00:32.7,0.002,-0.273,-0.956,0.994
00:32.7,-0.002,-0.272,-0.96,0.998
00:32.8,-0.007,-0.27,-0.96,0.997
00:32.8,-0.012,-0.268,-0.959,0.996
00:32.8,-0.017,-0.267,-0.959,0.996
00:32.8,-0.02,-0.265,-0.957,0.993
00:32.8,-0.018,-0.261,-0.959,0.994
00:32.8,-0.017,-0.26,-0.962,0.997
00:32.8,-0.007,-0.251,-0.967,0.999
