time,gFx,gFy,gFz,acc
57:54.1,0.017,-0.273,-0.785,0.831
57:54.1,0.017,-0.273,-0.785,0.831
57:54.1,0.011,-0.267,-0.85,0.891
57:54.1,0.027,-0.268,-0.939,0.977
57:54.1,0.04,-0.269,-1.022,1.058
57:54.1,0.046,-0.263,-1.094,1.126
57:54.1,0.042,-0.249,-1.127,1.155
57:54.1,0.027,-0.239,-1.115,1.141
57:54.1,0.006,-0.237,-1.088,1.114
57:54.1,0.002,-0.242,-1.051,1.079
57:54.2,0.007,-0.241,-1.007,1.035
57:54.2,0.015,-0.243,-0.967,0.997
57:54.2,0.019,-0.255,-0.935,0.969
57:54.2,0.02,-0.266,-0.914,0.952
57:54.2,0.02,-0.269,-0.899,0.939
57:54.2,0.023,-0.267,-0.899,0.938
57:54.2,0.026,-0.263,-0.912,0.95
57:54.2,0.027,-0.262,-0.938,0.974
57:54.2,0.026,-0.26,-0.969,1.004
57:54.2,0.023,-0.256,-0.994,1.027
57:54.3,0.02,-0.248,-1.009,1.039
57:54.3,0.02,-0.248,-1.009,1.039
57:54.3,0.019,-0.245,-1,1.03
57:54.3,0.02,-0.244,-0.982,1.012
57:54.3,0.02,-0.248,-0.964,0.996
57:54.3,0.023,-0.25,-0.951,0.984
57:54.3,0.029,-0.251,-0.943,0.976
57:54.3,0.03,-0.253,-0.939,0.973
57:54.3,0.026,-0.257,-0.941,0.976
57:54.4,0.023,-0.25,-0.957,0.989
57:54.4,0.023,-0.25,-0.957,0.989
57:54.4,0.023,-0.25,-0.957,0.989
57:54.4,0.027,-0.248,-0.961,0.993
57:54.4,0.029,-0.248,-0.962,0.994
57:54.4,0.031,-0.252,-0.96,0.993
57:54.4,0.031,-0.26,-0.955,0.99
57:54.4,0.032,-0.267,-0.946,0.983
57:54.4,0.036,-0.269,-0.938,0.976
57:54.4,0.041,-0.268,-0.935,0.974
57:54.5,0.042,-0.262,-0.96,0.996
57:54.5,0.042,-0.262,-0.96,0.996
57:54.5,0.042,-0.262,-0.96,0.996
57:54.5,0.04,-0.256,-0.969,1.003
57:54.5,0.034,-0.254,-0.978,1.011
57:54.5,0.029,-0.256,-0.983,1.016
57:54.5,0.028,-0.255,-0.982,1.015
57:54.5,0.031,-0.252,-0.977,1.009
57:54.5,0.031,-0.253,-0.974,1.007
57:54.5,0.03,-0.255,-0.97,1.003
57:54.6,0.038,-0.252,-0.966,0.999
57:54.6,0.038,-0.252,-0.966,0.999
57:54.6,0.038,-0.252,-0.966,0.999
57:54.6,0.039,-0.252,-0.969,1.002
57:54.6,0.036,-0.255,-0.972,1.006
57:54.6,0.03,-0.259,-0.971,1.005
57:54.6,0.026,-0.266,-0.968,1.004
57:54.6,0.03,-0.266,-0.96,0.997
57:54.6,0.033,-0.265,-0.948,0.985
57:54.6,0.032,-0.269,-0.938,0.976
57:54.7,0.016,-0.279,-0.927,0.968
57:54.7,0.016,-0.279,-0.927,0.968
57:54.7,0.016,-0.279,-0.927,0.968
