time,gFx,gFy,gFz
2020-12-10 13:51:42.5350,0.062,-0.344,-0.927,0.991
2020-12-10 13:51:42.5410,0.051,-0.339,-0.972,1.031
2020-12-10 13:51:42.5510,0.033,-0.324,-0.993,1.045
2020-12-10 13:51:42.5610,0.014,-0.31,-0.987,1.035
2020-12-10 13:51:42.5710,-0.005,-0.303,-0.979,1.025
2020-12-10 13:51:42.5810,-0.012,-0.312,-0.977,1.026
2020-12-10 13:51:42.5920,-0.019,-0.319,-0.98,1.031
2020-12-10 13:51:42.6010,-0.019,-0.323,-0.983,1.035
2020-12-10 13:51:42.6160,-0.013,-0.322,-0.987,1.038
2020-12-10 13:51:42.6280,-0.011,-0.319,-0.986,1.036
2020-12-10 13:51:42.6310,-0.009,-0.318,-0.978,1.028
2020-12-10 13:51:42.6410,-0.009,-0.322,-0.967,1.019
2020-12-10 13:51:42.6510,-0.008,-0.327,-0.951,1.006
2020-12-10 13:51:42.6610,-0.004,-0.329,-0.935,0.991
2020-12-10 13:51:42.6720,0.007,-0.331,-0.922,0.98
2020-12-10 13:51:42.6820,0.015,-0.333,-0.914,0.973
2020-12-10 13:51:42.6920,0.023,-0.333,-0.908,0.967
2020-12-10 13:51:42.7020,0.031,-0.328,-0.905,0.963
2020-12-10 13:51:42.7160,0.031,-0.324,-0.9,0.957
2020-12-10 13:51:42.7300,0.03,-0.322,-0.898,0.954
2020-12-10 13:51:42.7320,0.027,-0.323,-0.901,0.958
2020-12-10 13:51:42.7410,0.03,-0.324,-0.908,0.965
2020-12-10 13:51:42.7510,0.04,-0.329,-0.913,0.971
2020-12-10 13:51:42.7620,0.051,-0.334,-0.916,0.976
2020-12-10 13:51:42.7720,0.058,-0.334,-0.918,0.979
2020-12-10 13:51:42.7820,0.056,-0.335,-0.919,0.98
2020-12-10 13:51:42.7920,0.051,-0.338,-0.921,0.982
2020-12-10 13:51:42.8020,0.046,-0.338,-0.925,0.986
2020-12-10 13:51:42.8170,0.038,-0.337,-0.929,0.989
2020-12-10 13:51:42.8290,0.032,-0.336,-0.934,0.993
2020-12-10 13:51:42.8320,0.028,-0.333,-0.937,0.995
2020-12-10 13:51:42.8420,0.027,-0.328,-0.938,0.994
2020-12-10 13:51:42.8520,0.029,-0.325,-0.939,0.994
2020-12-10 13:51:42.8620,0.033,-0.321,-0.942,0.996
2020-12-10 13:51:42.8720,0.041,-0.318,-0.948,1.001
2020-12-10 13:51:42.8820,0.049,-0.316,-0.956,1.008
2020-12-10 13:51:42.8920,0.055,-0.314,-0.958,1.01
2020-12-10 13:51:42.9020,0.058,-0.313,-0.96,1.011
2020-12-10 13:51:42.9160,0.063,-0.313,-0.96,1.012
2020-12-10 13:51:42.9290,0.069,-0.309,-0.958,1.009
2020-12-10 13:51:42.9320,0.076,-0.304,-0.954,1.004
2020-12-10 13:51:42.9420,0.076,-0.303,-0.949,0.999
2020-12-10 13:51:42.9520,0.071,-0.306,-0.947,0.998
2020-12-10 13:51:42.9620,0.072,-0.31,-0.945,0.997
2020-12-10 13:51:42.9720,0.076,-0.309,-0.944,0.996
2020-12-10 13:51:42.9820,0.08,-0.307,-0.943,0.995
2020-12-10 13:51:42.9920,0.082,-0.305,-0.941,0.993
2020-12-10 13:51:43.0020,0.081,-0.305,-0.939,0.991
2020-12-10 13:51:43.0290,0.077,-0.301,-0.942,0.992
2020-12-10 13:51:43.0290,0.077,-0.301,-0.942,0.992
