time,gFx,gFy,gFz,acc
52:10.6,0.099,-0.257,-0.888,0.93
52:10.7,0.086,-0.272,-0.922,0.965
52:10.7,0.068,-0.286,-0.948,0.993
52:10.7,0.065,-0.291,-0.971,1.016
52:10.7,0.068,-0.287,-0.989,1.032
52:10.7,0.072,-0.282,-1.004,1.045
52:10.7,0.074,-0.279,-1.018,1.058
52:10.7,0.071,-0.28,-1.026,1.066
52:10.7,0.069,-0.278,-1.026,1.065
52:10.7,0.068,-0.271,-1.017,1.055
52:10.7,0.065,-0.266,-1.005,1.042
52:10.8,0.062,-0.261,-0.986,1.022
52:10.8,0.059,-0.264,-0.943,0.981
52:10.8,0.059,-0.264,-0.943,0.981
52:10.8,0.06,-0.271,-0.929,0.97
52:10.8,0.06,-0.277,-0.924,0.966
52:10.8,0.057,-0.279,-0.933,0.975
52:10.8,0.054,-0.28,-0.949,0.991
52:10.8,0.051,-0.274,-0.965,1.004
52:10.8,0.047,-0.264,-0.977,1.013
52:10.8,0.039,-0.254,-0.976,1.009
52:10.9,0.032,-0.252,-0.973,1.006
52:10.9,0.028,-0.251,-0.961,0.994
52:10.9,0.028,-0.251,-0.961,0.994
52:10.9,0.023,-0.254,-0.959,0.992
52:10.9,0.014,-0.258,-0.957,0.991
52:10.9,0.011,-0.258,-0.957,0.991
52:10.9,0.015,-0.254,-0.955,0.988
52:10.9,0.023,-0.249,-0.953,0.985
52:10.9,0.034,-0.245,-0.952,0.984
52:10.9,0.045,-0.245,-0.956,0.988
52:11.0,0.048,-0.246,-0.956,0.988
52:11.0,0.041,-0.246,-0.955,0.987
52:11.0,0.041,-0.246,-0.955,0.987
52:11.0,0.043,-0.244,-0.955,0.987
52:11.0,0.044,-0.243,-0.955,0.986
52:11.0,0.042,-0.245,-0.957,0.989
52:11.0,0.037,-0.251,-0.965,0.998
52:11.0,0.031,-0.255,-0.973,1.006
52:11.0,0.03,-0.25,-0.979,1.011
52:11.0,0.032,-0.238,-0.979,1.008
52:11.1,0.03,-0.228,-0.972,0.999
52:11.1,0.025,-0.231,-0.965,0.993
52:11.1,0.025,-0.231,-0.965,0.993
52:11.1,0.027,-0.237,-0.962,0.991
52:11.1,0.033,-0.243,-0.955,0.986
52:11.1,0.044,-0.246,-0.951,0.983
52:11.1,0.052,-0.247,-0.946,0.979
52:11.1,0.053,-0.246,-0.941,0.974
52:11.1,0.055,-0.248,-0.948,0.981
52:11.1,0.065,-0.248,-0.967,1
52:11.2,0.054,-0.253,-0.979,1.013
52:11.2,0.054,-0.252,-0.985,1.018
