time,gFx,gFy,gFz,acc
54:48.3,0.031,-0.279,-0.925,0.967
54:48.3,0.015,-0.273,-0.972,1.01
54:48.3,-0.005,-0.257,-1,1.033
54:48.3,-0.017,-0.235,-1,1.027
54:48.3,-0.022,-0.226,-0.999,1.024
54:48.4,-0.017,-0.224,-1.01,1.035
54:48.4,-0.017,-0.224,-1.01,1.035
54:48.4,-0.017,-0.224,-1.01,1.035
54:48.4,-0.016,-0.22,-1,1.024
54:48.4,-0.001,-0.227,-0.989,1.015
54:48.4,-0.015,-0.235,-1,1.027
54:48.4,0.002,-0.244,-1.002,1.031
54:48.4,0.004,-0.254,-0.988,1.02
54:48.4,0.008,-0.251,-0.969,1.001
54:48.4,0.01,-0.25,-0.961,0.993
54:48.5,0.021,-0.252,-0.959,0.992
54:48.5,0.021,-0.252,-0.959,0.992
54:48.5,0.023,-0.258,-0.949,0.984
54:48.5,0.032,-0.248,-0.951,0.983
54:48.5,0.032,-0.243,-0.944,0.975
54:48.5,0.027,-0.246,-0.942,0.974
54:48.5,0.019,-0.249,-0.941,0.974
54:48.5,0.015,-0.249,-0.948,0.98
54:48.5,0.017,-0.245,-0.956,0.987
54:48.5,0.023,-0.242,-0.967,0.997
54:48.6,0.018,-0.242,-0.986,1.015
54:48.6,0.012,-0.24,-0.986,1.015
54:48.6,0.012,-0.24,-0.986,1.015
54:48.6,0.008,-0.237,-0.983,1.011
54:48.6,0.005,-0.237,-0.979,1.007
54:48.6,0.007,-0.238,-0.978,1.007
54:48.6,0.014,-0.24,-0.977,1.006
54:48.6,0.017,-0.244,-0.972,1.002
54:48.6,0.02,-0.248,-0.967,0.998
54:48.6,0.022,-0.252,-0.961,0.994
54:48.7,0.028,-0.244,-0.961,0.992
54:48.7,0.028,-0.244,-0.961,0.992
54:48.7,0.028,-0.244,-0.961,0.992
54:48.7,0.03,-0.243,-0.963,0.994
54:48.7,0.029,-0.243,-0.964,0.995
54:48.7,0.025,-0.244,-0.964,0.995
54:48.7,0.022,-0.246,-0.966,0.997
54:48.7,0.015,-0.245,-0.968,0.999
54:48.7,0.014,-0.242,-0.974,1.004
54:48.7,0.015,-0.238,-0.978,1.007
54:48.8,0.012,-0.228,-0.978,1.004
54:48.8,0.012,-0.228,-0.978,1.004
54:48.8,0.012,-0.228,-0.978,1.004
54:48.8,0.007,-0.228,-0.976,1.002
54:48.8,0.004,-0.226,-0.974,1
54:48.8,0.004,-0.223,-0.973,0.998
54:48.8,0.002,-0.221,-0.97,0.995
