time,gFx,gFy,gFz,acc
54:26.1,0.043,-0.304,-0.954,1.002
54:26.1,0.043,-0.304,-0.954,1.002
54:26.1,0.043,-0.304,-0.954,1.002
54:26.1,0.015,-0.289,-0.999,1.04
54:26.1,-0.013,-0.265,-1.022,1.056
54:26.1,-0.033,-0.243,-1.036,1.065
54:26.2,-0.043,-0.232,-1.038,1.064
54:26.2,-0.038,-0.232,-1.026,1.053
54:26.2,-0.026,-0.233,-1.004,1.031
54:26.2,-0.013,-0.246,-0.973,1.004
54:26.2,-0.001,-0.273,-0.933,0.972
54:26.2,-0.001,-0.273,-0.933,0.972
54:26.2,-0.004,-0.272,-0.933,0.972
54:26.2,0.004,-0.27,-0.934,0.972
54:26.2,0.019,-0.282,-0.936,0.978
54:26.2,0.016,-0.293,-0.952,0.996
54:26.3,0.025,-0.287,-0.962,1.004
54:26.3,0.028,-0.282,-0.964,1.005
54:26.3,0.026,-0.278,-0.961,1.001
54:26.3,0.026,-0.276,-0.961,1
54:26.3,0.036,-0.277,-0.967,1.007
54:26.3,0.036,-0.277,-0.967,1.007
54:26.3,0.037,-0.279,-0.972,1.012
54:26.3,0.034,-0.277,-0.974,1.013
54:26.3,0.03,-0.272,-0.971,1.009
54:26.4,0.025,-0.269,-0.968,1.005
54:26.4,0.019,-0.268,-0.962,0.999
54:26.4,0.019,-0.268,-0.955,0.992
54:26.4,0.019,-0.27,-0.948,0.986
54:26.4,0.016,-0.274,-0.94,0.979
54:26.4,0.015,-0.28,-0.946,0.987
54:26.4,0.015,-0.28,-0.946,0.987
54:26.4,0.015,-0.28,-0.946,0.987
54:26.4,0.017,-0.281,-0.952,0.993
54:26.4,0.019,-0.281,-0.954,0.995
54:26.5,0.02,-0.281,-0.955,0.996
54:26.5,0.02,-0.282,-0.955,0.996
54:26.5,0.02,-0.282,-0.954,0.995
54:26.5,0.018,-0.281,-0.954,0.995
54:26.5,0.017,-0.28,-0.954,0.994
54:26.5,0.011,-0.279,-0.948,0.988
54:26.5,0.011,-0.279,-0.948,0.988
54:26.5,0.011,-0.279,-0.948,0.988
54:26.5,0.008,-0.275,-0.95,0.989
54:26.5,0.006,-0.27,-0.952,0.99
54:26.6,0.003,-0.267,-0.954,0.991
54:26.6,-0.002,-0.266,-0.954,0.99
54:26.6,-0.004,-0.269,-0.956,0.993
54:26.6,-0.004,-0.272,-0.956,0.994
54:26.6,0.002,-0.275,-0.956,0.995
54:26.6,0.022,-0.281,-0.963,1.003
54:26.6,0.022,-0.281,-0.963,1.003
54:26.6,0.022,-0.281,-0.963,1.003
54:26.6,0.022,-0.278,-0.965,1.004
54:26.6,0.016,-0.276,-0.966,1.005
54:26.7,0.006,-0.274,-0.967,1.005
54:26.7,-0.003,-0.27,-0.966,1.003
54:26.7,-0.008,-0.266,-0.968,1.004
54:26.7,-0.011,-0.263,-0.969,1.004
54:26.7,-0.013,-0.261,-0.968,1.003
54:26.7,-0.006,-0.256,-0.965,0.998
54:26.7,-0.006,-0.256,-0.965,0.998
54:26.7,0,-0.254,-0.962,0.995
54:26.7,0.002,-0.253,-0.96,0.993
54:26.7,0.002,-0.254,-0.957,0.99
54:26.8,-0.001,-0.253,-0.951,0.984
54:26.8,-0.004,-0.255,-0.946,0.98
54:26.8,-0.003,-0.257,-0.942,0.976
54:26.8,0,-0.26,-0.935,0.97
54:26.8,0.003,-0.262,-0.933,0.969
54:26.8,0.01,-0.267,-0.93,0.968
54:26.8,0.01,-0.267,-0.93,0.968
54:26.8,0.009,-0.266,-0.928,0.965
54:26.8,0.005,-0.267,-0.926,0.964
54:26.8,0.003,-0.269,-0.926,0.964
54:26.9,0.001,-0.27,-0.925,0.964
54:26.9,0,-0.273,-0.924,0.963
54:26.9,-0.001,-0.276,-0.92,0.961
54:26.9,0,-0.279,-0.917,0.959
54:26.9,0.001,-0.281,-0.915,0.957
54:26.9,0.002,-0.294,-0.902,0.949
54:26.9,0.002,-0.294,-0.902,0.949
54:26.9,0.002,-0.294,-0.902,0.949
54:26.9,0.015,-0.3,-0.898,0.947
54:26.9,0.022,-0.311,-0.897,0.95
54:27.0,0.032,-0.317,-0.903,0.958
54:27.0,0.046,-0.317,-0.921,0.975
54:27.0,0.051,-0.311,-0.939,0.99
54:27.0,0.058,-0.309,-0.954,1.004
54:27.0,0.068,-0.302,-0.959,1.008
54:27.0,0.072,-0.288,-0.944,0.99
54:27.0,0.072,-0.288,-0.944,0.99
54:27.0,0.063,-0.287,-0.945,0.99
54:27.0,0.058,-0.283,-0.956,0.999
54:27.0,0.059,-0.271,-0.978,1.017
54:27.1,0.058,-0.259,-1.003,1.038
54:27.1,0.051,-0.25,-1.029,1.06
54:27.1,0.045,-0.244,-1.049,1.078
54:27.1,0.036,-0.239,-1.064,1.091
54:27.1,0.03,-0.231,-1.072,1.097
54:27.1,0.021,-0.218,-1.059,1.081
54:27.1,0.021,-0.218,-1.059,1.081
54:27.1,0.013,-0.221,-1.044,1.067
54:27.1,0.009,-0.225,-1.026,1.05
54:27.1,0.012,-0.228,-1.012,1.037
54:27.2,0.016,-0.232,-1,1.027
54:27.2,0.02,-0.236,-0.994,1.022
54:27.2,0.021,-0.238,-0.989,1.017
54:27.2,0.022,-0.236,-0.984,1.012
54:27.2,0.023,-0.235,-0.979,1.007
54:27.2,0.027,-0.239,-0.967,0.996
54:27.2,0.027,-0.239,-0.967,0.996
54:27.2,0.03,-0.24,-0.963,0.993
54:27.2,0.032,-0.242,-0.961,0.992
54:27.2,0.034,-0.241,-0.96,0.99
54:27.3,0.032,-0.238,-0.956,0.986
54:27.3,0.027,-0.238,-0.955,0.985
54:27.3,0.021,-0.238,-0.951,0.981
54:27.3,0.015,-0.238,-0.949,0.979
54:27.3,0.011,-0.236,-0.949,0.978
54:27.3,0.01,-0.231,-0.952,0.98
54:27.3,0.01,-0.231,-0.952,0.98
54:27.3,0.012,-0.23,-0.956,0.983
54:27.3,0.009,-0.23,-0.959,0.986
54:27.3,0.004,-0.228,-0.964,0.991
54:27.4,0.002,-0.228,-0.966,0.993
54:27.4,0.006,-0.226,-0.973,0.999
54:27.4,0.011,-0.221,-0.985,1.01
54:27.4,0.016,-0.219,-0.993,1.017
54:27.4,0.018,-0.221,-0.999,1.023
54:27.4,0.022,-0.223,-1.01,1.035
54:27.4,0.022,-0.223,-1.01,1.035
54:27.4,0.027,-0.223,-1.012,1.037
54:27.4,0.031,-0.222,-1.009,1.034
54:27.4,0.034,-0.222,-1.004,1.029
54:27.5,0.034,-0.223,-0.997,1.022
54:27.5,0.037,-0.228,-0.99,1.017
54:27.5,0.04,-0.233,-0.985,1.013
54:27.5,0.041,-0.238,-0.98,1.009
54:27.5,0.042,-0.241,-0.973,1.003
54:27.5,0.04,-0.248,-0.965,0.997
54:27.5,0.04,-0.248,-0.965,0.997
54:27.5,0.039,-0.253,-0.966,0.999
54:27.5,0.043,-0.252,-0.967,1
54:27.5,0.043,-0.251,-0.967,1
54:27.6,0.041,-0.253,-0.971,1.004
54:27.6,0.043,-0.249,-0.971,1.003
54:27.6,0.043,-0.242,-0.97,1.001
54:27.6,0.04,-0.241,-0.971,1.001
54:27.6,0.034,-0.243,-0.968,0.999
54:27.6,0.024,-0.24,-0.953,0.983
54:27.6,0.024,-0.24,-0.953,0.983
54:27.6,0.024,-0.24,-0.953,0.983
54:27.6,0.025,-0.24,-0.956,0.986
54:27.6,0.027,-0.237,-0.958,0.987
54:27.7,0.028,-0.234,-0.959,0.988
54:27.7,0.025,-0.231,-0.959,0.987
54:27.7,0.018,-0.233,-0.962,0.99
54:27.7,0.015,-0.234,-0.964,0.992
54:27.7,0.018,-0.233,-0.964,0.992
54:27.7,0.019,-0.234,-0.956,0.984
54:27.7,0.019,-0.234,-0.956,0.984
54:27.7,0.014,-0.24,-0.955,0.985
54:27.7,0.015,-0.243,-0.954,0.985
54:27.7,0.019,-0.243,-0.949,0.98
54:27.8,0.018,-0.244,-0.949,0.98
54:27.8,0.013,-0.245,-0.953,0.984
54:27.8,0.012,-0.243,-0.959,0.989
54:27.8,0.016,-0.241,-0.965,0.995
54:27.8,0.016,-0.243,-0.966,0.996
54:27.8,0.014,-0.245,-0.967,0.998
54:27.8,0.014,-0.245,-0.967,0.998
54:27.8,0.016,-0.242,-0.964,0.994
54:27.8,0.015,-0.243,-0.963,0.993
54:27.8,0.016,-0.247,-0.966,0.997
54:27.9,0.019,-0.248,-0.965,0.997
54:27.9,0.021,-0.248,-0.96,0.992
54:27.9,0.016,-0.251,-0.957,0.989
54:27.9,0.011,-0.252,-0.958,0.991
54:27.9,0.011,-0.249,-0.96,0.992
54:27.9,0.011,-0.248,-0.965,0.996
54:27.9,0.011,-0.248,-0.965,0.996
54:27.9,0.011,-0.248,-0.965,0.996
54:27.9,0.007,-0.247,-0.963,0.994
54:27.9,0.006,-0.246,-0.964,0.995
54:28.0,0.008,-0.246,-0.967,0.998
54:28.0,0.014,-0.244,-0.969,0.999
54:28.0,0.017,-0.242,-0.968,0.998
54:28.0,0.018,-0.243,-0.967,0.997
54:28.0,0.015,-0.241,-0.969,0.999
54:28.0,0.018,-0.235,-0.978,1.006
54:28.0,0.018,-0.235,-0.978,1.006
54:28.0,0.018,-0.235,-0.978,1.006
54:28.0,0.02,-0.239,-0.981,1.01
54:28.0,0.021,-0.241,-0.981,1.01
54:28.1,0.019,-0.243,-0.978,1.008
54:28.1,0.017,-0.244,-0.973,1.003
54:28.1,0.016,-0.244,-0.967,0.997
54:28.1,0.019,-0.243,-0.966,0.996
54:28.1,0.024,-0.242,-0.967,0.997
54:28.1,0.02,-0.248,-0.963,0.995
54:28.1,0.02,-0.248,-0.963,0.995
54:28.1,0.02,-0.248,-0.963,0.995
54:28.1,0.018,-0.244,-0.963,0.994
54:28.1,0.015,-0.241,-0.963,0.993
54:28.2,0.01,-0.242,-0.962,0.992
54:28.2,0.006,-0.243,-0.961,0.991
54:28.2,0.005,-0.242,-0.96,0.99
54:28.2,0.007,-0.241,-0.961,0.991
