time,gFx,gFy,gFz,acc
59:55.1,-0.045,-0.228,-0.879,0.909
59:55.1,-0.082,-0.209,-0.862,0.891
59:55.1,-0.097,-0.208,-0.864,0.894
59:55.1,-0.091,-0.221,-0.893,0.924
59:55.1,-0.068,-0.241,-0.942,0.975
59:55.1,-0.037,-0.257,-0.99,1.023
59:55.2,-0.007,-0.28,-1.038,1.075
59:55.2,-0.007,-0.28,-1.038,1.075
59:55.2,-0.008,-0.277,-1.032,1.069
59:55.2,-0.011,-0.263,-1.018,1.051
59:55.2,-0.018,-0.246,-1,1.03
59:55.2,-0.027,-0.236,-0.984,1.012
59:55.2,-0.043,-0.235,-0.973,1.002
59:55.2,-0.055,-0.24,-0.966,0.997
59:55.2,-0.062,-0.244,-0.96,0.992
59:55.2,-0.063,-0.244,-0.947,0.98
59:55.3,-0.063,-0.242,-0.934,0.967
59:55.3,-0.057,-0.247,-0.927,0.961
59:55.3,-0.057,-0.247,-0.927,0.961
59:55.3,-0.05,-0.251,-0.933,0.967
59:55.3,-0.039,-0.254,-0.946,0.98
59:55.3,-0.027,-0.256,-0.964,0.998
59:55.3,-0.02,-0.259,-0.979,1.013
59:55.3,-0.018,-0.261,-0.987,1.021
59:55.3,-0.018,-0.26,-0.988,1.022
59:55.4,-0.021,-0.257,-0.987,1.02
59:55.4,-0.041,-0.248,-0.968,1
59:55.4,-0.041,-0.248,-0.968,1
59:55.4,-0.041,-0.248,-0.968,1
59:55.4,-0.048,-0.247,-0.957,0.99
59:55.4,-0.053,-0.248,-0.946,0.979
59:55.4,-0.053,-0.248,-0.94,0.974
59:55.4,-0.052,-0.25,-0.942,0.976
59:55.4,-0.048,-0.252,-0.949,0.983
59:55.4,-0.044,-0.252,-0.958,0.992
59:55.4,-0.041,-0.254,-0.966,1
59:55.5,-0.038,-0.254,-0.969,1.002
59:55.5,-0.032,-0.25,-0.971,1.003
59:55.5,-0.032,-0.25,-0.971,1.003
59:55.5,-0.029,-0.248,-0.973,1.005
59:55.5,-0.03,-0.247,-0.977,1.008
59:55.5,-0.031,-0.245,-0.975,1.006
59:55.5,-0.033,-0.244,-0.967,0.998
59:55.5,-0.036,-0.243,-0.96,0.991
59:55.5,-0.038,-0.242,-0.956,0.987
59:55.5,-0.039,-0.244,-0.956,0.987
59:55.6,-0.04,-0.246,-0.957,0.989
59:55.6,-0.036,-0.249,-0.966,0.998
59:55.6,-0.036,-0.249,-0.966,0.998
59:55.6,-0.039,-0.25,-0.968,1.001
59:55.6,-0.04,-0.252,-0.967,1
59:55.6,-0.043,-0.253,-0.965,0.999
59:55.6,-0.046,-0.252,-0.96,0.994
59:55.6,-0.049,-0.252,-0.955,0.989
59:55.6,-0.053,-0.251,-0.95,0.984
59:55.6,-0.054,-0.249,-0.951,0.985
59:55.7,-0.05,-0.246,-0.96,0.992
59:55.7,-0.036,-0.243,-0.989,1.019
59:55.7,-0.036,-0.243,-0.989,1.019
59:55.7,-0.038,-0.243,-0.994,1.024
59:55.7,-0.04,-0.244,-0.99,1.02
59:55.7,-0.041,-0.241,-0.985,1.015
59:55.7,-0.039,-0.24,-0.981,1.011
59:55.7,-0.04,-0.242,-0.979,1.009
59:55.7,-0.044,-0.247,-0.973,1.005
59:55.8,-0.046,-0.249,-0.969,1.002
59:55.8,-0.045,-0.245,-0.952,0.984
59:55.8,-0.045,-0.245,-0.952,0.984
59:55.8,-0.045,-0.245,-0.952,0.984
59:55.8,-0.044,-0.246,-0.952,0.984
59:55.8,-0.043,-0.247,-0.955,0.987
59:55.8,-0.039,-0.249,-0.958,0.991
59:55.8,-0.036,-0.25,-0.957,0.99
59:55.8,-0.035,-0.253,-0.954,0.988
59:55.8,-0.034,-0.256,-0.955,0.989
59:55.8,-0.034,-0.257,-0.955,0.99
59:55.9,-0.034,-0.256,-0.956,0.99
59:55.9,-0.036,-0.252,-0.962,0.995
59:55.9,-0.036,-0.252,-0.962,0.995
59:55.9,-0.038,-0.249,-0.964,0.996
59:55.9,-0.039,-0.246,-0.969,1
59:55.9,-0.042,-0.245,-0.971,1.002
59:55.9,-0.043,-0.243,-0.973,1.004
59:55.9,-0.045,-0.243,-0.972,1.003
59:55.9,-0.047,-0.245,-0.968,1
59:56.0,-0.047,-0.246,-0.965,0.997
59:56.0,-0.046,-0.248,-0.965,0.997
59:56.0,-0.043,-0.249,-0.966,0.999
59:56.0,-0.043,-0.249,-0.966,0.999
