time,gFx,gFy,gFz
2020-12-10 13:58:17.7640,-0.006,-0.205,-0.905,0.928
2020-12-10 13:58:17.7860,-0.015,-0.211,-0.995,1.017
2020-12-10 13:58:17.7860,-0.015,-0.211,-0.995,1.017
2020-12-10 13:58:17.7940,-0.003,-0.216,-1.049,1.071
2020-12-10 13:58:17.8050,0.01,-0.216,-1.08,1.101
2020-12-10 13:58:17.8140,0.012,-0.218,-1.083,1.105
2020-12-10 13:58:17.8240,0.004,-0.218,-1.056,1.078
2020-12-10 13:58:17.8340,-0.003,-0.213,-1.014,1.036
2020-12-10 13:58:17.8440,-0.005,-0.211,-0.973,0.996
2020-12-10 13:58:17.8540,-0.008,-0.211,-0.941,0.964
2020-12-10 13:58:17.8640,-0.01,-0.216,-0.925,0.95
2020-12-10 13:58:17.8810,-0.012,-0.219,-0.923,0.949
2020-12-10 13:58:17.8840,-0.005,-0.223,-0.949,0.975
2020-12-10 13:58:17.8940,-0.005,-0.227,-0.982,1.008
2020-12-10 13:58:17.9050,-0.014,-0.209,-0.99,1.012
2020-12-10 13:58:17.9140,-0.015,-0.196,-0.994,1.013
2020-12-10 13:58:17.9250,-0.027,-0.205,-0.99,1.011
2020-12-10 13:58:17.9340,-0.03,-0.21,-0.984,1.007
2020-12-10 13:58:17.9450,-0.012,-0.206,-0.979,1.001
2020-12-10 13:58:17.9550,0.004,-0.202,-0.977,0.998
2020-12-10 13:58:17.9650,0.008,-0.208,-0.974,0.996
2020-12-10 13:58:17.9760,0.004,-0.215,-0.964,0.988
2020-12-10 13:58:17.9860,-0.002,-0.217,-0.952,0.976
2020-12-10 13:58:17.9950,-0.003,-0.215,-0.942,0.966
2020-12-10 13:58:18.0050,-0.002,-0.219,-0.937,0.962
2020-12-10 13:58:18.0150,-0.002,-0.226,-0.94,0.967
2020-12-10 13:58:18.0250,0.0,-0.229,-0.948,0.975
2020-12-10 13:58:18.0350,0.004,-0.23,-0.958,0.985
2020-12-10 13:58:18.0450,0.003,-0.227,-0.968,0.994
2020-12-10 13:58:18.0550,-0.001,-0.226,-0.975,1.001
2020-12-10 13:58:18.0650,-0.003,-0.226,-0.98,1.006
2020-12-10 13:58:18.0770,-0.0,-0.225,-0.979,1.005
2020-12-10 13:58:18.0980,0.004,-0.23,-0.977,1.004
2020-12-10 13:58:18.0980,0.004,-0.23,-0.977,1.004
2020-12-10 13:58:18.1050,0.01,-0.232,-0.977,1.004
2020-12-10 13:58:18.1150,0.018,-0.233,-0.974,1.002
2020-12-10 13:58:18.1250,0.019,-0.232,-0.973,1.0
2020-12-10 13:58:18.1360,0.017,-0.233,-0.973,1.001
2020-12-10 13:58:18.1450,0.018,-0.234,-0.975,1.003
2020-12-10 13:58:18.1560,0.016,-0.232,-0.981,1.008
2020-12-10 13:58:18.1650,0.016,-0.228,-0.984,1.01
2020-12-10 13:58:18.2010,0.008,-0.218,-0.962,0.986
2020-12-10 13:58:18.2010,0.008,-0.218,-0.962,0.986
2020-12-10 13:58:18.2010,0.008,-0.218,-0.962,0.986
2020-12-10 13:58:18.2050,0.004,-0.217,-0.959,0.983
2020-12-10 13:58:18.2150,0.005,-0.215,-0.962,0.986
2020-12-10 13:58:18.2260,0.003,-0.21,-0.964,0.987
2020-12-10 13:58:18.2350,-0.003,-0.208,-0.966,0.988
2020-12-10 13:58:18.2460,-0.005,-0.207,-0.965,0.987
2020-12-10 13:58:18.2560,-0.003,-0.208,-0.96,0.982
2020-12-10 13:58:18.2660,0.0,-0.208,-0.955,0.977
2020-12-10 13:58:18.2800,0.006,-0.211,-0.954,0.977
