time,gFx,gFy,gFz,acc
58:45.2,0.091,-0.258,-1.002,1.039
58:45.2,0.091,-0.258,-1.002,1.039
58:45.2,0.096,-0.234,-1.016,1.047
58:45.2,0.107,-0.236,-1.009,1.042
58:45.2,0.12,-0.257,-0.995,1.035
58:45.2,0.126,-0.261,-0.983,1.025
58:45.3,0.119,-0.256,-0.954,0.995
58:45.3,0.114,-0.252,-0.925,0.965
58:45.3,0.114,-0.246,-0.914,0.953
58:45.3,0.119,-0.248,-0.917,0.957
58:45.3,0.105,-0.245,-0.907,0.945
58:45.3,0.105,-0.245,-0.907,0.945
58:45.3,0.103,-0.235,-0.923,0.958
58:45.3,0.105,-0.233,-0.943,0.977
58:45.3,0.108,-0.233,-0.95,0.984
58:45.4,0.109,-0.232,-0.955,0.989
58:45.4,0.108,-0.232,-0.957,0.991
58:45.4,0.112,-0.234,-0.953,0.988
58:45.4,0.12,-0.232,-0.953,0.988
58:45.4,0.143,-0.225,-0.976,1.012
58:45.4,0.143,-0.225,-0.976,1.012
58:45.4,0.143,-0.225,-0.976,1.012
58:45.4,0.139,-0.226,-0.975,1.01
58:45.4,0.13,-0.223,-0.969,1.003
58:45.4,0.125,-0.223,-0.97,1.003
58:45.5,0.119,-0.226,-0.98,1.013
58:45.5,0.112,-0.233,-0.985,1.018
58:45.5,0.11,-0.235,-0.992,1.025
58:45.5,0.107,-0.238,-1.006,1.039
58:45.5,0.098,-0.258,-1.008,1.045
58:45.5,0.098,-0.258,-1.008,1.045
58:45.5,0.098,-0.258,-1.008,1.045
58:45.5,0.098,-0.258,-1.008,1.045
58:45.5,0.097,-0.259,-0.994,1.032
58:45.5,0.095,-0.261,-0.98,1.019
58:45.6,0.094,-0.264,-0.97,1.01
58:45.6,0.09,-0.266,-0.963,1.003
58:45.6,0.085,-0.269,-0.954,0.995
58:45.6,0.083,-0.268,-0.947,0.988
58:45.6,0.079,-0.27,-0.948,0.989
58:45.6,0.079,-0.27,-0.948,0.989
58:45.6,0.079,-0.27,-0.948,0.989
58:45.6,0.078,-0.269,-0.949,0.989
58:45.6,0.075,-0.271,-0.954,0.995
58:45.6,0.074,-0.274,-0.957,0.998
58:45.7,0.077,-0.276,-0.958,1
58:45.7,0.076,-0.277,-0.957,0.999
58:45.7,0.075,-0.281,-0.951,0.994
58:45.7,0.074,-0.283,-0.951,0.995
58:45.7,0.072,-0.294,-0.969,1.015
58:45.7,0.072,-0.294,-0.969,1.015
