time,gFx,gFy,gFz,acc
55:47.4,0.034,-0.255,-0.912,0.948
55:47.4,0.004,-0.252,-0.933,0.966
55:47.4,-0.014,-0.236,-0.958,0.987
55:47.4,-0.013,-0.195,-0.997,1.016
55:47.4,-0.013,-0.195,-0.997,1.016
55:47.4,-0.013,-0.193,-1.002,1.021
55:47.4,-0.007,-0.2,-0.984,1.004
55:47.4,0.006,-0.209,-0.961,0.983
55:47.4,0.015,-0.217,-0.941,0.966
55:47.5,0.02,-0.227,-0.928,0.956
55:47.5,0.019,-0.235,-0.925,0.955
55:47.5,0.006,-0.238,-0.933,0.963
55:47.5,0.001,-0.242,-0.946,0.976
55:47.5,0.002,-0.24,-0.962,0.991
55:47.5,0.002,-0.24,-0.962,0.991
55:47.5,0.02,-0.238,-0.96,0.989
55:47.5,0.043,-0.243,-0.951,0.982
55:47.5,0.027,-0.238,-0.945,0.975
55:47.5,0.022,-0.231,-0.941,0.969
55:47.6,0.029,-0.227,-0.936,0.964
55:47.6,0.044,-0.22,-0.917,0.944
55:47.6,0.072,-0.234,-0.919,0.951
55:47.6,0.055,-0.229,-0.957,0.986
55:47.6,0.055,-0.229,-0.957,0.986
55:47.6,0.055,-0.229,-0.957,0.986
55:47.6,0.042,-0.219,-0.967,0.992
55:47.6,0.026,-0.215,-0.98,1.004
55:47.6,0.015,-0.212,-0.992,1.015
55:47.6,0.011,-0.209,-1.003,1.025
55:47.7,0.01,-0.207,-1.009,1.03
55:47.7,0.013,-0.206,-1.015,1.036
55:47.7,0.016,-0.203,-1.018,1.038
55:47.7,0.007,-0.211,-0.994,1.016
55:47.7,0.007,-0.211,-0.994,1.016
55:47.7,0.007,-0.211,-0.994,1.016
55:47.7,0.006,-0.214,-0.985,1.008
55:47.7,0.006,-0.216,-0.979,1.003
55:47.7,0.009,-0.216,-0.974,0.998
55:47.7,0.013,-0.216,-0.975,0.999
55:47.8,0.016,-0.218,-0.98,1.004
55:47.8,0.018,-0.223,-0.989,1.014
