time,gFx,gFy,gFz
2020-12-09 22:53:38.5290,-0.015,-0.337,-0.754,0.826
2020-12-09 22:53:38.5330,-0.005,-0.344,-0.803,0.874
2020-12-09 22:53:38.5430,0.012,-0.333,-0.843,0.906
2020-12-09 22:53:38.5530,0.017,-0.316,-0.871,0.927
2020-12-09 22:53:38.5650,0.014,-0.304,-0.893,0.943
2020-12-09 22:53:38.5910,0.012,-0.336,-0.88,0.942
2020-12-09 22:53:38.5910,0.012,-0.336,-0.88,0.942
2020-12-09 22:53:38.5930,0.005,-0.357,-0.853,0.925
2020-12-09 22:53:38.6030,0.001,-0.368,-0.859,0.935
2020-12-09 22:53:38.6130,0.018,-0.362,-0.886,0.957
2020-12-09 22:53:38.6240,0.048,-0.353,-0.911,0.978
2020-12-09 22:53:38.6340,0.067,-0.34,-0.963,1.023
2020-12-09 22:53:38.6440,0.076,-0.326,-1.02,1.074
2020-12-09 22:53:38.6540,0.078,-0.306,-1.072,1.118
2020-12-09 22:53:38.6640,0.073,-0.29,-1.124,1.163
2020-12-09 22:53:38.6940,0.03,-0.419,-1.145,1.22
2020-12-09 22:53:38.6940,0.03,-0.419,-1.145,1.22
2020-12-09 22:53:38.6940,0.03,-0.419,-1.145,1.22
2020-12-09 22:53:38.7030,0.02,-0.469,-1.115,1.21
2020-12-09 22:53:38.7130,0.012,-0.469,-1.101,1.197
2020-12-09 22:53:38.7240,0.039,-0.392,-1.118,1.185
2020-12-09 22:53:38.7340,0.091,-0.255,-1.187,1.217
2020-12-09 22:53:38.7440,0.106,-0.153,-1.307,1.32
2020-12-09 22:53:38.7540,0.14,-0.096,-1.394,1.404
2020-12-09 22:53:38.7650,0.186,-0.083,-1.418,1.433
2020-12-09 22:53:38.7950,0.15,-0.205,-1.284,1.309
2020-12-09 22:53:38.7960,0.15,-0.205,-1.284,1.309
2020-12-09 22:53:38.7960,0.15,-0.205,-1.284,1.309
2020-12-09 22:53:38.8040,0.148,-0.252,-1.249,1.283
2020-12-09 22:53:38.8130,0.167,-0.242,-1.203,1.238
2020-12-09 22:53:38.8250,0.185,-0.205,-1.159,1.191
2020-12-09 22:53:38.8340,0.194,-0.191,-1.108,1.141
2020-12-09 22:53:38.8440,0.179,-0.199,-1.029,1.063
2020-12-09 22:53:38.8540,0.154,-0.192,-0.974,1.005
2020-12-09 22:53:38.8650,0.134,-0.172,-0.957,0.982
2020-12-09 22:53:38.8980,0.084,-0.155,-0.837,0.855
2020-12-09 22:53:38.8980,0.084,-0.155,-0.837,0.855
2020-12-09 22:53:38.8990,0.084,-0.155,-0.837,0.855
2020-12-09 22:53:38.9040,0.025,-0.18,-0.769,0.79
2020-12-09 22:53:38.9140,-0.027,-0.179,-0.691,0.714
2020-12-09 22:53:38.9240,-0.079,-0.173,-0.603,0.632
2020-12-09 22:53:38.9350,-0.083,-0.145,-0.592,0.615
2020-12-09 22:53:38.9450,-0.06,-0.128,-0.556,0.574
2020-12-09 22:53:38.9550,-0.051,-0.133,-0.453,0.475
2020-12-09 22:53:38.9660,-0.068,-0.144,-0.361,0.395
2020-12-09 22:53:38.9990,-0.177,-0.102,-0.31,0.371
2020-12-09 22:53:38.9990,-0.177,-0.102,-0.31,0.371
2020-12-09 22:53:38.9990,-0.177,-0.102,-0.31,0.371
2020-12-09 22:53:39.0040,-0.18,-0.08,-0.333,0.387
2020-12-09 22:53:39.0140,-0.157,-0.074,-0.36,0.4
2020-12-09 22:53:39.0250,-0.117,-0.07,-0.373,0.397
2020-12-09 22:53:39.0350,-0.08,-0.087,-0.352,0.371
2020-12-09 22:53:39.0450,-0.053,-0.123,-0.34,0.365
2020-12-09 22:53:39.0550,-0.032,-0.163,-0.388,0.422
2020-12-09 22:53:39.0660,0.032,-0.178,-0.417,0.455
2020-12-09 22:53:39.1010,0.083,-0.269,-0.4,0.489
2020-12-09 22:53:39.1010,0.083,-0.269,-0.4,0.489
2020-12-09 22:53:39.1020,0.083,-0.269,-0.4,0.489
2020-12-09 22:53:39.1040,0.173,-0.292,-0.476,0.585
2020-12-09 22:53:39.1140,0.055,-0.448,-0.441,0.631
2020-12-09 22:53:39.1250,0.056,-0.43,-0.49,0.654
2020-12-09 22:53:39.1350,0.013,-0.468,-0.538,0.713
2020-12-09 22:53:39.1450,-0.009,-0.535,-0.68,0.865
2020-12-09 22:53:39.1550,0.032,-0.591,-0.963,1.13
2020-12-09 22:53:39.1660,0.052,-0.608,-1.177,1.326
2020-12-09 22:53:39.1970,0.1,-0.634,-1.226,1.384
2020-12-09 22:53:39.1970,0.1,-0.634,-1.226,1.384
2020-12-09 22:53:39.1970,0.1,-0.634,-1.226,1.384
2020-12-09 22:53:39.2040,0.135,-0.624,-1.322,1.468
2020-12-09 22:53:39.2150,0.098,-0.651,-1.17,1.342
2020-12-09 22:53:39.2250,0.108,-0.716,-1.258,1.452
2020-12-09 22:53:39.2350,0.147,-0.795,-1.278,1.512
2020-12-09 22:53:39.2460,0.218,-0.874,-1.378,1.646
2020-12-09 22:53:39.2550,0.213,-0.961,-1.392,1.705
2020-12-09 22:53:39.2660,0.189,-1.036,-1.341,1.705
2020-12-09 22:53:39.3020,-0.079,-0.437,-1.355,1.426
2020-12-09 22:53:39.3020,-0.079,-0.437,-1.355,1.426
2020-12-09 22:53:39.3030,-0.079,-0.437,-1.355,1.426
2020-12-09 22:53:39.3040,-0.14,-0.367,-1.307,1.365
2020-12-09 22:53:39.3150,-0.173,-0.332,-1.33,1.382
2020-12-09 22:53:39.3250,-0.205,-0.252,-1.39,1.427
2020-12-09 22:53:39.3360,-0.231,-0.148,-1.407,1.433
2020-12-09 22:53:39.3450,-0.214,-0.037,-1.388,1.405
2020-12-09 22:53:39.3560,-0.185,0.039,-1.34,1.353
2020-12-09 22:53:39.3660,-0.135,0.073,-1.295,1.304
2020-12-09 22:53:39.3990,0.001,-0.072,-1.024,1.027
2020-12-09 22:53:39.3990,0.001,-0.072,-1.024,1.027
2020-12-09 22:53:39.3990,0.001,-0.072,-1.024,1.027
2020-12-09 22:53:39.4050,0.03,-0.144,-1.125,1.135
2020-12-09 22:53:39.4150,0.083,-0.22,-1.276,1.297
2020-12-09 22:53:39.4250,0.142,-0.3,-1.232,1.276
2020-12-09 22:53:39.4360,0.171,-0.311,-1.251,1.3
2020-12-09 22:53:39.4460,0.201,-0.33,-1.31,1.366
2020-12-09 22:53:39.4560,0.229,-0.367,-1.362,1.429
2020-12-09 22:53:39.4660,0.268,-0.39,-1.397,1.475
2020-12-09 22:53:39.4970,0.118,-0.494,-1.527,1.609
2020-12-09 22:53:39.4970,0.118,-0.494,-1.527,1.609
2020-12-09 22:53:39.4980,0.118,-0.494,-1.527,1.609
2020-12-09 22:53:39.5050,0.078,-0.552,-1.52,1.619
2020-12-09 22:53:39.5150,0.054,-0.629,-1.441,1.573
2020-12-09 22:53:39.5250,0.025,-0.695,-1.318,1.49
2020-12-09 22:53:39.5360,-0.018,-0.739,-1.208,1.416
2020-12-09 22:53:39.5470,-0.085,-0.755,-1.138,1.368
2020-12-09 22:53:39.5560,-0.142,-0.773,-1.128,1.375
2020-12-09 22:53:39.5660,-0.169,-0.754,-1.095,1.34
2020-12-09 22:53:39.6030,-0.078,-0.635,-1.039,1.22
2020-12-09 22:53:39.6030,-0.078,-0.635,-1.039,1.22
2020-12-09 22:53:39.6030,-0.078,-0.635,-1.039,1.22
2020-12-09 22:53:39.6050,-0.031,-0.607,-0.994,1.165
2020-12-09 22:53:39.6160,0.015,-0.59,-0.944,1.113
2020-12-09 22:53:39.6260,0.063,-0.557,-0.927,1.083
2020-12-09 22:53:39.6370,0.08,-0.558,-0.852,1.022
2020-12-09 22:53:39.6470,0.113,-0.479,-0.698,0.854
2020-12-09 22:53:39.6560,0.101,-0.402,-0.666,0.784
2020-12-09 22:53:39.6670,0.082,-0.352,-0.597,0.698
2020-12-09 22:53:39.7020,0.178,-0.298,-0.066,0.353
2020-12-09 22:53:39.7030,0.178,-0.298,-0.066,0.353
2020-12-09 22:53:39.7030,0.178,-0.298,-0.066,0.353
2020-12-09 22:53:39.7060,0.276,-0.316,0.168,0.452
2020-12-09 22:53:39.7160,0.351,-0.336,0.337,0.591
2020-12-09 22:53:39.7260,0.417,-0.36,0.385,0.672
2020-12-09 22:53:39.7370,0.535,-0.38,0.247,0.701
2020-12-09 22:53:39.7470,0.663,-0.373,-0.008,0.761
2020-12-09 22:53:39.7570,0.784,-0.331,-0.181,0.87
2020-12-09 22:53:39.7670,0.87,-0.301,-0.255,0.955
2020-12-09 22:53:39.7990,0.825,-0.188,-0.898,1.234
2020-12-09 22:53:39.7990,0.825,-0.188,-0.898,1.234
2020-12-09 22:53:39.7990,0.825,-0.188,-0.898,1.234
2020-12-09 22:53:39.8060,0.764,-0.245,-1.049,1.321
2020-12-09 22:53:39.8160,0.666,-0.311,-1.125,1.344
2020-12-09 22:53:39.8260,0.576,-0.366,-1.109,1.302
2020-12-09 22:53:39.8370,0.516,-0.417,-1.247,1.412
2020-12-09 22:53:39.8470,0.449,-0.463,-1.475,1.61
2020-12-09 22:53:39.8570,0.406,-0.405,-1.741,1.833
2020-12-09 22:53:39.8670,0.417,-0.217,-2.035,2.089
