time,gFx,gFy,gFz,acc
56:29.9,-0.028,-0.217,-0.599,0.638
56:29.9,-0.063,-0.207,-0.48,0.527
56:29.9,-0.07,-0.211,-0.457,0.508
56:29.9,-0.048,-0.234,-0.457,0.516
56:29.9,-0.01,-0.238,-0.498,0.552
56:29.9,-0.085,-0.16,-0.595,0.622
56:29.9,-0.085,-0.16,-0.595,0.622
56:29.9,-0.085,-0.16,-0.595,0.622
56:29.9,-0.136,-0.142,-0.648,0.677
56:30.0,-0.186,-0.126,-0.725,0.759
56:30.0,-0.218,-0.103,-0.857,0.89
56:30.0,-0.23,-0.07,-1.008,1.036
56:30.0,-0.208,-0.044,-1.094,1.114
56:30.0,-0.154,-0.063,-1.021,1.034
56:30.0,-0.11,-0.113,-0.854,0.868
56:30.0,0.173,-0.507,-1.105,1.228
56:30.0,0.173,-0.507,-1.105,1.228
56:30.0,0.173,-0.507,-1.105,1.228
56:30.0,0.217,-0.562,-1.316,1.447
56:30.1,0.156,-0.424,-1.445,1.514
56:30.1,0.099,-0.267,-1.527,1.553
56:30.1,0.106,-0.219,-1.576,1.595
56:30.1,0.113,-0.241,-1.625,1.647
56:30.1,0.05,-0.27,-1.662,1.685
56:30.1,-0.024,-0.28,-1.661,1.685
56:30.1,0.115,-0.494,-1.299,1.395
56:30.1,0.115,-0.494,-1.299,1.395
56:30.1,0.115,-0.494,-1.299,1.395
56:30.1,0.115,-0.494,-1.299,1.395
56:30.2,0.209,-0.479,-1.261,1.365
56:30.2,0.268,-0.447,-1.15,1.263
56:30.2,0.326,-0.411,-1.043,1.167
56:30.2,0.357,-0.39,-0.945,1.083
56:30.2,0.345,-0.368,-0.861,0.998
56:30.2,0.288,-0.361,-0.758,0.888
56:30.2,-0.038,-0.438,-0.335,0.553
56:30.2,-0.038,-0.438,-0.335,0.553
56:30.2,-0.038,-0.438,-0.335,0.553
56:30.2,-0.038,-0.438,-0.335,0.553
56:30.3,-0.093,-0.433,-0.305,0.538
56:30.3,-0.111,-0.391,-0.324,0.52
56:30.3,-0.022,-0.325,-0.374,0.496
56:30.3,0.079,-0.277,-0.452,0.536
56:30.3,0.142,-0.253,-0.532,0.606
56:30.3,0.198,-0.236,-0.589,0.665
56:30.3,0.291,-0.072,-0.82,0.873
56:30.3,0.291,-0.072,-0.82,0.873
56:30.3,0.291,-0.072,-0.82,0.873
56:30.3,0.38,0.082,-0.796,0.886
56:30.4,0.441,0.222,-0.783,0.926
56:30.4,0.277,0.049,-0.943,0.984
56:30.4,0.048,-0.281,-1.175,1.209
56:30.4,-0.113,-0.275,-1.317,1.35
56:30.4,-0.197,-0.292,-1.428,1.471
56:30.4,-0.285,-0.222,-1.505,1.548
56:30.4,-0.051,-0.361,-1.273,1.324
56:30.4,-0.051,-0.361,-1.273,1.324
56:30.4,-0.051,-0.361,-1.273,1.324
56:30.4,0.015,-0.343,-1.287,1.332
56:30.5,0.024,-0.337,-1.323,1.365
56:30.5,-0.015,-0.342,-1.398,1.439
56:30.5,-0.082,-0.321,-1.47,1.507
56:30.5,-0.14,-0.291,-1.527,1.561
56:30.5,-0.167,-0.263,-1.525,1.556
56:30.5,-0.173,-0.276,-1.443,1.479
56:30.5,-0.225,-0.363,-0.959,1.05
56:30.5,-0.225,-0.363,-0.959,1.05
56:30.5,-0.225,-0.363,-0.959,1.05
56:30.5,-0.271,-0.381,-0.831,0.954
56:30.6,-0.312,-0.391,-0.707,0.866
56:30.6,-0.335,-0.407,-0.617,0.812
56:30.6,-0.326,-0.431,-0.53,0.757
56:30.6,-0.29,-0.45,-0.446,0.697
56:30.6,-0.254,-0.416,-0.39,0.624
56:30.6,-0.248,-0.383,-0.372,0.589
56:30.6,-0.273,-0.191,-0.488,0.591
56:30.6,-0.273,-0.191,-0.488,0.591
56:30.6,-0.273,-0.191,-0.488,0.591
56:30.6,-0.298,-0.122,-0.608,0.688
56:30.7,-0.309,-0.083,-0.7,0.77
56:30.7,-0.336,-0.083,-0.788,0.861
56:30.7,-0.362,-0.119,-0.823,0.907
56:30.7,-0.357,-0.19,-0.769,0.869
56:30.7,-0.371,-0.282,-0.645,0.796
56:30.7,-0.354,-0.328,-0.572,0.748
56:30.7,-0.136,-0.616,-1.169,1.328
56:30.7,-0.136,-0.616,-1.169,1.328
56:30.7,-0.136,-0.616,-1.169,1.328
56:30.7,-0.066,-0.47,-1.429,1.506
56:30.8,0.061,-0.28,-1.718,1.742
56:30.8,0.216,-0.219,-1.938,1.962
56:30.8,0.364,-0.222,-2.018,2.063
56:30.8,0.499,-0.332,-2.023,2.11
56:30.8,0.54,-0.45,-1.954,2.077
56:30.8,0.495,-0.528,-1.789,1.93
56:30.8,0.508,-0.76,-1.169,1.484
56:30.8,0.508,-0.76,-1.169,1.484
56:30.8,0.508,-0.76,-1.169,1.484
56:30.8,0.529,-0.809,-0.973,1.372
56:30.9,0.556,-0.83,-0.772,1.263
56:30.9,0.561,-0.839,-0.585,1.167
56:30.9,0.531,-0.824,-0.398,1.058
56:30.9,0.472,-0.803,-0.262,0.968
56:30.9,0.404,-0.798,-0.173,0.911
56:30.9,0.319,-0.806,-0.106,0.873
56:30.9,0.166,-0.697,0.008,0.717
56:30.9,0.166,-0.697,0.008,0.717
56:30.9,0.166,-0.697,0.008,0.717
56:30.9,0.137,-0.631,-0.086,0.651
56:31.0,0.13,-0.543,-0.237,0.607
56:31.0,0.155,-0.452,-0.435,0.646
56:31.0,0.217,-0.363,-0.645,0.771
56:31.0,0.302,-0.294,-0.853,0.951
56:31.0,0.366,-0.253,-1.004,1.098
56:31.0,0.385,-0.199,-1.146,1.225
56:31.0,0.328,-0.314,-1.428,1.498
56:31.0,0.328,-0.314,-1.428,1.498
56:31.0,0.328,-0.314,-1.428,1.498
56:31.0,0.328,-0.314,-1.428,1.498
56:31.1,0.156,-0.409,-1.284,1.357
56:31.1,-0.062,-0.407,-1.277,1.342
56:31.1,-0.228,-0.522,-1.334,1.451
56:31.1,-0.394,-0.538,-1.311,1.471
56:31.1,-0.483,-0.345,-1.286,1.416
56:31.1,-0.431,-0.231,-1.28,1.37
56:31.1,0.118,-0.282,-1.416,1.449
56:31.1,0.118,-0.282,-1.416,1.449
56:31.1,0.118,-0.282,-1.416,1.449
56:31.1,0.175,-0.298,-1.437,1.478
56:31.2,0.171,-0.289,-1.419,1.458
56:31.2,0.126,-0.27,-1.355,1.387
56:31.2,0.09,-0.23,-1.23,1.255
56:31.2,0.065,-0.172,-1.015,1.032
56:31.2,0.046,-0.142,-0.767,0.781
56:31.2,0.06,-0.136,-0.542,0.562
56:31.2,-0.09,-0.017,-0.131,0.16
56:31.2,-0.09,-0.017,-0.131,0.16
56:31.2,-0.09,-0.017,-0.131,0.16
56:31.2,-0.163,0.022,-0.05,0.172
56:31.3,-0.255,0.053,0.026,0.262
56:31.3,-0.307,0.039,0.077,0.319
56:31.3,-0.277,-0.028,0.074,0.288
56:31.3,-0.256,-0.087,0.02,0.271
56:31.3,-0.226,-0.043,-0.092,0.248
56:31.3,-0.181,0.006,-0.265,0.321
56:31.3,-0.297,0.14,-1.151,1.197
56:31.3,-0.297,0.14,-1.151,1.197
56:31.3,-0.297,0.14,-1.151,1.197
56:31.3,-0.356,0.131,-1.352,1.404
56:31.4,-0.357,0.06,-1.427,1.472
56:31.4,-0.331,-0.055,-1.337,1.378
56:31.4,-0.259,-0.196,-1.209,1.252
56:31.4,-0.143,-0.472,-0.999,1.114
56:31.4,-0.056,-0.703,-0.752,1.031
56:31.4,0.056,-0.864,-0.643,1.078
56:31.4,0.175,-1.008,-0.952,1.397
56:31.4,0.175,-1.008,-0.952,1.397
56:31.4,0.175,-1.008,-0.952,1.397
56:31.4,0.083,-0.861,-1.344,1.598
56:31.5,-0.008,-0.685,-1.912,2.031
56:31.5,-0.047,-0.529,-2.344,2.403
56:31.5,-0.009,-0.451,-2.54,2.58
56:31.5,0.055,-0.435,-2.598,2.635
56:31.5,0.119,-0.468,-2.449,2.496
56:31.5,0.177,-0.502,-2.143,2.208
56:31.5,0.429,-0.582,-1.156,1.363
56:31.5,0.429,-0.582,-1.156,1.363
56:31.5,0.429,-0.582,-1.156,1.363
56:31.5,0.53,-0.624,-0.897,1.214
56:31.6,0.583,-0.657,-0.68,1.111
56:31.6,0.613,-0.676,-0.514,1.047
56:31.6,0.634,-0.676,-0.41,1.013
56:31.6,0.637,-0.667,-0.325,0.978
56:31.6,0.627,-0.668,-0.229,0.944
56:31.6,0.599,-0.654,-0.138,0.898
56:31.6,0.534,-0.534,-0.184,0.777
56:31.6,0.534,-0.534,-0.184,0.777
56:31.6,0.534,-0.534,-0.184,0.777
56:31.6,0.558,-0.476,-0.278,0.784
56:31.7,0.571,-0.397,-0.4,0.802
56:31.7,0.56,-0.306,-0.547,0.841
