time,gFx,gFy,gFz,acc
01:02.0,-0.226,-0.113,-1.056,1.086
01:02.0,-0.178,-0.077,-1.17,1.186
01:02.0,-0.11,-0.115,-1.172,1.183
01:02.0,-0.077,-0.209,-0.934,0.96
01:02.0,-0.007,-0.501,-0.511,0.716
01:02.0,-0.007,-0.501,-0.511,0.716
01:02.0,0.009,-0.655,-0.542,0.85
01:02.1,0.056,-0.84,-0.732,1.116
01:02.1,0.067,-0.944,-0.939,1.333
01:02.1,-0.022,-0.83,-1.151,1.419
01:02.1,-0.141,-0.606,-1.297,1.439
01:02.1,-0.16,-0.503,-1.336,1.436
01:02.1,-0.119,-0.473,-1.341,1.427
01:02.1,-0.067,-0.441,-1.314,1.388
01:02.1,0.143,-0.466,-1.085,1.189
01:02.1,0.143,-0.466,-1.085,1.189
01:02.1,0.143,-0.466,-1.085,1.189
01:02.2,0.121,-0.512,-0.987,1.118
01:02.2,0.059,-0.541,-0.821,0.985
01:02.2,0.012,-0.526,-0.658,0.842
01:02.2,0.007,-0.483,-0.55,0.732
01:02.2,0.027,-0.445,-0.478,0.654
01:02.2,0.078,-0.398,-0.437,0.596
01:02.2,0.155,-0.345,-0.44,0.58
01:02.2,0.329,-0.237,-0.527,0.665
01:02.2,0.329,-0.237,-0.527,0.665
01:02.2,0.382,-0.234,-0.57,0.725
01:02.3,0.404,-0.223,-0.588,0.747
01:02.3,0.393,-0.189,-0.613,0.752
01:02.3,0.315,-0.229,-0.636,0.746
01:02.3,0.288,-0.267,-0.598,0.715
01:02.3,0.275,-0.246,-0.563,0.673
01:02.3,0.23,-0.259,-0.639,0.727
01:02.3,0.185,-0.295,-0.73,0.809
01:02.3,0.149,-0.23,-0.912,0.952
01:02.3,0.149,-0.23,-0.912,0.952
01:02.3,0.107,-0.187,-0.985,1.008
01:02.4,0.026,-0.17,-0.959,0.974
01:02.4,-0.125,-0.149,-0.879,0.9
01:02.4,-0.252,-0.15,-0.874,0.922
01:02.4,-0.276,-0.281,-1.089,1.158
01:02.4,-0.275,-0.354,-1.433,1.501
01:02.4,-0.303,-0.335,-1.503,1.569
01:02.4,-0.328,-0.276,-1.283,1.353
01:02.4,-0.192,-0.108,-1.124,1.145
01:02.4,-0.192,-0.108,-1.124,1.145
01:02.4,-0.138,-0.09,-1.12,1.132
01:02.5,-0.128,-0.109,-1.148,1.16
01:02.5,-0.127,-0.158,-1.209,1.226
01:02.5,-0.177,-0.174,-1.232,1.257
01:02.5,-0.255,-0.152,-1.373,1.405
01:02.5,-0.309,-0.131,-1.609,1.644
01:02.5,-0.316,-0.116,-1.637,1.671
01:02.5,-0.266,-0.122,-1.435,1.465
01:02.6,-0.062,-0.008,-0.806,0.808
01:02.6,0.052,-0.199,-0.983,1.004
01:02.6,0.052,-0.199,-0.983,1.004
01:02.6,0.052,-0.199,-0.983,1.004
01:02.6,0.163,-0.43,-1.054,1.15
01:02.6,0.168,-0.529,-0.946,1.097
01:02.6,0.118,-0.598,-0.758,0.973
01:02.6,0.129,-0.593,-0.746,0.962
01:02.6,0.098,-0.602,-0.707,0.934
01:02.6,0.047,-0.582,-0.717,0.925
01:02.6,-0.007,-0.51,-1.329,1.424
01:02.6,-0.007,-0.51,-1.329,1.424
01:02.6,-0.007,-0.51,-1.329,1.424
01:02.7,0.002,-0.484,-1.486,1.563
01:02.7,-0.002,-0.385,-1.565,1.612
01:02.7,0.003,-0.232,-1.511,1.529
01:02.7,-0.005,-0.09,-1.353,1.356
01:02.7,-0.028,-0.013,-1.172,1.172
01:02.7,-0.015,0.001,-0.981,0.981
01:02.7,0.078,-0.06,-0.86,0.866
01:02.7,0.425,-0.657,-0.914,1.203
01:02.7,0.425,-0.657,-0.914,1.203
01:02.7,0.425,-0.657,-0.914,1.203
01:02.8,0.491,-0.782,-0.909,1.296
01:02.8,0.444,-0.687,-0.937,1.244
01:02.8,0.357,-0.54,-0.964,1.161
01:02.8,0.3,-0.523,-1.008,1.175
01:02.8,0.234,-0.489,-1.093,1.22
01:02.8,0.197,-0.469,-1.156,1.263
01:02.8,0.178,-0.456,-1.163,1.262
01:02.8,0.141,-0.412,-1.025,1.114
01:02.8,0.141,-0.412,-1.025,1.114
01:02.8,0.141,-0.412,-1.025,1.114
01:02.9,0.186,-0.482,-0.852,0.996
01:02.9,0.285,-0.55,-0.666,0.91
01:02.9,0.396,-0.621,-0.477,0.877
01:02.9,0.485,-0.678,-0.314,0.891
01:02.9,0.555,-0.732,-0.223,0.945
01:02.9,0.585,-0.796,-0.217,1.011
01:02.9,0.57,-0.828,-0.261,1.039
01:02.9,0.442,-0.726,-0.578,1.028
01:02.9,0.442,-0.726,-0.578,1.028
01:02.9,0.442,-0.726,-0.578,1.028
01:03.0,0.403,-0.681,-0.651,1.025
01:03.0,0.38,-0.629,-0.641,0.975
01:03.0,0.353,-0.594,-0.568,0.894
01:03.0,0.335,-0.545,-0.511,0.819
01:03.0,0.325,-0.472,-0.473,0.743
01:03.0,0.271,-0.454,-0.452,0.696
01:03.0,0.321,-0.414,-0.667,0.848
01:03.0,0.387,-0.394,-1.132,1.26
01:03.0,0.387,-0.394,-1.132,1.26
01:03.0,0.387,-0.394,-1.132,1.26
01:03.1,0.257,-0.338,-1.065,1.147
01:03.1,0.109,-0.412,-1.103,1.182
01:03.1,-0.061,-0.531,-1.195,1.309
01:03.1,-0.269,-0.522,-1.25,1.381
01:03.1,-0.427,-0.496,-1.191,1.359
01:03.1,-0.505,-0.446,-1.031,1.232
01:03.1,-0.486,-0.391,-0.86,1.062
01:03.1,-0.055,-0.494,-0.799,0.941
01:03.1,-0.055,-0.494,-0.799,0.941
01:03.1,-0.055,-0.494,-0.799,0.941
01:03.2,0.065,-0.476,-0.921,1.039
01:03.2,0.133,-0.446,-1.034,1.134
01:03.2,0.132,-0.39,-1.06,1.137
01:03.2,0.095,-0.35,-1.054,1.115
01:03.2,0.03,-0.334,-0.961,1.018
01:03.2,-0.044,-0.335,-0.8,0.868
01:03.2,-0.107,-0.356,-0.648,0.747
01:03.2,-0.239,-0.389,-0.463,0.65
01:03.2,-0.239,-0.389,-0.463,0.65
01:03.2,-0.261,-0.38,-0.405,0.614
01:03.3,-0.242,-0.384,-0.368,0.584
