time,gFx,gFy,gFz,acc
01:47.2,0.32,-0.181,-0.66,0.755
01:47.2,0.371,-0.072,-0.715,0.809
01:47.2,0.429,-0.04,-0.834,0.939
01:47.2,0.439,-0.062,-0.962,1.059
01:47.2,0.402,-0.049,-1.054,1.129
01:47.2,0.377,-0.104,-1.086,1.154
01:47.2,0.279,-0.178,-0.967,1.022
01:47.2,0.132,-0.2,-0.74,0.778
01:47.3,-0.078,-0.481,-1.054,1.161
01:47.3,-0.078,-0.481,-1.054,1.161
01:47.3,-0.078,-0.481,-1.054,1.161
01:47.3,-0.189,-0.319,-1.018,1.083
01:47.3,-0.154,-0.157,-1.015,1.039
01:47.3,-0.021,-0.097,-1.052,1.057
01:47.3,0.133,-0.11,-1.135,1.148
01:47.3,0.209,-0.143,-1.163,1.19
01:47.3,0.191,-0.19,-1.097,1.13
01:47.3,0.143,-0.241,-1.095,1.13
01:47.4,0.076,-0.27,-1.124,1.158
01:47.4,-0.036,-0.293,-1.014,1.056
01:47.4,-0.036,-0.293,-1.014,1.056
01:47.4,-0.037,-0.272,-0.869,0.911
01:47.4,0.013,-0.27,-0.718,0.767
01:47.4,0.077,-0.28,-0.637,0.7
01:47.4,0.125,-0.287,-0.615,0.69
01:47.4,0.141,-0.288,-0.62,0.698
01:47.4,0.126,-0.27,-0.631,0.698
01:47.4,0.091,-0.245,-0.677,0.726
01:47.5,-0.216,-0.092,-0.901,0.931
01:47.5,-0.216,-0.092,-0.901,0.931
01:47.5,-0.216,-0.092,-0.901,0.931
01:47.5,-0.308,-0.046,-0.984,1.032
01:47.5,-0.37,-0.016,-1.12,1.18
01:47.5,-0.403,0.007,-1.249,1.312
01:47.5,-0.421,0.039,-1.314,1.38
01:47.5,-0.423,0.097,-1.268,1.34
01:47.5,-0.41,0.174,-1.141,1.225
01:47.5,-0.386,0.198,-1.037,1.124
01:47.6,0.019,-0.217,-0.965,0.989
01:47.6,0.019,-0.217,-0.965,0.989
01:47.6,0.019,-0.217,-0.965,0.989
01:47.6,0.019,-0.217,-0.965,0.989
01:47.6,-0.025,-0.227,-1.009,1.035
01:47.6,-0.166,-0.291,-1.064,1.115
01:47.6,-0.354,-0.339,-1.177,1.275
01:47.6,-0.392,-0.398,-1.473,1.575
01:47.6,-0.25,-0.429,-1.824,1.89
01:47.6,-0.135,-0.311,-1.824,1.855
01:47.7,-0.012,0.001,-1.142,1.142
01:47.7,-0.012,0.001,-1.142,1.142
01:47.7,-0.012,0.001,-1.142,1.142
01:47.7,-0.012,0.001,-1.142,1.142
01:47.7,0.15,-0.114,-1.144,1.159
01:47.7,0.247,-0.152,-1.074,1.112
01:47.7,0.31,-0.154,-1.017,1.074
01:47.7,0.358,-0.201,-0.952,1.037
01:47.7,0.327,-0.244,-0.785,0.885
01:47.7,0.265,-0.279,-0.636,0.743
01:47.8,0.18,-0.484,-0.377,0.639
01:47.8,0.18,-0.484,-0.377,0.639
01:47.8,0.18,-0.484,-0.377,0.639
01:47.8,0.172,-0.541,-0.381,0.684
01:47.8,0.21,-0.537,-0.519,0.776
01:47.8,0.239,-0.429,-0.68,0.839
01:47.8,0.228,-0.29,-0.764,0.848
01:47.8,0.201,-0.243,-0.756,0.819
01:47.8,0.161,-0.176,-0.734,0.772
01:47.8,0.086,-0.061,-0.778,0.785
01:47.9,0.252,0.071,-1.082,1.113
01:47.9,0.252,0.071,-1.082,1.113
01:47.9,0.252,0.071,-1.082,1.113
01:47.9,0.252,0.071,-1.082,1.113
01:47.9,0.277,0.073,-1.117,1.153
01:47.9,0.328,-0.029,-1.067,1.117
01:47.9,0.323,-0.173,-0.993,1.058
01:47.9,0.111,-0.106,-1.071,1.082
01:47.9,-0.122,-0.092,-1.221,1.231
01:47.9,-0.227,-0.189,-1.316,1.349
01:48.0,-0.116,-0.086,-1.418,1.425
01:48.0,-0.116,-0.086,-1.418,1.425
01:48.0,-0.116,-0.086,-1.418,1.425
01:48.0,-0.116,-0.086,-1.418,1.425
01:48.0,0.002,-0.013,-1.44,1.44
01:48.0,0.041,0.031,-1.46,1.461
01:48.0,0.044,0.047,-1.488,1.489
01:48.0,0.026,0.055,-1.531,1.532
01:48.0,-0.047,0.064,-1.525,1.527
01:48.1,-0.145,0.076,-1.518,1.527
01:48.1,-0.302,0.066,-1.125,1.167
01:48.1,-0.302,0.066,-1.125,1.167
01:48.1,-0.302,0.066,-1.125,1.167
01:48.1,-0.284,0.047,-0.98,1.021
01:48.1,-0.231,0.024,-0.868,0.899
01:48.1,-0.169,0.003,-0.754,0.773
01:48.1,-0.132,-0.02,-0.666,0.679
01:48.1,-0.115,-0.045,-0.617,0.629
01:48.1,-0.117,-0.055,-0.583,0.597
01:48.2,-0.138,-0.053,-0.558,0.577
01:48.2,-0.222,-0.049,-0.803,0.835
01:48.2,-0.222,-0.049,-0.803,0.835
01:48.2,-0.222,-0.049,-0.803,0.835
01:48.2,-0.222,-0.049,-0.803,0.835
01:48.2,-0.27,-0.013,-0.859,0.901
01:48.2,-0.316,0.029,-0.935,0.987
01:48.2,-0.346,0.065,-1.019,1.078
01:48.2,-0.375,0.093,-1.057,1.125
01:48.2,-0.396,0.131,-1.047,1.127
01:48.3,-0.381,0.162,-1.034,1.114
01:48.3,0.232,-0.313,-0.89,0.972
01:48.3,0.338,-0.409,-0.861,1.011
01:48.3,0.338,-0.409,-0.861,1.011
01:48.3,0.338,-0.409,-0.861,1.011
01:48.3,0.209,-0.406,-0.774,0.899
01:48.3,0.021,-0.401,-0.807,0.901
01:48.3,-0.095,-0.448,-1.038,1.135
01:48.3,-0.1,-0.488,-1.232,1.329
