time,gFx,gFy,gFz,acc
12:02.9,-0.13,-0.386,-1.091,1.165
12:02.9,-0.123,-0.348,-1.123,1.182
12:02.9,-0.061,-0.214,-0.919,0.946
12:02.9,-0.061,-0.214,-0.919,0.946
12:02.9,-0.053,-0.148,-0.758,0.774
12:02.9,-0.055,-0.087,-0.634,0.642
12:02.9,-0.076,-0.048,-0.559,0.566
12:02.9,-0.094,-0.055,-0.481,0.493
12:02.9,-0.091,-0.085,-0.394,0.413
12:02.9,-0.06,-0.101,-0.368,0.386
12:03.0,-0.053,-0.089,-0.279,0.298
12:03.0,-0.064,-0.063,-0.199,0.218
12:03.0,-0.049,-0.041,-0.198,0.208
12:03.0,0.007,-0.07,-0.229,0.24
12:03.0,0.069,-0.11,-0.317,0.343
12:03.0,0.116,-0.142,-0.469,0.504
12:03.0,0.133,-0.151,-0.678,0.707
12:03.0,0.111,-0.115,-0.853,0.868
12:03.0,0.091,-0.055,-1.011,1.017
12:03.0,0.1,-0.065,-1.1,1.106
12:03.1,0.132,-0.155,-1.104,1.123
12:03.1,0.173,-0.217,-1.176,1.208
12:03.1,0.166,-0.287,-1.086,1.135
12:03.1,0.101,-0.348,-0.958,1.024
12:03.1,-0.014,-0.373,-1.016,1.082
12:03.1,-0.118,-0.386,-1.171,1.239
12:03.1,-0.161,-0.319,-1.321,1.368
12:03.1,-0.114,-0.197,-1.376,1.395
12:03.1,-0.041,-0.161,-1.313,1.323
12:03.1,0.046,-0.175,-1.162,1.176
12:03.2,0.139,-0.161,-1.023,1.045
12:03.2,0.218,-0.189,-0.985,1.026
12:03.2,0.303,-0.299,-0.995,1.082
12:03.2,0.352,-0.432,-0.966,1.115
12:03.2,0.337,-0.517,-0.881,1.076
12:03.2,0.307,-0.544,-0.741,0.969
12:03.2,0.274,-0.552,-0.591,0.854
12:03.2,0.248,-0.571,-0.501,0.799
12:03.2,0.242,-0.586,-0.45,0.777
12:03.2,0.252,-0.603,-0.42,0.777
12:03.3,0.256,-0.569,-0.437,0.762
12:03.3,0.254,-0.513,-0.551,0.795
12:03.3,0.255,-0.486,-0.636,0.84
12:03.3,0.252,-0.441,-0.664,0.836
12:03.3,0.248,-0.381,-0.718,0.85
12:03.3,0.259,-0.337,-0.784,0.892
12:03.3,0.295,-0.305,-0.814,0.918
12:03.3,0.316,-0.248,-0.842,0.933
12:03.3,0.306,-0.165,-0.862,0.929
12:03.3,0.273,-0.102,-0.908,0.954
12:03.4,0.231,-0.059,-0.934,0.964
12:03.4,0.207,-0.031,-0.98,1.002
12:03.4,0.199,-0.027,-1.062,1.081
12:03.4,0.194,-0.03,-1.175,1.191
12:03.4,0.202,-0.082,-1.287,1.305
12:03.4,0.151,-0.148,-1.34,1.357
12:03.4,0.027,-0.135,-1.371,1.378
12:03.4,-0.101,-0.101,-1.365,1.372
12:03.4,-0.175,-0.107,-1.43,1.445
12:03.4,-0.148,-0.113,-1.567,1.578
12:03.5,-0.025,-0.076,-1.683,1.685
12:03.5,0.107,-0.112,-1.661,1.668
12:03.5,0.224,-0.21,-1.529,1.56
12:03.5,0.275,-0.263,-1.464,1.513
12:03.5,0.209,-0.316,-1.559,1.604
12:03.5,-0.113,-0.372,-1.661,1.706
12:03.5,-0.113,-0.372,-1.661,1.706
12:03.5,-0.244,-0.382,-1.62,1.682
12:03.5,-0.312,-0.433,-1.509,1.601
12:03.5,-0.333,-0.436,-1.338,1.446
12:03.6,-0.303,-0.4,-1.141,1.246
12:03.6,-0.245,-0.382,-0.942,1.046
12:03.6,-0.196,-0.317,-0.727,0.817
12:03.6,-0.115,-0.238,-0.549,0.609
12:03.6,-0.053,-0.225,-0.452,0.508
12:03.6,-0.025,-0.21,-0.378,0.433
12:03.6,-0.035,-0.189,-0.335,0.386
12:03.6,-0.105,-0.169,-0.35,0.403
12:03.6,-0.206,-0.139,-0.393,0.465
12:03.6,-0.279,-0.088,-0.403,0.498
12:03.7,-0.318,-0.001,-0.386,0.5
12:03.7,-0.33,0.088,-0.389,0.518
12:03.7,-0.331,0.156,-0.421,0.558
12:03.7,-0.326,0.212,-0.423,0.575
12:03.7,-0.366,0.043,-0.995,1.061
12:03.7,-0.366,0.043,-0.995,1.061
12:03.7,-0.41,-0.033,-1.123,1.196
12:03.7,-0.432,-0.04,-1.116,1.197
12:03.7,-0.438,-0.012,-1.075,1.161
12:03.7,-0.35,-0.103,-0.96,1.027
12:03.8,-0.291,-0.301,-0.899,0.992
12:03.8,-0.295,-0.369,-0.942,1.054
12:03.8,-0.329,-0.293,-1.09,1.176
12:03.8,-0.344,-0.189,-1.264,1.324
12:03.8,-0.079,-0.394,-1.433,1.488
12:03.8,-0.079,-0.394,-1.433,1.488
12:03.8,-0.079,-0.394,-1.433,1.488
12:03.8,-0.018,-0.462,-1.408,1.482
12:03.8,0.054,-0.53,-1.315,1.419
12:03.8,0.086,-0.601,-1.171,1.319
12:03.9,0.093,-0.687,-0.998,1.215
12:03.9,0.09,-0.762,-0.802,1.11
12:03.9,0.096,-0.811,-0.608,1.018
12:03.9,0.14,-0.854,-0.475,0.987
12:03.9,0.31,-0.87,-0.309,0.974
12:03.9,0.31,-0.87,-0.309,0.974
12:03.9,0.434,-0.876,-0.287,1.019
12:03.9,0.551,-0.885,-0.29,1.082
12:03.9,0.641,-0.891,-0.291,1.136
12:03.9,0.672,-0.891,-0.285,1.152
12:04.0,0.662,-0.882,-0.29,1.14
12:04.0,0.669,-0.858,-0.335,1.138
12:04.0,0.671,-0.818,-0.396,1.13
12:04.0,0.671,-0.76,-0.514,1.137
12:04.0,0.714,-0.462,-1.483,1.71
12:04.0,0.714,-0.462,-1.483,1.71
12:04.0,0.714,-0.462,-1.483,1.71
12:04.0,0.714,-0.462,-1.483,1.71
12:04.0,0.714,-0.337,-1.791,1.957
12:04.0,0.671,-0.195,-2.096,2.209
12:04.1,0.577,-0.088,-2.26,2.334
12:04.1,0.335,0.046,-2.388,2.412
12:04.1,0.066,0.091,-2.436,2.439
12:04.1,-0.156,0.042,-2.449,2.454
12:04.1,-0.658,0.211,-1.977,2.094
12:04.1,-0.658,0.211,-1.977,2.094
12:04.1,-0.585,0.121,-1.68,1.783
12:04.1,-0.463,0.105,-1.512,1.585
12:04.1,-0.255,0.073,-1.34,1.366
12:04.1,-0.053,-0.051,-1.214,1.216
12:04.2,0.048,-0.191,-1.15,1.167
12:04.2,0.056,-0.279,-1.113,1.149
12:04.2,-0.025,-0.317,-1.085,1.131
12:04.2,-0.177,-0.308,-1.011,1.072
12:04.2,-0.436,-0.262,-0.568,0.762
12:04.2,-0.436,-0.262,-0.568,0.762
12:04.2,-0.436,-0.262,-0.568,0.762
12:04.2,-0.428,-0.271,-0.431,0.665
12:04.2,-0.418,-0.282,-0.355,0.617
12:04.2,-0.422,-0.257,-0.327,0.593
12:04.3,-0.417,-0.212,-0.324,0.569
12:04.3,-0.423,-0.159,-0.388,0.596
12:04.3,-0.412,-0.125,-0.48,0.645
12:04.3,-0.376,-0.05,-0.544,0.663
12:04.3,-0.379,0.214,-0.51,0.67
12:04.3,-0.379,0.214,-0.51,0.67
12:04.3,-0.379,0.214,-0.51,0.67
12:04.3,-0.38,0.288,-0.366,0.601
12:04.3,-0.335,0.341,-0.243,0.536
12:04.3,-0.286,0.38,-0.172,0.506
12:04.4,-0.27,0.398,-0.192,0.518
12:04.4,-0.305,0.41,-0.35,0.619
12:04.4,-0.355,0.389,-0.648,0.835
12:04.4,-0.434,0.345,-0.959,1.108
12:04.4,-0.551,-0.077,-0.903,1.061
12:04.4,-0.551,-0.077,-0.903,1.061
