time,gFx,gFy,gFz,acc
14:42.3,-0.097,-0.146,-1.283,1.295
14:42.3,-0.116,-0.094,-1.284,1.293
14:42.3,-0.126,-0.063,-1.448,1.455
14:42.3,-0.116,-0.071,-1.644,1.65
14:42.4,-0.132,-0.087,-1.681,1.688
14:42.4,-0.166,-0.145,-1.346,1.364
14:42.4,-0.166,-0.145,-1.346,1.364
14:42.4,-0.166,-0.145,-1.346,1.364
14:42.4,-0.112,-0.195,-1.303,1.322
14:42.4,-0.061,-0.255,-1.281,1.308
14:42.4,-0.022,-0.306,-1.258,1.295
14:42.4,0.003,-0.343,-1.209,1.257
14:42.4,0.03,-0.377,-1.142,1.203
14:42.4,0.074,-0.411,-1.052,1.132
14:42.5,0.13,-0.425,-0.97,1.067
14:42.5,0.26,-0.467,-0.778,0.944
14:42.5,0.26,-0.467,-0.778,0.944
14:42.5,0.26,-0.467,-0.778,0.944
14:42.5,0.26,-0.467,-0.778,0.944
14:42.5,0.197,-0.449,-0.732,0.881
14:42.5,0.131,-0.406,-0.714,0.832
14:42.5,0.119,-0.339,-0.696,0.783
14:42.5,0.167,-0.292,-0.693,0.77
14:42.5,0.195,-0.274,-0.639,0.722
14:42.6,0.21,-0.24,-0.561,0.645
14:42.6,0.287,-0.27,-0.521,0.653
14:42.6,0.287,-0.27,-0.521,0.653
14:42.6,0.287,-0.27,-0.521,0.653
14:42.6,0.324,-0.284,-0.593,0.733
14:42.6,0.362,-0.289,-0.684,0.826
14:42.6,0.401,-0.272,-0.743,0.887
14:42.6,0.434,-0.257,-0.792,0.939
14:42.6,0.452,-0.248,-0.844,0.989
14:42.6,0.454,-0.218,-0.904,1.035
14:42.7,0.456,-0.172,-0.964,1.08
14:42.7,0.442,0.023,-1.429,1.496
14:42.7,0.442,0.023,-1.429,1.496
14:42.7,0.442,0.023,-1.429,1.496
14:42.7,0.442,0.023,-1.429,1.496
14:42.7,0.4,0.109,-1.493,1.549
14:42.7,0.333,0.186,-1.568,1.614
14:42.7,0.217,0.177,-1.66,1.683
14:42.7,0.087,0.128,-1.774,1.781
14:42.7,-0.056,0.107,-1.875,1.879
14:42.8,-0.158,0.112,-1.882,1.892
14:42.8,-0.095,0.192,-1.339,1.356
14:42.8,-0.095,0.192,-1.339,1.356
14:42.8,-0.061,0.136,-1.272,1.281
14:42.8,-0.061,0.136,-1.272,1.281
14:42.8,-0.03,0.006,-1.268,1.268
14:42.8,0.002,-0.041,-1.177,1.178
14:42.8,0.012,-0.034,-1.056,1.057
14:42.8,-0.003,-0.039,-0.959,0.96
14:42.8,0.008,-0.048,-0.87,0.871
14:42.9,0.022,-0.052,-0.733,0.735
14:42.9,-0.01,0.114,-0.287,0.309
14:42.9,-0.01,0.114,-0.287,0.309
14:42.9,-0.01,0.114,-0.287,0.309
14:42.9,-0.023,0.225,-0.167,0.281
14:42.9,-0.075,0.19,-0.234,0.311
14:42.9,-0.177,0.077,-0.27,0.332
14:42.9,-0.313,0.063,-0.255,0.409
14:42.9,-0.393,0.085,-0.247,0.472
14:42.9,-0.429,0.092,-0.264,0.512
14:43.0,-0.406,0.046,-0.396,0.569
14:43.0,-0.33,-0.136,-1.084,1.141
14:43.0,-0.33,-0.136,-1.084,1.141
14:43.0,-0.33,-0.136,-1.084,1.141
14:43.0,-0.416,-0.165,-1.265,1.342
14:43.0,-0.565,-0.104,-1.426,1.537
14:43.0,-0.72,-0.055,-1.568,1.726
14:43.0,-0.804,-0.152,-1.591,1.789
14:43.0,-0.9,-0.305,-1.516,1.789
14:43.0,-0.867,-0.444,-1.511,1.798
14:43.1,-0.725,-0.533,-1.417,1.679
14:43.1,-0.344,-0.437,-1.153,1.28
14:43.1,-0.344,-0.437,-1.153,1.28
14:43.1,-0.344,-0.437,-1.153,1.28
14:43.1,-0.345,-0.235,-1.293,1.359
14:43.1,-0.452,-0.227,-1.256,1.354
14:43.1,-0.547,-0.181,-1.184,1.317
14:43.1,-0.619,-0.158,-1.145,1.311
14:43.1,-0.466,-0.066,-1.383,1.461
14:43.1,-0.096,-0.082,-1.516,1.521
14:43.2,0.166,-0.223,-1.147,1.18
14:43.2,0.407,-0.261,-0.598,0.769
14:43.2,0.787,-0.395,-0.17,0.897
14:43.2,0.787,-0.395,-0.17,0.897
14:43.2,0.915,-0.433,-0.16,1.025
14:43.2,0.984,-0.506,-0.216,1.127
14:43.2,1.028,-0.56,-0.349,1.222
14:43.2,1.064,-0.607,-0.505,1.325
14:43.2,1.065,-0.667,-0.613,1.398
14:43.2,0.974,-0.696,-0.732,1.403
14:43.3,0.897,-0.723,-0.841,1.426
14:43.3,0.855,-0.756,-0.89,1.447
14:43.3,0.774,-0.744,-1.113,1.546
14:43.3,0.774,-0.744,-1.113,1.546
14:43.3,0.687,-0.665,-1.2,1.534
14:43.3,0.584,-0.55,-1.398,1.612
14:43.3,0.492,-0.397,-1.686,1.801
14:43.3,0.451,-0.227,-1.936,2.001
14:43.3,0.459,-0.069,-2.201,2.249
14:43.3,0.447,0.081,-2.367,2.41
14:43.4,0.435,0.18,-2.397,2.443
14:43.4,-0.178,0.18,-2.037,2.053
14:43.4,-0.178,0.18,-2.037,2.053
14:43.4,-0.178,0.18,-2.037,2.053
14:43.4,-0.392,0.054,-1.882,1.923
14:43.4,-0.616,0.024,-1.648,1.76
14:43.4,-0.735,0.059,-1.382,1.566
14:43.4,-0.69,0.044,-1.192,1.378
14:43.4,-0.579,0.087,-1.082,1.23
14:43.4,-0.431,0.139,-1.049,1.143
14:43.5,-0.283,0.119,-1.036,1.081
14:43.5,-0.174,0,-0.97,0.985
14:43.5,-0.215,-0.162,-0.732,0.78
14:43.5,-0.215,-0.162,-0.732,0.78
14:43.5,-0.263,-0.197,-0.54,0.632
14:43.5,-0.294,-0.215,-0.329,0.491
14:43.5,-0.318,-0.207,-0.149,0.408
14:43.5,-0.336,-0.161,-0.038,0.375
