time,gFx,gFy,gFz,acc
29:44.5,0.011,-0.214,-0.872,0.898
29:44.5,0.105,-0.279,-1.015,1.058
29:44.5,0.105,-0.279,-1.015,1.058
29:44.5,0.105,-0.34,-1.126,1.181
29:44.5,0.124,-0.334,-1.208,1.259
29:44.5,0.136,-0.285,-1.291,1.329
29:44.5,0.132,-0.245,-1.319,1.348
29:44.5,0.085,-0.255,-1.274,1.302
29:44.5,0.024,-0.296,-1.212,1.248
29:44.5,-0.007,-0.28,-1.151,1.185
29:44.6,-0.123,-0.228,-1.124,1.153
29:44.6,-0.123,-0.228,-1.124,1.153
29:44.6,-0.123,-0.228,-1.124,1.153
29:44.6,-0.119,-0.214,-1.212,1.236
29:44.6,-0.12,-0.179,-1.26,1.278
29:44.6,-0.113,-0.17,-1.281,1.297
29:44.6,-0.09,-0.186,-1.252,1.269
29:44.6,-0.069,-0.138,-1.185,1.195
29:44.6,-0.048,-0.111,-1.089,1.096
29:44.6,-0.025,-0.109,-1.003,1.009
29:44.7,0.002,-0.067,-0.719,0.722
29:44.7,0.002,-0.067,-0.719,0.722
29:44.7,0.002,-0.067,-0.719,0.722
29:44.7,0.002,-0.061,-0.645,0.648
29:44.7,-0.003,-0.068,-0.596,0.6
29:44.7,-0.003,-0.084,-0.58,0.586
29:44.7,0.012,-0.098,-0.621,0.629
29:44.7,0.028,-0.101,-0.668,0.676
29:44.7,0.05,-0.114,-0.697,0.708
29:44.7,0.083,-0.156,-0.696,0.718
29:44.8,0.224,-0.416,-0.526,0.707
29:44.8,0.224,-0.416,-0.526,0.707
29:44.8,0.224,-0.416,-0.526,0.707
29:44.8,0.27,-0.518,-0.473,0.752
29:44.8,0.288,-0.568,-0.522,0.823
29:44.8,0.293,-0.6,-0.671,0.947
29:44.8,0.313,-0.63,-0.936,1.171
29:44.8,0.331,-0.608,-1.217,1.4
29:44.8,0.332,-0.584,-1.407,1.559
29:44.8,0.28,-0.622,-1.408,1.565
29:44.9,0.184,-0.597,-0.916,1.109
29:44.9,0.184,-0.597,-0.916,1.109
29:44.9,0.184,-0.597,-0.916,1.109
29:44.9,0.205,-0.537,-0.792,0.979
29:44.9,0.262,-0.54,-0.757,0.966
29:44.9,0.324,-0.584,-0.825,1.061
29:44.9,0.347,-0.611,-0.898,1.14
29:44.9,0.327,-0.606,-0.896,1.13
29:44.9,0.305,-0.576,-0.869,1.086
29:44.9,0.268,-0.534,-0.838,1.029
29:45.0,0.112,-0.342,-0.91,0.979
29:45.0,0.112,-0.342,-0.91,0.979
29:45.0,0.112,-0.342,-0.91,0.979
29:45.0,0.05,-0.274,-0.875,0.918
29:45.0,-0.015,-0.201,-0.766,0.792
29:45.0,-0.055,-0.121,-0.649,0.662
29:45.0,-0.088,-0.068,-0.578,0.589
29:45.0,-0.091,-0.045,-0.531,0.541
29:45.0,-0.055,-0.056,-0.532,0.538
29:45.0,-0.041,-0.095,-0.572,0.581
29:45.1,0.061,-0.365,-0.985,1.052
29:45.1,0.061,-0.365,-0.985,1.052
29:45.1,0.061,-0.365,-0.985,1.052
29:45.1,-0.017,-0.396,-1.042,1.115
29:45.1,-0.123,-0.412,-1.064,1.148
29:45.1,-0.174,-0.45,-1.204,1.297
29:45.1,-0.185,-0.566,-1.403,1.524
29:45.1,-0.248,-0.494,-1.589,1.682
29:45.1,-0.316,-0.297,-1.75,1.803
29:45.1,-0.3,-0.29,-1.794,1.842
29:45.2,0.019,-0.343,-1.412,1.453
29:45.2,0.019,-0.343,-1.412,1.453
29:45.2,0.019,-0.343,-1.412,1.453
29:45.2,0.092,-0.364,-1.239,1.295
29:45.2,0.135,-0.38,-1.096,1.168
29:45.2,0.142,-0.42,-0.894,0.998
29:45.2,0.169,-0.407,-0.758,0.877
29:45.2,0.239,-0.376,-0.767,0.887
29:45.2,0.297,-0.368,-0.773,0.906
29:45.2,0.315,-0.3,-0.742,0.86
29:45.3,0.261,-0.123,-0.702,0.759
29:45.3,0.261,-0.123,-0.702,0.759
29:45.3,0.261,-0.123,-0.702,0.759
29:45.3,0.214,-0.081,-0.681,0.718
29:45.3,0.161,-0.063,-0.653,0.675
29:45.3,0.12,-0.054,-0.614,0.628
