time,gFx,gFy,gFz,acc
12:35.0,-0.104,-0.233,-1.201,1.228
12:35.0,-0.034,-0.362,-1.395,1.442
12:35.0,-0.024,-0.502,-1.498,1.58
12:35.0,-0.042,-0.437,-1.737,1.792
12:35.0,-0.042,-0.437,-1.737,1.792
12:35.0,0.03,-0.355,-1.889,1.922
12:35.0,0.124,-0.332,-1.98,2.011
12:35.1,0.207,-0.345,-1.947,1.988
12:35.1,0.241,-0.393,-1.867,1.923
12:35.1,0.243,-0.441,-1.696,1.769
12:35.1,0.191,-0.424,-1.503,1.573
12:35.1,0.136,-0.444,-1.406,1.481
12:35.1,0.114,-0.406,-1.229,1.299
12:35.1,0.057,-0.261,-0.99,1.025
12:35.1,0.057,-0.261,-0.99,1.025
12:35.1,0.094,-0.311,-0.965,1.018
12:35.1,0.162,-0.335,-0.961,1.031
12:35.2,0.179,-0.347,-0.989,1.063
12:35.2,0.139,-0.388,-0.839,0.935
12:35.2,0.073,-0.447,-0.773,0.896
12:35.2,0.003,-0.395,-0.574,0.697
12:35.2,-0.08,-0.35,-0.414,0.548
12:35.2,-0.103,-0.307,-0.233,0.399
12:35.2,0.066,-0.443,-0.261,0.518
12:35.2,0.066,-0.443,-0.261,0.518
12:35.2,0.066,-0.443,-0.261,0.518
12:35.2,0.16,-0.473,-0.387,0.632
12:35.3,0.224,-0.45,-0.469,0.687
12:35.3,0.27,-0.397,-0.471,0.673
12:35.3,0.248,-0.359,-0.408,0.597
12:35.3,0.197,-0.369,-0.352,0.547
12:35.3,0.173,-0.426,-0.402,0.611
12:35.3,0.166,-0.432,-0.409,0.618
12:35.3,0.2,-0.083,-0.502,0.547
12:35.3,0.2,-0.083,-0.502,0.547
12:35.3,0.2,-0.083,-0.502,0.547
12:35.3,0.125,0,-0.707,0.718
12:35.4,0.086,-0.326,-0.562,0.655
12:35.4,0.278,-0.707,-0.422,0.869
12:35.4,0.868,-0.616,-0.862,1.37
12:35.4,0.936,-0.708,-0.862,1.456
