time,gFx,gFy,gFz,acc
04:53.9,0.249,-0.262,-0.946,1.013
04:53.9,0.269,-0.233,-1.04,1.099
04:53.9,0.223,-0.236,-1.048,1.097
04:53.9,0.165,-0.227,-1.06,1.097
04:53.9,0.14,-0.235,-1.091,1.125
04:53.9,0.108,-0.258,-1.098,1.133
04:54.0,0.077,-0.353,-1.092,1.15
04:54.0,0.077,-0.353,-1.092,1.15
04:54.0,0.077,-0.353,-1.092,1.15
04:54.0,0.095,-0.352,-1.052,1.113
04:54.0,0.14,-0.347,-0.992,1.06
04:54.0,0.214,-0.368,-0.964,1.054
04:54.0,0.258,-0.394,-0.936,1.048
04:54.0,0.261,-0.407,-0.932,1.05
04:54.0,0.226,-0.419,-0.942,1.055
04:54.0,0.157,-0.425,-0.946,1.049
04:54.1,-0.07,-0.499,-0.852,0.99
04:54.1,-0.07,-0.499,-0.852,0.99
04:54.1,-0.07,-0.499,-0.852,0.99
04:54.1,-0.07,-0.499,-0.852,0.99
04:54.1,-0.074,-0.471,-0.807,0.937
04:54.1,-0.043,-0.42,-0.761,0.87
04:54.1,0,-0.352,-0.725,0.806
04:54.1,0.044,-0.293,-0.706,0.766
04:54.1,0.085,-0.246,-0.696,0.743
04:54.1,0.119,-0.203,-0.706,0.744
04:54.2,0.121,-0.206,-0.707,0.746
04:54.2,0.121,-0.206,-0.707,0.746
04:54.2,0.121,-0.206,-0.707,0.746
04:54.2,0.121,-0.206,-0.707,0.746
04:54.2,0.085,-0.226,-0.72,0.759
04:54.2,0.05,-0.265,-0.73,0.778
04:54.2,0.021,-0.301,-0.739,0.798
04:54.2,0.003,-0.318,-0.783,0.845
04:54.2,0.005,-0.316,-0.84,0.897
04:54.2,0.005,-0.308,-0.9,0.951
04:54.3,-0.149,-0.211,-1.045,1.076
04:54.3,-0.215,-0.191,-0.973,1.015
04:54.3,-0.215,-0.191,-0.973,1.015
04:54.3,-0.215,-0.191,-0.973,1.015
04:54.3,-0.215,-0.244,-0.91,0.966
04:54.3,-0.133,-0.348,-0.968,1.037
04:54.3,-0.001,-0.473,-1.128,1.223
04:54.3,0.078,-0.553,-1.261,1.379
04:54.3,0.091,-0.542,-1.385,1.49
04:54.3,0.064,-0.494,-1.495,1.576
04:54.4,-0.085,-0.43,-1.552,1.613
04:54.4,-0.085,-0.43,-1.552,1.613
04:54.4,-0.085,-0.43,-1.552,1.613
04:54.4,-0.13,-0.423,-1.468,1.533
04:54.4,-0.108,-0.439,-1.361,1.434
04:54.4,-0.032,-0.485,-1.286,1.375
04:54.4,0.042,-0.533,-1.198,1.312
04:54.4,0.093,-0.548,-1.089,1.223
04:54.4,0.125,-0.531,-0.979,1.121
04:54.4,0.143,-0.515,-0.914,1.059
04:54.5,0.022,-0.476,-0.724,0.867
04:54.5,0.022,-0.476,-0.724,0.867
04:54.5,0.022,-0.476,-0.724,0.867
04:54.5,0.022,-0.476,-0.724,0.867
04:54.5,-0.021,-0.457,-0.712,0.846
04:54.5,-0.033,-0.414,-0.742,0.85
04:54.5,-0.023,-0.367,-0.816,0.895
04:54.5,0.014,-0.344,-0.861,0.927
04:54.5,0.059,-0.29,-0.878,0.927
04:54.5,0.121,-0.245,-0.884,0.925
04:54.6,0.248,-0.277,-0.814,0.895
04:54.6,0.248,-0.277,-0.814,0.895
04:54.6,0.248,-0.277,-0.814,0.895
04:54.6,0.248,-0.277,-0.814,0.895
04:54.6,0.233,-0.301,-0.866,0.946
04:54.6,0.218,-0.318,-0.885,0.965
04:54.6,0.154,-0.345,-0.827,0.909
04:54.6,0.062,-0.35,-0.796,0.872
04:54.6,0.014,-0.389,-0.796,0.886
04:54.6,0.033,-0.472,-0.901,1.018
04:54.7,0.089,-0.36,-1.049,1.113
04:54.7,0.089,-0.36,-1.049,1.113
04:54.7,0.089,-0.36,-1.049,1.113
04:54.7,0.178,-0.339,-1.007,1.077
04:54.7,0.265,-0.332,-0.954,1.044
04:54.7,0.308,-0.362,-0.891,1.01
04:54.7,0.291,-0.418,-0.846,0.987
04:54.7,0.212,-0.47,-0.825,0.973
04:54.7,0.113,-0.504,-0.818,0.967
04:54.7,0.022,-0.5,-0.804,0.947
04:54.8,-0.076,-0.337,-0.691,0.773
04:54.8,-0.076,-0.337,-0.691,0.773
04:54.8,-0.076,-0.337,-0.691,0.773
04:54.8,-0.076,-0.337,-0.691,0.773
04:54.8,-0.06,-0.298,-0.678,0.743
04:54.8,-0.058,-0.273,-0.661,0.718
04:54.8,-0.082,-0.253,-0.658,0.71
04:54.8,-0.125,-0.248,-0.649,0.706
04:54.8,-0.157,-0.254,-0.63,0.697
04:54.8,-0.181,-0.263,-0.623,0.7
04:54.9,-0.21,-0.302,-0.64,0.738
04:54.9,-0.21,-0.302,-0.64,0.738
04:54.9,-0.21,-0.302,-0.64,0.738
04:54.9,-0.212,-0.343,-0.698,0.806
04:54.9,-0.233,-0.374,-0.778,0.894
04:54.9,-0.269,-0.386,-0.856,0.977
04:54.9,-0.328,-0.384,-0.937,1.064
04:54.9,-0.388,-0.366,-1.043,1.171
04:54.9,-0.462,-0.344,-1.14,1.277
04:54.9,-0.513,-0.296,-1.224,1.36
04:55.0,-0.399,-0.128,-1.192,1.264
04:55.0,-0.399,-0.128,-1.192,1.264
04:55.0,-0.399,-0.128,-1.192,1.264
04:55.0,-0.308,-0.079,-1.221,1.262
04:55.0,-0.245,-0.116,-1.278,1.306
04:55.0,-0.183,-0.187,-1.443,1.467
04:55.0,-0.156,-0.254,-1.649,1.676
04:55.0,-0.201,-0.284,-1.752,1.786
04:55.0,-0.277,-0.266,-1.767,1.808
04:55.0,-0.273,-0.258,-1.669,1.711
04:55.1,-0.018,-0.26,-1.147,1.176
04:55.1,-0.018,-0.26,-1.147,1.176
04:55.1,0.102,-0.308,-1.027,1.077
04:55.1,0.102,-0.308,-1.027,1.077
04:55.1,0.239,-0.352,-0.994,1.081
04:55.1,0.395,-0.363,-0.971,1.109
04:55.1,0.554,-0.341,-0.943,1.146
04:55.1,0.677,-0.332,-0.948,1.211
04:55.1,0.727,-0.367,-0.967,1.264
04:55.1,0.688,-0.429,-0.895,1.208
04:55.2,0.471,-0.497,-0.366,0.776
04:55.2,0.471,-0.497,-0.366,0.776
04:55.2,0.471,-0.497,-0.366,0.776
04:55.2,0.344,-0.534,-0.181,0.66
