time,gFx,gFy,gFz,acc
10:03.3,-0.063,-0.292,-1.583,1.611
10:03.3,-0.121,-0.26,-1.485,1.512
10:03.3,-0.149,-0.168,-1.487,1.504
10:03.3,-0.144,-0.163,-1.501,1.517
10:03.3,-0.219,-0.268,-1.319,1.364
10:03.3,-0.219,-0.268,-1.319,1.364
10:03.3,-0.233,-0.245,-1.136,1.185
10:03.3,-0.238,-0.267,-0.986,1.049
10:03.3,-0.171,-0.302,-0.879,0.945
10:03.3,-0.074,-0.322,-0.82,0.884
10:03.3,0.02,-0.387,-0.66,0.765
10:03.4,0.089,-0.413,-0.523,0.672
10:03.4,0.105,-0.227,-0.564,0.617
10:03.4,0.075,-0.354,-0.374,0.52
10:03.4,0.244,-0.342,-0.581,0.717
10:03.4,0.244,-0.342,-0.581,0.717
10:03.4,0.166,-0.197,-0.582,0.636
10:03.4,0.068,-0.112,-0.663,0.676
10:03.4,0.037,-0.148,-0.6,0.619
10:03.4,0.071,-0.224,-0.486,0.54
10:03.4,0.094,-0.202,-0.399,0.457
10:03.5,0.149,-0.169,-0.308,0.382
10:03.5,0.218,-0.176,-0.284,0.399
10:03.5,0.263,-0.199,-0.518,0.614
10:03.5,0.231,-0.306,-0.263,0.465
10:03.5,0.231,-0.306,-0.263,0.465
10:03.5,0.299,-0.366,-0.24,0.53
10:03.5,0.332,-0.404,-0.658,0.84
10:03.5,0.529,-0.525,-0.892,1.162
10:03.5,0.581,-0.752,-1.047,1.414
10:03.5,0.543,-0.845,-1.215,1.576
10:03.6,0.517,-0.932,-1.261,1.651
10:03.6,0.453,-0.878,-1.171,1.532
10:03.6,0.445,-0.725,-1.147,1.428
10:03.6,0.801,-0.384,-1.135,1.441
10:03.6,0.801,-0.384,-1.135,1.441
10:03.6,0.869,-0.469,-1.054,1.444
10:03.6,0.633,-0.716,-1.043,1.415
10:03.6,0.416,-0.657,-1.014,1.278
10:03.6,0.373,-0.525,-0.788,1.018
10:03.6,0.452,-0.436,-0.745,0.974
10:03.7,0.523,-0.357,-0.951,1.143
10:03.7,0.534,-0.379,-1.076,1.26
10:03.7,0.526,-0.43,-1.158,1.343
10:03.7,0.44,-0.552,-0.974,1.203
10:03.7,0.44,-0.552,-0.974,1.203
10:03.7,0.315,-0.518,-0.799,1.003
10:03.7,0.173,-0.397,-0.774,0.887
10:03.7,0.077,-0.288,-0.743,0.801
10:03.7,-0.003,-0.23,-0.697,0.734
10:03.7,-0.047,-0.179,-0.732,0.755
10:03.8,-0.067,-0.146,-0.777,0.793
10:03.8,-0.105,-0.13,-0.73,0.749
10:03.8,-0.135,-0.122,-0.638,0.663
10:03.8,-0.082,-0.036,-0.439,0.448
10:03.8,-0.082,-0.036,-0.439,0.448
10:03.8,-0.074,-0.024,-0.397,0.405
10:03.8,-0.124,-0.042,-0.504,0.521
10:03.8,-0.183,-0.009,-0.611,0.638
10:03.8,-0.188,0.01,-0.566,0.596
10:03.8,-0.144,-0.006,-0.503,0.523
10:03.9,-0.133,-0.054,-0.477,0.498
10:03.9,-0.108,-0.151,-0.442,0.479
10:03.9,-0.126,-0.247,-0.475,0.55
10:03.9,-0.196,-0.387,-0.508,0.668
10:03.9,-0.196,-0.387,-0.508,0.668
10:03.9,-0.241,-0.44,-0.455,0.677
10:03.9,-0.219,-0.456,-0.465,0.687
10:03.9,-0.157,-0.52,-0.458,0.711
10:03.9,-0.089,-0.609,-0.42,0.745
10:03.9,0.012,-0.765,-0.418,0.872
10:04.0,0.159,-1.006,-0.388,1.09
10:04.0,0.151,-1.014,-0.44,1.116
10:04.0,0.01,-0.954,-0.518,1.086
10:04.0,-0.184,-0.767,-0.965,1.246
10:04.0,-0.184,-0.767,-0.965,1.246
10:04.0,-0.19,-0.705,-1.287,1.48
10:04.0,-0.124,-0.633,-1.614,1.738
10:04.0,-0.058,-0.505,-1.916,1.982
10:04.0,-0.058,-0.403,-2.11,2.149
10:04.0,-0.043,-0.365,-2.1,2.132
10:04.1,-0.047,-0.337,-1.92,1.95
10:04.1,-0.106,-0.336,-1.638,1.675
10:04.1,-0.197,-0.368,-1.32,1.384
10:04.1,-0.264,-0.326,-0.68,0.799
10:04.1,-0.264,-0.326,-0.68,0.799
10:04.1,-0.405,-0.334,-0.584,0.785
10:04.1,-0.412,-0.437,-0.275,0.661
10:04.1,-0.31,-0.462,-0.234,0.604
10:04.1,-0.257,-0.251,-0.311,0.475
10:04.1,-0.273,-0.132,-0.281,0.413
10:04.2,-0.304,-0.149,-0.264,0.429
10:04.2,-0.262,-0.09,-0.263,0.382
10:04.2,-0.166,-0.027,-0.305,0.348
10:04.2,-0.185,0.089,-0.495,0.536
10:04.2,-0.185,0.089,-0.495,0.536
10:04.2,-0.136,0.128,-0.591,0.62
10:04.2,-0.031,0.045,-0.733,0.735
10:04.2,0.143,0.028,-0.716,0.731
10:04.2,0.219,0.091,-0.528,0.579
10:04.2,0.221,0.114,-0.459,0.522
10:04.3,0.19,0.182,-0.407,0.485
10:04.3,0.089,0.174,-0.431,0.473
10:04.3,-0.089,0.163,-0.364,0.409
10:04.3,-0.382,-0.096,-0.164,0.427
10:04.3,-0.382,-0.096,-0.164,0.427
10:04.3,-0.463,-0.228,-0.52,0.733
10:04.3,-0.579,-0.343,-0.696,0.968
10:04.3,-0.787,-0.334,-1.027,1.336
10:04.3,-1.061,-0.321,-1.571,1.923
10:04.3,-1.256,-0.178,-1.807,2.208
10:04.4,-1.445,-0.079,-1.948,2.427
10:04.4,-1.573,-0.002,-2.019,2.559
10:04.4,-1.579,0.004,-2.017,2.562
10:04.4,-1.405,0.008,-1.887,2.353
10:04.4,-1.405,0.008,-1.887,2.353
10:04.4,-1.266,0.007,-1.753,2.162
10:04.4,-1.127,0.009,-1.538,1.907
10:04.4,-0.985,-0.062,-1.353,1.675
10:04.4,-0.879,-0.116,-1.135,1.44
10:04.4,-0.817,-0.156,-0.961,1.271
10:04.5,-0.772,-0.171,-0.822,1.141
10:04.5,-0.689,-0.134,-0.639,0.949
10:04.5,-0.605,-0.1,-0.441,0.755
10:04.5,-0.484,0,-0.179,0.516
10:04.5,-0.484,0,-0.179,0.516
10:04.5,-0.421,0.056,-0.091,0.434
10:04.5,-0.315,0.178,-0.016,0.362
10:04.5,-0.292,0.152,-0.053,0.333
10:04.5,-0.278,0.112,-0.171,0.345
10:04.5,-0.311,0.17,-0.234,0.425
10:04.6,-0.38,0.192,-0.229,0.483
10:04.6,-0.466,0.099,-0.566,0.74
10:04.6,-0.632,0.041,-0.817,1.034
10:04.6,-0.671,0.094,-0.637,0.93
10:04.6,-0.671,0.094,-0.637,0.93
10:04.6,-0.79,-0.039,-0.566,0.973
10:04.6,-1,-0.2,-0.634,1.201
10:04.6,-1.04,-0.33,-0.564,1.228
10:04.6,-0.962,-0.225,-0.447,1.084
10:04.6,-0.914,-0.237,-0.472,1.056
10:04.7,-0.866,-0.196,-0.47,1.005
10:04.7,-0.926,-0.286,-0.577,1.128
10:04.7,-1.104,-0.283,-0.762,1.371
10:04.7,-1.313,-0.29,-0.91,1.624
10:04.7,-1.313,-0.29,-0.91,1.624
10:04.7,-1.421,-0.26,-0.955,1.732
10:04.7,-1.537,-0.206,-1.04,1.867
10:04.7,-1.67,-0.13,-1.19,2.055
10:04.7,-1.725,-0.076,-1.365,2.201
10:04.7,-1.635,-0.054,-1.458,2.191
10:04.8,-1.463,-0.036,-1.418,2.038
10:04.8,-1.258,0.012,-1.203,1.741
10:04.8,-1.071,0.024,-0.918,1.411
10:04.8,-0.835,0.049,-0.439,0.945
10:04.8,-0.835,0.049,-0.439,0.945
10:04.8,-0.751,0.064,-0.286,0.806
10:04.8,-0.681,0.126,-0.236,0.732
10:04.8,-0.598,0.18,-0.189,0.652
10:04.8,-0.552,0.168,-0.144,0.595
10:04.8,-0.496,0.182,-0.034,0.529
10:04.8,-0.44,0.215,-0.077,0.496
10:04.9,-0.364,0.218,-0.163,0.455
10:04.9,-0.207,0.265,-0.191,0.387
10:04.9,-0.029,0.251,-0.24,0.348
10:04.9,-0.029,0.251,-0.24,0.348
10:04.9,0.083,0.175,-0.22,0.293
10:04.9,0.19,0.186,-0.107,0.287
10:04.9,0.271,0.201,0.013,0.338
10:04.9,0.23,0.182,0.023,0.294
10:04.9,0.315,0.198,0.039,0.374
10:04.9,0.378,0.213,0.043,0.436
10:05.0,0.378,0.164,0.008,0.412
10:05.0,0.383,0.156,0.004,0.414
10:05.0,0.282,0.205,-0.114,0.367
10:05.0,0.282,0.205,-0.114,0.367
10:05.0,0.173,0.097,-0.207,0.287
10:05.0,0.078,0.204,-0.138,0.258
10:05.0,-0.077,0.281,-0.285,0.408
10:05.0,-0.277,0.274,-0.38,0.544
10:05.0,-0.537,0.433,-0.475,0.838
10:05.0,-0.99,0.691,-0.682,1.387
10:05.1,-1.38,0.995,-0.744,1.857
10:05.1,-1.568,1.251,-0.576,2.087
10:05.1,-1.476,0.808,-0.481,1.75
10:05.1,-1.476,0.808,-0.481,1.75
