time,gFx,gFy,gFz,acc
09:13.1,0.062,-0.366,-1.703,1.743
09:13.1,0.076,-0.358,-1.667,1.707
09:13.1,0.092,-0.345,-1.607,1.646
09:13.2,0.116,-0.305,-1.57,1.604
09:13.2,0.117,-0.297,-1.419,1.454
09:13.2,0.091,-0.301,-1.269,1.307
09:13.2,-0.002,-0.179,-0.944,0.961
09:13.2,-0.002,-0.179,-0.944,0.961
09:13.2,-0.032,-0.21,-0.807,0.834
09:13.2,-0.089,-0.207,-0.678,0.714
09:13.2,-0.159,-0.194,-0.557,0.611
09:13.2,-0.24,-0.177,-0.44,0.532
09:13.2,-0.294,-0.122,-0.349,0.472
09:13.3,-0.345,-0.038,-0.339,0.485
09:13.3,-0.387,0.017,-0.368,0.534
09:13.3,-0.354,0.049,-0.394,0.532
09:13.3,-0.235,0.097,-0.406,0.479
09:13.3,-0.235,0.097,-0.406,0.479
09:13.3,-0.185,0.121,-0.403,0.46
09:13.3,-0.138,0.121,-0.392,0.433
09:13.3,-0.065,0.061,-0.408,0.418
09:13.3,0.015,-0.059,-0.468,0.472
09:13.3,0.092,-0.144,-0.637,0.66
09:13.4,0.079,-0.213,-0.64,0.679
09:13.4,-0.021,-0.283,-0.545,0.614
09:13.4,-0.121,-0.363,-0.55,0.67
09:13.4,-0.036,-0.489,-1.03,1.141
09:13.4,-0.036,-0.489,-1.03,1.141
09:13.4,0.101,-0.553,-1.312,1.427
09:13.4,0.31,-0.694,-1.234,1.449
09:13.4,0.438,-0.948,-1.142,1.547
09:13.4,0.311,-1.085,-1.229,1.669
09:13.4,-0.038,-0.734,-1.138,1.355
09:13.5,-0.281,-0.296,-1.236,1.302
09:13.5,-0.281,-0.237,-1.189,1.245
09:13.5,-0.084,-0.449,-1.286,1.365
09:13.5,0,-0.558,-1.359,1.469
09:13.5,-0.07,-0.564,-1.282,1.402
09:13.5,-0.07,-0.564,-1.282,1.402
09:13.5,-0.165,-0.564,-1.236,1.369
09:13.5,-0.217,-0.422,-1.146,1.24
09:13.5,-0.195,-0.358,-0.911,0.998
09:13.5,-0.156,-0.346,-0.672,0.772
09:13.6,-0.073,-0.342,-0.349,0.494
09:13.6,-0.02,-0.397,-0.138,0.421
09:13.6,-0.105,-0.383,-0.346,0.527
09:13.6,-0.044,-0.135,-0.402,0.426
09:13.6,-0.044,-0.135,-0.402,0.426
09:13.6,0.051,-0.04,-0.534,0.538
09:13.6,0.101,0.08,-0.56,0.575
09:13.6,0.181,-0.011,-0.403,0.442
09:13.6,0.169,-0.062,-0.324,0.371
09:13.6,-0.018,-0.084,-0.29,0.302
09:13.7,0.078,-0.101,-0.055,0.139
09:13.7,0.111,-0.106,-0.107,0.187
09:13.7,0.064,-0.06,-0.271,0.285
09:13.7,-0.087,-0.068,-0.53,0.541
09:13.7,-0.087,-0.068,-0.53,0.541
09:13.7,-0.145,-0.169,-0.501,0.548
09:13.7,-0.237,-0.219,-0.477,0.576
09:13.7,-0.32,-0.256,-0.625,0.747
09:13.7,-0.418,-0.302,-0.956,1.086
09:13.7,-0.493,-0.34,-1.267,1.401
09:13.8,-0.491,-0.289,-1.477,1.583
09:13.8,-0.566,-0.142,-1.58,1.684
09:13.8,-0.684,0.007,-1.583,1.724
09:13.8,-0.845,0.183,-1.307,1.567
09:13.8,-0.845,0.183,-1.307,1.567
09:13.8,-0.74,0.167,-1.134,1.364
09:13.8,-0.692,0.261,-1.037,1.274
09:13.8,-0.67,0.384,-1.129,1.368
09:13.8,-0.639,0.46,-1.265,1.49
09:13.8,-0.641,0.499,-1.259,1.498
09:13.9,-0.744,0.505,-1.163,1.47
09:13.9,-0.86,0.414,-1.024,1.4
09:13.9,-0.969,0.355,-0.894,1.365
09:13.9,-0.903,0.241,-0.93,1.318
09:13.9,-0.903,0.241,-0.93,1.318
09:13.9,-0.749,0.212,-1.068,1.322
09:13.9,-0.561,0.158,-1.103,1.248
09:13.9,-0.438,0.084,-0.97,1.068
09:13.9,-0.389,-0.042,-0.758,0.853
09:13.9,-0.473,-0.107,-0.564,0.744
09:14.0,-0.397,-0.177,-0.244,0.498
09:14.0,-0.489,-0.201,-0.301,0.608
09:14.0,-0.49,-0.17,-0.38,0.643
09:14.0,-0.828,-0.118,-0.886,1.218
09:14.0,-0.828,-0.118,-0.886,1.218
09:14.0,-0.897,-0.07,-0.89,1.266
09:14.0,-1.077,0.023,-1.021,1.484
09:14.0,-1.076,0.049,-1.01,1.477
09:14.0,-1.096,0.027,-1.117,1.565
09:14.0,-1.123,0.005,-1.387,1.785
09:14.1,-1.022,0.046,-1.426,1.755
09:14.1,-1.056,0.179,-1.483,1.829
09:14.1,-1.028,0.276,-1.269,1.656
09:14.1,-0.915,0.266,-0.865,1.287
09:14.1,-0.915,0.266,-0.865,1.287
09:14.1,-0.798,0.222,-0.903,1.225
09:14.1,-0.575,0.388,-0.6,0.917
09:14.1,-0.591,0.239,-0.908,1.109
09:14.1,-0.392,0.188,-0.765,0.88
09:14.1,-0.105,0.834,-0.033,0.841
09:14.2,-0.319,0.618,-0.447,0.827
09:14.2,-0.411,0.301,-0.571,0.765
09:14.2,-0.439,0.526,-0.133,0.698
09:14.2,-0.483,0.36,0.065,0.606
09:14.2,-0.483,0.36,0.065,0.606
09:14.2,-0.442,0.308,0.117,0.551
09:14.2,-0.336,0.277,0.102,0.447
09:14.2,-0.145,0.285,0.045,0.323
09:14.2,0.069,0.274,-0.182,0.336
09:14.2,0.182,0.389,-0.352,0.555
09:14.3,0.216,0.467,-0.294,0.593
09:14.3,0.149,0.308,-0.116,0.361
09:14.3,0.069,0.223,0.04,0.237
09:14.3,-0.094,0.268,-0.417,0.505
09:14.3,-0.094,0.268,-0.417,0.505
09:14.3,0.053,0.189,-0.164,0.256
09:14.3,0.047,0.242,-0.217,0.328
09:14.3,-0.134,0.284,-0.303,0.436
09:14.3,-0.358,0.261,-0.297,0.533
09:14.3,-0.562,0.333,-0.297,0.718
09:14.3,-0.767,0.53,-0.351,0.996
09:14.4,-0.918,0.762,-0.471,1.283
09:14.4,-0.997,1.185,-0.571,1.651
09:14.4,-1.222,0.984,-0.72,1.726
09:14.4,-1.222,0.984,-0.72,1.726
09:14.4,-1.409,1.054,-0.55,1.844
09:14.4,-1.525,1.217,-0.322,1.977
09:14.4,-1.573,1.438,-0.189,2.14
09:14.4,-1.422,1.562,-0.119,2.116
09:14.4,-1.158,1.652,-0.221,2.03
09:14.4,-1.065,1.693,-0.382,2.036
09:14.5,-1.068,1.698,-0.514,2.071
09:14.5,-1.155,1.434,-0.61,1.94
09:14.5,-0.908,1.17,-0.512,1.567
09:14.5,-0.908,1.17,-0.512,1.567
09:14.5,-0.908,1.17,-0.512,1.567
09:14.5,-0.908,1.17,-0.512,1.567
09:14.5,-0.823,1,-0.294,1.328
09:14.5,-0.811,0.856,-0.054,1.18
09:14.5,-0.864,0.691,0.176,1.12
09:14.5,-1.04,0.502,0.168,1.167
09:14.6,-1.868,0.208,-0.113,1.883
09:14.6,-1.028,-0.9,2.251,2.633
09:14.6,-0.715,-0.112,1.226,1.424
09:14.6,-0.715,-0.112,1.226,1.424
09:14.6,-0.357,0.617,-0.14,0.726
09:14.6,-0.018,0.764,-0.475,0.9
09:14.6,-0.316,0.615,-0.548,0.882
09:14.6,-0.608,0.712,-0.597,1.11
09:14.6,-0.549,0.535,-0.487,0.908
09:14.8,-0.564,1.064,-0.286,1.238
09:14.8,-0.564,1.064,-0.286,1.238
09:14.8,-0.564,1.064,-0.286,1.238
09:14.8,-0.564,1.064,-0.286,1.238
09:14.8,-0.564,1.064,-0.286,1.238
09:14.8,-0.564,1.064,-0.286,1.238
09:14.8,-0.564,1.064,-0.286,1.238
09:14.8,-0.564,1.064,-0.286,1.238
09:14.8,-0.564,1.064,-0.286,1.238
09:14.8,-0.564,1.064,-0.286,1.238
09:14.8,-0.564,1.064,-0.286,1.238
09:14.8,-0.564,1.064,-0.286,1.238
09:14.8,-0.594,0.965,-0.184,1.148
09:14.8,-0.485,0.777,-0.093,0.921
09:14.8,-0.37,0.643,-0.081,0.746
09:14.8,-0.307,0.764,-0.238,0.857
09:14.8,-0.292,0.536,-0.3,0.68
09:14.8,-0.258,0.431,-0.318,0.595
09:14.8,-0.221,0.4,-0.35,0.576
09:14.8,-0.248,0.376,-0.295,0.538
09:14.8,-0.262,0.388,-0.221,0.518
09:14.9,-0.253,0.374,-0.184,0.488
09:14.9,-0.244,0.346,-0.151,0.45
09:41.6,-0.233,0.235,-0.166,0.37
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,-0.043,-0.28,-0.261,0.385
09:41.6,0.197,-0.252,-0.354,0.477
