time,gFx,gFy,gFz,acc
13:16.7,0.041,-0.334,-0.78,0.849
13:16.7,0.024,-0.396,-0.812,0.904
13:16.7,0.024,-0.396,-0.812,0.904
13:16.7,0.091,-0.47,-0.766,0.903
13:16.7,0.131,-0.508,-0.66,0.843
13:16.7,0.132,-0.481,-0.656,0.824
13:16.7,0.119,-0.511,-0.682,0.86
13:16.7,0.091,-0.57,-0.722,0.924
13:16.7,0.074,-0.615,-0.694,0.93
13:16.7,0.052,-0.625,-0.67,0.918
13:16.8,0.026,-0.626,-0.693,0.934
13:16.8,0.049,-0.553,-0.765,0.945
13:16.8,0.049,-0.553,-0.765,0.945
13:16.8,0.049,-0.553,-0.765,0.945
13:16.8,0.035,-0.531,-0.777,0.942
13:16.8,0.024,-0.507,-0.785,0.935
13:16.8,0.025,-0.473,-0.817,0.944
13:16.8,0.056,-0.446,-0.868,0.977
13:16.8,0.102,-0.43,-0.88,0.985
13:16.8,0.14,-0.415,-0.85,0.956
13:16.9,0.165,-0.415,-0.823,0.936
13:16.9,0.178,-0.465,-0.896,1.025
13:16.9,0.178,-0.465,-0.896,1.025
13:16.9,0.178,-0.465,-0.896,1.025
13:16.9,0.17,-0.472,-0.918,1.046
13:16.9,0.163,-0.472,-0.964,1.086
13:16.9,0.152,-0.468,-1.036,1.147
13:16.9,0.135,-0.449,-1.119,1.213
13:16.9,0.096,-0.418,-1.236,1.308
13:16.9,0.039,-0.417,-1.322,1.387
13:17.0,-0.029,-0.394,-1.347,1.404
13:17.0,-0.163,-0.278,-1.287,1.327
13:17.0,-0.163,-0.278,-1.287,1.327
13:17.0,-0.163,-0.278,-1.287,1.327
13:17.0,-0.15,-0.265,-1.29,1.325
13:17.0,-0.132,-0.26,-1.263,1.296
13:17.0,-0.111,-0.258,-1.197,1.23
13:17.0,-0.066,-0.245,-1.181,1.208
13:17.0,-0.003,-0.241,-1.193,1.217
13:17.0,0.047,-0.219,-1.205,1.226
13:17.1,0.081,-0.172,-1.205,1.22
13:17.1,0.013,-0.078,-1.027,1.03
13:17.1,0.013,-0.078,-1.027,1.03
13:17.1,0.013,-0.078,-1.027,1.03
13:17.1,-0.018,-0.069,-0.968,0.971
13:17.1,-0.049,-0.064,-0.91,0.914
13:17.1,-0.08,-0.048,-0.9,0.905
13:17.1,-0.112,-0.036,-0.924,0.931
13:17.1,-0.135,-0.037,-0.957,0.967
13:17.1,-0.144,-0.047,-1.013,1.024
13:17.2,-0.139,-0.057,-1.063,1.074
13:17.2,-0.128,-0.054,-1.048,1.057
13:17.2,-0.178,0.004,-0.923,0.94
13:17.2,-0.178,0.004,-0.923,0.94
13:17.2,-0.228,0.036,-0.824,0.856
13:17.2,-0.27,0.041,-0.774,0.821
13:17.2,-0.299,0.001,-0.813,0.866
13:17.2,-0.313,-0.069,-0.889,0.945
13:17.2,-0.302,-0.124,-0.874,0.933
13:17.2,-0.273,-0.124,-0.799,0.853
13:17.3,-0.236,-0.106,-0.776,0.818
13:17.3,-0.19,-0.342,-0.997,1.071
13:17.3,-0.19,-0.342,-0.997,1.071
13:17.3,-0.19,-0.342,-0.997,1.071
13:17.3,-0.204,-0.319,-1.128,1.19
13:17.3,-0.197,-0.27,-1.243,1.287
13:17.3,-0.173,-0.217,-1.331,1.36
13:17.3,-0.112,-0.173,-1.331,1.347
13:17.3,-0.025,-0.145,-1.29,1.298
13:17.4,0.075,-0.155,-1.236,1.248
13:17.4,0.137,-0.216,-1.159,1.187
13:17.4,0.193,-0.424,-1.138,1.23
13:17.4,0.193,-0.424,-1.138,1.23
13:17.4,0.193,-0.424,-1.138,1.23
13:17.4,0.211,-0.496,-1.101,1.226
13:17.4,0.245,-0.544,-1.03,1.19
13:17.4,0.305,-0.58,-0.949,1.153
13:17.4,0.387,-0.63,-0.882,1.151
13:17.4,0.475,-0.71,-0.819,1.183
13:17.5,0.553,-0.8,-0.759,1.234
13:17.5,0.614,-0.845,-0.71,1.263
13:17.5,0.652,-0.868,-0.622,1.251
13:17.5,0.652,-0.868,-0.622,1.251
13:17.5,0.652,-0.868,-0.622,1.251
13:17.5,0.642,-0.863,-0.71,1.289
13:17.5,0.659,-0.842,-0.796,1.333
13:17.5,0.681,-0.785,-0.879,1.361
13:17.5,0.68,-0.692,-0.996,1.39
13:17.5,0.626,-0.568,-1.088,1.378
13:17.6,0.54,-0.433,-1.112,1.31
13:17.6,0.452,-0.325,-1.055,1.193
13:17.6,0.232,-0.104,-1.241,1.267
13:17.6,0.232,-0.104,-1.241,1.267
13:17.6,0.232,-0.104,-1.241,1.267
13:17.6,0.246,-0.015,-1.264,1.288
13:17.6,0.329,0.01,-1.351,1.391
13:17.6,0.367,0.033,-1.401,1.449
13:17.6,0.287,0.119,-1.399,1.433
13:17.6,0.19,0.17,-1.409,1.432
13:17.7,0.097,0.144,-1.471,1.481
13:17.7,-0.03,0.104,-1.505,1.509
13:17.7,-0.15,0.005,-1.197,1.206
13:17.7,-0.15,0.005,-1.197,1.206
13:17.7,-0.15,0.005,-1.197,1.206
13:17.7,-0.109,-0.085,-1.064,1.073
13:17.7,-0.065,-0.189,-0.902,0.924
13:17.7,-0.037,-0.303,-0.812,0.867
13:17.7,-0.082,-0.405,-0.802,0.902
13:17.7,-0.188,-0.441,-0.835,0.963
13:17.8,-0.291,-0.442,-0.836,0.989
13:17.8,-0.35,-0.434,-0.81,0.983
13:17.8,-0.309,-0.375,-0.552,0.735
13:17.8,-0.309,-0.375,-0.552,0.735
13:17.8,-0.309,-0.375,-0.552,0.735
13:17.8,-0.272,-0.367,-0.52,0.692
13:17.8,-0.235,-0.369,-0.509,0.671
13:17.8,-0.213,-0.354,-0.498,0.647
13:17.8,-0.212,-0.373,-0.51,0.666
13:17.8,-0.258,-0.401,-0.577,0.749
13:17.9,-0.34,-0.382,-0.683,0.853
13:17.9,-0.379,-0.364,-0.784,0.944
13:17.9,-0.376,-0.318,-0.862,0.993
13:17.9,-0.395,-0.132,-0.931,1.02
13:17.9,-0.395,-0.132,-0.931,1.02
13:17.9,-0.405,-0.021,-0.943,1.027
13:17.9,-0.44,0.094,-0.984,1.082
13:17.9,-0.473,0.197,-1.088,1.203
13:17.9,-0.496,0.266,-1.194,1.32
13:17.9,-0.511,0.288,-1.242,1.374
13:18.0,-0.499,0.243,-1.202,1.324
13:18.0,-0.466,0.161,-1.085,1.192
13:18.0,-0.23,-0.197,-0.479,0.567
13:18.0,-0.23,-0.197,-0.479,0.567
13:18.0,-0.23,-0.197,-0.479,0.567
13:18.0,-0.187,-0.404,-0.573,0.726
13:18.0,-0.228,-0.456,-0.904,1.038
13:18.0,-0.298,-0.399,-1.354,1.443
13:18.0,-0.34,-0.428,-1.763,1.846
13:18.0,-0.411,-0.45,-2.087,2.174
13:18.1,-0.478,-0.472,-2.275,2.372
13:18.1,-0.488,-0.482,-2.228,2.331
13:18.1,-0.178,-0.486,-1.298,1.397
13:18.1,-0.178,-0.486,-1.298,1.397
13:18.1,-0.178,-0.486,-1.298,1.397
13:18.1,-0.02,-0.434,-0.948,1.043
13:18.1,0.14,-0.391,-0.686,0.802
13:18.1,0.337,-0.388,-0.515,0.728
13:18.1,0.577,-0.463,-0.442,0.862
13:18.1,0.807,-0.579,-0.41,1.075
13:18.2,1.011,-0.699,-0.36,1.281
13:18.2,1.137,-0.79,-0.314,1.42
13:18.2,0.998,-0.889,-0.338,1.379
13:18.2,0.998,-0.889,-0.338,1.379
13:18.2,0.998,-0.889,-0.338,1.379
13:18.2,0.887,-0.889,-0.345,1.302
13:18.2,0.788,-0.85,-0.314,1.201
13:18.2,0.692,-0.804,-0.3,1.102
13:18.2,0.604,-0.748,-0.345,1.021
13:18.2,0.522,-0.697,-0.49,0.999
13:18.3,0.445,-0.655,-0.733,1.079
13:18.3,0.413,-0.604,-1.07,1.296
13:18.3,0.325,-0.35,-2.06,2.115
13:18.3,0.325,-0.35,-2.06,2.115
13:18.3,0.325,-0.35,-2.06,2.115
13:18.3,0.185,-0.214,-2.169,2.187
13:18.3,-0.022,-0.139,-2.116,2.121
13:18.3,-0.234,-0.179,-1.932,1.954
13:18.3,-0.369,-0.362,-1.748,1.823
13:18.3,-0.492,-0.533,-1.617,1.772
13:18.4,-0.67,-0.528,-1.623,1.834
13:18.4,-0.744,-0.483,-1.684,1.903
13:18.4,-0.526,-0.041,-1.745,1.823
13:18.4,-0.526,-0.041,-1.745,1.823
13:18.4,-0.526,-0.041,-1.745,1.823
13:18.4,-0.323,-0.022,-1.612,1.644
13:18.4,-0.177,-0.099,-1.483,1.497
13:18.4,-0.135,-0.186,-1.391,1.41
13:18.4,-0.192,-0.194,-1.278,1.307
13:18.4,-0.262,-0.192,-1.147,1.192
13:18.5,-0.332,-0.163,-0.959,1.028
13:18.5,-0.372,-0.096,-0.691,0.791
13:18.5,-0.385,0.037,-0.265,0.469
13:18.5,-0.385,0.037,-0.265,0.469
13:18.5,-0.385,0.037,-0.265,0.469
13:18.5,-0.387,0.05,-0.312,0.5
13:18.5,-0.444,0.105,-0.338,0.568
13:18.5,-0.515,0.171,-0.35,0.646
13:18.5,-0.565,0.223,-0.299,0.677
13:18.5,-0.566,0.272,-0.204,0.66
13:18.6,-0.527,0.311,-0.076,0.617
13:18.6,-0.477,0.353,0.026,0.594
13:18.6,-0.358,0.485,0.169,0.626
13:18.6,-0.358,0.485,0.169,0.626
13:18.6,-0.358,0.485,0.169,0.626
13:18.6,-0.314,0.52,0.212,0.643
13:18.6,-0.257,0.507,0.214,0.607
13:18.6,-0.231,0.462,0.121,0.531
13:18.6,-0.221,0.369,-0.031,0.431
13:18.6,-0.204,0.253,-0.229,0.398
13:18.7,-0.172,0.149,-0.424,0.481
13:18.7,-0.116,0.057,-0.503,0.519
13:18.7,0.099,-0.473,-1.76,1.825
13:18.7,0.099,-0.473,-1.76,1.825
13:18.7,0.099,-0.473,-1.76,1.825
13:18.7,0.091,-0.518,-2.521,2.575
13:18.7,0.098,-0.511,-3.231,3.273
13:18.7,0.113,-0.525,-3.635,3.674
13:18.7,0.048,-0.574,-3.712,3.756
13:18.7,-0.065,-0.643,-3.444,3.504
13:18.8,-0.119,-0.739,-2.947,3.041
13:18.8,-0.132,-0.771,-2.375,2.5
13:18.8,0.007,-0.646,-1.035,1.22
13:18.8,0.007,-0.646,-1.035,1.22
13:18.8,0.007,-0.646,-1.035,1.22
13:18.8,0.078,-0.499,-0.683,0.849
13:18.8,0.157,-0.371,-0.36,0.54
13:18.8,0.229,-0.303,-0.075,0.387
13:18.8,0.269,-0.299,0.176,0.439
13:18.8,0.275,-0.327,0.394,0.581
13:18.9,0.307,-0.383,0.516,0.712
13:18.9,0.356,-0.449,0.527,0.779
13:18.9,0.44,-0.524,0.465,0.827
13:18.9,0.592,-0.647,0.279,0.92
13:18.9,0.592,-0.647,0.279,0.92
13:18.9,0.645,-0.701,0.152,0.965
13:18.9,0.734,-0.763,0.035,1.059
13:18.9,0.831,-0.818,-0.11,1.171
13:18.9,0.898,-0.836,-0.328,1.27
13:18.9,0.93,-0.813,-0.666,1.403
13:19.0,0.955,-0.791,-1.132,1.679
13:19.0,1.008,-0.732,-1.627,2.049
13:19.0,1.079,-0.375,-2.19,2.47
13:19.0,1.079,-0.375,-2.19,2.47
13:19.0,1.079,-0.375,-2.19,2.47
13:19.0,1.021,-0.337,-2.081,2.342
13:19.0,1.002,-0.393,-2.093,2.354
13:19.0,1.024,-0.476,-2.186,2.46
13:19.0,1.025,-0.462,-2.383,2.635
13:19.0,0.951,-0.346,-2.683,2.868
13:19.1,0.786,-0.171,-2.897,3.007
13:19.1,0.515,0.067,-2.958,3.003
13:19.1,-0.208,0.19,-2.548,2.564
13:19.1,-0.208,0.19,-2.548,2.564
13:19.1,-0.208,0.19,-2.548,2.564
13:19.1,-0.346,0.209,-2.243,2.279
13:19.1,-0.419,0.197,-1.91,1.965
13:19.1,-0.458,0.134,-1.639,1.707
13:19.1,-0.521,0.078,-1.379,1.476
13:19.1,-0.577,0.046,-1.073,1.219
13:19.2,-0.616,0.015,-0.743,0.965
13:19.2,-0.64,-0.021,-0.442,0.778
13:19.2,-0.661,-0.001,0.204,0.692
13:19.2,-0.661,-0.001,0.204,0.692
13:19.2,-0.661,-0.001,0.204,0.692
13:19.2,-0.679,0.046,0.302,0.745
13:19.2,-0.715,0.072,0.363,0.805
