time,gFx,gFy,gFz
2020-12-09 23:8:15.6810,0.524,-1.075,-0.338,1.243
2020-12-09 23:8:15.6920,0.33,-1.037,-0.448,1.177
2020-12-09 23:8:15.7010,0.115,-0.991,-0.6,1.164
2020-12-09 23:8:15.7360,-0.448,-0.831,-1.205,1.531
2020-12-09 23:8:15.7360,-0.448,-0.831,-1.205,1.531
2020-12-09 23:8:15.7360,-0.448,-0.831,-1.205,1.531
2020-12-09 23:8:15.7400,-0.452,-0.788,-1.337,1.616
2020-12-09 23:8:15.7500,-0.309,-0.845,-1.534,1.778
2020-12-09 23:8:15.7600,-0.128,-0.854,-1.859,2.05
2020-12-09 23:8:15.7710,0.101,-0.886,-2.325,2.49
2020-12-09 23:8:15.7820,0.091,-0.922,-2.939,3.082
2020-12-09 23:8:15.7920,-0.35,-0.633,-3.585,3.657
2020-12-09 23:8:15.8030,-0.833,-0.302,-3.927,4.026
2020-12-09 23:8:15.8310,-1.262,-0.16,-3.192,3.436
2020-12-09 23:8:15.8310,-1.262,-0.16,-3.192,3.436
2020-12-09 23:8:15.8320,-1.355,-0.061,-2.641,2.969
2020-12-09 23:8:15.8420,-1.34,0.036,-2.127,2.514
2020-12-09 23:8:15.8510,-1.141,0.058,-1.697,2.046
2020-12-09 23:8:15.8610,-0.872,0.095,-1.332,1.595
2020-12-09 23:8:15.8710,-0.548,0.093,-0.971,1.119
2020-12-09 23:8:15.8820,-0.289,0.096,-0.63,0.7
2020-12-09 23:8:15.8920,-0.128,0.083,-0.333,0.366
2020-12-09 23:8:15.9010,-0.059,0.051,-0.118,0.141
2020-12-09 23:8:15.9340,-0.304,0.122,0.436,0.545
2020-12-09 23:8:15.9340,-0.304,0.122,0.436,0.545
2020-12-09 23:8:15.9340,-0.304,0.122,0.436,0.545
2020-12-09 23:8:15.9410,-0.405,0.139,0.628,0.76
2020-12-09 23:8:15.9510,-0.488,0.149,0.784,0.935
2020-12-09 23:8:15.9610,-0.631,0.208,0.873,1.097
2020-12-09 23:8:15.9720,-0.825,0.31,0.867,1.236
2020-12-09 23:8:15.9820,-0.982,0.388,0.771,1.307
2020-12-09 23:8:15.9920,-1.023,0.377,0.651,1.27
2020-12-09 23:8:16.0020,-0.99,0.376,0.568,1.202
2020-12-09 23:8:16.0350,-0.719,0.596,0.327,0.989
2020-12-09 23:8:16.0360,-0.719,0.596,0.327,0.989
2020-12-09 23:8:16.0360,-0.719,0.596,0.327,0.989
2020-12-09 23:8:16.0410,-0.664,0.647,0.16,0.941
2020-12-09 23:8:16.0510,-0.645,0.656,-0.121,0.928
2020-12-09 23:8:16.0610,-0.657,0.611,-0.463,1.01
2020-12-09 23:8:16.0730,-0.763,0.558,-0.843,1.267
2020-12-09 23:8:16.0820,-0.9,0.477,-1.158,1.542
2020-12-09 23:8:16.0920,-1.003,0.348,-1.307,1.684
2020-12-09 23:8:16.1020,-1.028,0.183,-1.248,1.627
2020-12-09 23:8:16.1370,-0.498,-0.422,-0.933,1.139
2020-12-09 23:8:16.1380,-0.498,-0.422,-0.933,1.139
2020-12-09 23:8:16.1380,-0.498,-0.422,-0.933,1.139
2020-12-09 23:8:16.1410,-0.549,-0.57,-1.495,1.692
2020-12-09 23:8:16.1510,-0.641,-0.722,-2.236,2.436
2020-12-09 23:8:16.1610,-0.763,-0.887,-2.873,3.102
2020-12-09 23:8:16.1740,-0.932,-1.079,-3.211,3.513
2020-12-09 23:8:16.1830,-1.132,-1.26,-3.184,3.607
2020-12-09 23:8:16.1930,-1.247,-1.394,-2.89,3.442
2020-12-09 23:8:16.2040,-1.276,-1.416,-2.413,3.075
2020-12-09 23:8:16.2330,-0.579,-1.056,-0.988,1.558
2020-12-09 23:8:16.2340,-0.579,-1.056,-0.988,1.558
2020-12-09 23:8:16.2340,-0.579,-1.056,-0.988,1.558
2020-12-09 23:8:16.2410,-0.261,-0.884,-0.675,1.142
2020-12-09 23:8:16.2520,0.027,-0.758,-0.424,0.869
2020-12-09 23:8:16.2620,0.258,-0.669,-0.223,0.751
2020-12-09 23:8:16.2730,0.433,-0.611,-0.086,0.754
2020-12-09 23:8:16.2820,0.577,-0.588,-0.026,0.824
2020-12-09 23:8:16.2930,0.684,-0.571,0.006,0.891
2020-12-09 23:8:16.3020,0.798,-0.578,0.057,0.987
2020-12-09 23:8:16.3370,1.064,-0.614,0.208,1.246
2020-12-09 23:8:16.3370,1.064,-0.614,0.208,1.246
2020-12-09 23:8:16.3370,1.064,-0.614,0.208,1.246
2020-12-09 23:8:16.3410,1.079,-0.589,0.169,1.241
2020-12-09 23:8:16.3520,1.039,-0.544,0.103,1.177
2020-12-09 23:8:16.3620,0.954,-0.485,0.014,1.07
2020-12-09 23:8:16.3730,0.852,-0.443,-0.15,0.972
2020-12-09 23:8:16.3830,0.692,-0.424,-0.428,0.918
2020-12-09 23:8:16.3930,0.468,-0.444,-0.832,1.053
2020-12-09 23:8:16.4030,0.292,-0.523,-1.253,1.389
2020-12-09 23:8:16.4430,-0.107,-0.905,-1.971,2.171
2020-12-09 23:8:16.4430,-0.107,-0.905,-1.971,2.171
2020-12-09 23:8:16.4430,-0.107,-0.905,-1.971,2.171
2020-12-09 23:8:16.4430,-0.107,-0.905,-1.971,2.171
2020-12-09 23:8:16.4530,-0.097,-1.033,-2.106,2.348
2020-12-09 23:8:16.4650,-0.14,-1.159,-2.412,2.68
2020-12-09 23:8:16.4730,-0.48,-1.113,-3.048,3.28
2020-12-09 23:8:16.4840,-1.099,-0.689,-3.726,3.945
2020-12-09 23:8:16.4940,-1.449,-0.323,-3.932,4.203
2020-12-09 23:8:16.5050,-1.435,-0.098,-3.594,3.871
2020-12-09 23:8:16.5330,-0.927,0.074,-2.673,2.83
2020-12-09 23:8:16.5330,-0.927,0.074,-2.673,2.83
2020-12-09 23:8:16.5340,-0.784,0.121,-2.405,2.532
2020-12-09 23:8:16.5450,-0.755,0.128,-2.201,2.33
2020-12-09 23:8:16.5530,-0.788,0.105,-1.902,2.061
2020-12-09 23:8:16.5620,-0.806,0.096,-1.437,1.65
2020-12-09 23:8:16.5730,-0.792,0.069,-0.849,1.163
2020-12-09 23:8:16.5830,-0.807,0.029,-0.216,0.836
2020-12-09 23:8:16.5940,-0.893,0.001,0.309,0.945
2020-12-09 23:8:16.6030,-1.004,-0.011,0.667,1.205
2020-12-09 23:8:16.6360,-0.985,0.104,0.828,1.291
2020-12-09 23:8:16.6360,-0.985,0.104,0.828,1.291
2020-12-09 23:8:16.6360,-0.985,0.104,0.828,1.291
2020-12-09 23:8:16.6420,-0.912,0.202,0.754,1.2
2020-12-09 23:8:16.6520,-0.807,0.302,0.753,1.144
2020-12-09 23:8:16.6620,-0.74,0.41,0.8,1.164
2020-12-09 23:8:16.6730,-0.664,0.498,0.878,1.208
2020-12-09 23:8:16.6840,-0.616,0.626,0.949,1.293
2020-12-09 23:8:16.6940,-0.614,0.79,0.979,1.4
2020-12-09 23:8:16.7040,-0.646,0.949,0.89,1.453
2020-12-09 23:8:16.7370,-0.397,1.109,0.219,1.198
2020-12-09 23:8:16.7370,-0.397,1.109,0.219,1.198
2020-12-09 23:8:16.7370,-0.397,1.109,0.219,1.198
2020-12-09 23:8:16.7430,-0.221,1.064,-0.013,1.087
2020-12-09 23:8:16.7530,-0.095,0.975,-0.288,1.021
2020-12-09 23:8:16.7630,-0.031,0.829,-0.642,1.049
2020-12-09 23:8:16.7730,-0.019,0.611,-1.098,1.257
2020-12-09 23:8:16.7840,-0.016,0.293,-1.488,1.517
2020-12-09 23:8:16.7940,-0.033,0.016,-1.745,1.745
2020-12-09 23:8:16.8040,0.046,-0.379,-1.993,2.029
2020-12-09 23:8:16.8390,-0.884,-0.536,-3.907,4.041
2020-12-09 23:8:16.8400,-0.884,-0.536,-3.907,4.041
2020-12-09 23:8:16.8400,-0.884,-0.536,-3.907,4.041
2020-12-09 23:8:16.8440,-1.197,-0.488,-4.377,4.564
2020-12-09 23:8:16.8560,-1.256,-0.525,-4.205,4.42
2020-12-09 23:8:16.8640,-1.049,-0.649,-3.624,3.828
2020-12-09 23:8:16.8760,-0.806,-0.728,-2.948,3.142
2020-12-09 23:8:16.8850,-0.615,-0.687,-2.311,2.488
2020-12-09 23:8:16.8930,-0.333,-0.655,-1.753,1.901
2020-12-09 23:8:16.9040,0.016,-0.622,-1.193,1.346
2020-12-09 23:8:16.9360,0.515,-0.616,-0.19,0.825
2020-12-09 23:8:16.9360,0.515,-0.616,-0.19,0.825
2020-12-09 23:8:16.9360,0.515,-0.616,-0.19,0.825
2020-12-09 23:8:16.9430,0.441,-0.616,-0.104,0.765
2020-12-09 23:8:16.9530,0.452,-0.614,-0.053,0.764
2020-12-09 23:8:16.9630,0.53,-0.61,-0.094,0.814
2020-12-09 23:8:16.9730,0.632,-0.641,-0.091,0.905
2020-12-09 23:8:16.9840,0.714,-0.694,-0.047,0.997
2020-12-09 23:8:16.9940,0.765,-0.729,0.011,1.057
2020-12-09 23:8:17.0050,0.774,-0.732,0.012,1.065
2020-12-09 23:8:17.0400,0.61,-0.629,-0.413,0.969
2020-12-09 23:8:17.0410,0.61,-0.629,-0.413,0.969
2020-12-09 23:8:17.0410,0.61,-0.629,-0.413,0.969
2020-12-09 23:8:17.0430,0.557,-0.58,-0.647,1.032
2020-12-09 23:8:17.0530,0.52,-0.522,-0.84,1.117
2020-12-09 23:8:17.0630,0.471,-0.445,-0.957,1.156
2020-12-09 23:8:17.0730,0.396,-0.37,-1.007,1.144
2020-12-09 23:8:17.0850,0.3,-0.282,-1.023,1.103
2020-12-09 23:8:17.0940,0.211,-0.207,-1.112,1.151
2020-12-09 23:8:17.1050,0.137,-0.145,-1.303,1.318
2020-12-09 23:8:17.1380,0.171,-0.097,-1.682,1.693
2020-12-09 23:8:17.1380,0.171,-0.097,-1.682,1.693
2020-12-09 23:8:17.1380,0.171,-0.097,-1.682,1.693
2020-12-09 23:8:17.1430,0.239,-0.285,-1.756,1.795
2020-12-09 23:8:17.1530,0.121,-0.287,-1.95,1.975
2020-12-09 23:8:17.1640,-0.053,-0.107,-2.228,2.231
2020-12-09 23:8:17.1740,-0.203,0.123,-2.43,2.442
2020-12-09 23:8:17.1860,-0.197,0.228,-2.552,2.57
2020-12-09 23:8:17.1960,-0.111,0.286,-2.571,2.589
2020-12-09 23:8:17.2060,-0.027,0.259,-2.421,2.435
2020-12-09 23:8:17.2380,-0.312,0.112,-1.761,1.792
2020-12-09 23:8:17.2380,-0.312,0.112,-1.761,1.792
2020-12-09 23:8:17.2380,-0.312,0.112,-1.761,1.792
2020-12-09 23:8:17.2440,-0.474,0.05,-1.483,1.558
2020-12-09 23:8:17.2540,-0.589,-0.015,-1.145,1.288
2020-12-09 23:8:17.2640,-0.639,-0.058,-0.792,1.019
2020-12-09 23:8:17.2740,-0.623,-0.079,-0.475,0.787
2020-12-09 23:8:17.2850,-0.562,-0.086,-0.255,0.623
2020-12-09 23:8:17.2950,-0.496,-0.08,-0.135,0.52
2020-12-09 23:8:17.3050,-0.433,-0.065,-0.091,0.447
2020-12-09 23:8:17.3390,-0.29,0.015,-0.019,0.291
2020-12-09 23:8:17.3390,-0.29,0.015,-0.019,0.291
2020-12-09 23:8:17.3390,-0.29,0.015,-0.019,0.291
2020-12-09 23:8:17.3440,-0.277,0.049,-0.009,0.281
2020-12-09 23:8:17.3540,-0.357,0.146,-0.05,0.389
2020-12-09 23:8:17.3640,-0.45,0.244,-0.072,0.517
2020-12-09 23:8:17.3750,-0.484,0.342,-0.036,0.594
2020-12-09 23:8:17.3850,-0.448,0.425,0.03,0.618
2020-12-09 23:8:17.3950,-0.375,0.485,0.087,0.619
2020-12-09 23:8:17.4050,-0.319,0.527,0.1,0.624
2020-12-09 23:8:17.4400,-0.309,0.518,-0.141,0.619
2020-12-09 23:8:17.4400,-0.309,0.518,-0.141,0.619
2020-12-09 23:8:17.4400,-0.309,0.518,-0.141,0.619
2020-12-09 23:8:17.4440,-0.333,0.446,-0.293,0.629
2020-12-09 23:8:17.4540,-0.357,0.362,-0.452,0.68
2020-12-09 23:8:17.4640,-0.386,0.263,-0.622,0.778
2020-12-09 23:8:17.4750,-0.358,0.108,-0.681,0.777
2020-12-09 23:8:17.4850,-0.252,-0.104,-0.563,0.626
2020-12-09 23:8:17.4950,-0.101,-0.306,-0.451,0.554
2020-12-09 23:8:17.5050,0.038,-0.434,-0.599,0.741
2020-12-09 23:8:17.5380,0.218,-0.401,-2.946,2.981
2020-12-09 23:8:17.5380,0.218,-0.401,-2.946,2.981
2020-12-09 23:8:17.5380,0.218,-0.401,-2.946,2.981
2020-12-09 23:8:17.5450,0.264,-0.142,-3.73,3.742
2020-12-09 23:8:17.5570,0.386,-0.145,-4.071,4.092
2020-12-09 23:8:17.5650,0.33,-0.263,-4.007,4.029
2020-12-09 23:8:17.5770,0.081,-0.392,-3.806,3.827
2020-12-09 23:8:17.5860,-0.183,-0.4,-3.481,3.509
2020-12-09 23:8:17.5970,-0.279,-0.356,-2.925,2.96
2020-12-09 23:8:17.6060,-0.22,-0.312,-2.249,2.281
2020-12-09 23:8:17.6370,0.325,-0.2,-0.38,0.539
2020-12-09 23:8:17.6380,0.325,-0.2,-0.38,0.539
2020-12-09 23:8:17.6380,0.325,-0.2,-0.38,0.539
2020-12-09 23:8:17.6450,0.498,-0.167,-0.018,0.526
2020-12-09 23:8:17.6550,0.631,-0.151,0.186,0.675
2020-12-09 23:8:17.6650,0.721,-0.15,0.271,0.785
2020-12-09 23:8:17.6750,0.779,-0.171,0.275,0.844
2020-12-09 23:8:17.6860,0.809,-0.19,0.221,0.86
2020-12-09 23:8:17.6960,0.804,-0.206,0.173,0.848
2020-12-09 23:8:17.7060,0.764,-0.232,0.157,0.814
2020-12-09 23:8:17.7410,0.629,-0.408,0.201,0.776
2020-12-09 23:8:17.7420,0.629,-0.408,0.201,0.776
2020-12-09 23:8:17.7420,0.629,-0.408,0.201,0.776
2020-12-09 23:8:17.7450,0.508,-0.433,0.236,0.708
2020-12-09 23:8:17.7550,0.341,-0.425,0.256,0.602
2020-12-09 23:8:17.7650,0.159,-0.429,0.217,0.506
2020-12-09 23:8:17.7750,-0.002,-0.432,0.121,0.449
2020-12-09 23:8:17.7860,-0.118,-0.414,-0.063,0.435
2020-12-09 23:8:17.7960,-0.182,-0.426,-0.379,0.599
2020-12-09 23:8:17.8060,-0.184,-0.47,-0.806,0.951
2020-12-09 23:8:17.8390,0.213,-0.9,-2.024,2.225
2020-12-09 23:8:17.8390,0.213,-0.9,-2.024,2.225
2020-12-09 23:8:17.8390,0.213,-0.9,-2.024,2.225
2020-12-09 23:8:17.8450,0.176,-0.912,-2.439,2.61
2020-12-09 23:8:17.8580,-0.064,-0.68,-2.962,3.04
2020-12-09 23:8:17.8680,-0.418,-0.474,-3.447,3.504
2020-12-09 23:8:17.8760,-0.797,-0.258,-3.769,3.861
2020-12-09 23:8:17.8880,-1.063,-0.099,-3.729,3.879
2020-12-09 23:8:17.8970,-1.127,-0.01,-3.345,3.53
2020-12-09 23:8:17.9080,-1.06,0.084,-2.825,3.018
2020-12-09 23:8:17.9360,-0.464,0.002,-1.499,1.569
2020-12-09 23:8:17.9360,-0.464,0.002,-1.499,1.569
2020-12-09 23:8:17.9370,-0.464,0.002,-1.499,1.569
2020-12-09 23:8:17.9450,-0.378,-0.075,-1.208,1.268
2020-12-09 23:8:17.9550,-0.362,-0.134,-0.945,1.021
2020-12-09 23:8:17.9660,-0.324,-0.156,-0.66,0.752
2020-12-09 23:8:17.9760,-0.267,-0.135,-0.387,0.489
2020-12-09 23:8:17.9870,-0.229,-0.09,-0.164,0.296
2020-12-09 23:8:17.9960,-0.226,-0.047,-0.032,0.233
2020-12-09 23:8:18.0060,-0.285,0.008,0.017,0.286
2020-12-09 23:8:18.0390,-0.456,0.158,0.33,0.585
2020-12-09 23:8:18.0390,-0.456,0.158,0.33,0.585
2020-12-09 23:8:18.0390,-0.456,0.158,0.33,0.585
2020-12-09 23:8:18.0460,-0.488,0.21,0.363,0.643
2020-12-09 23:8:18.0560,-0.502,0.274,0.335,0.663
2020-12-09 23:8:18.0660,-0.484,0.336,0.308,0.665
2020-12-09 23:8:18.0760,-0.45,0.424,0.31,0.692
2020-12-09 23:8:18.0880,-0.427,0.534,0.313,0.752
2020-12-09 23:8:18.0970,-0.404,0.621,0.272,0.789
2020-12-09 23:8:18.1060,-0.383,0.686,0.18,0.806
2020-12-09 23:8:18.1370,-0.395,0.55,-0.226,0.714
2020-12-09 23:8:18.1370,-0.395,0.55,-0.226,0.714
2020-12-09 23:8:18.1380,-0.395,0.55,-0.226,0.714
2020-12-09 23:8:18.1460,-0.439,0.476,-0.402,0.762
2020-12-09 23:8:18.1560,-0.527,0.395,-0.623,0.907
2020-12-09 23:8:18.1660,-0.631,0.301,-0.907,1.145
2020-12-09 23:8:18.1770,-0.622,0.147,-1.161,1.325
2020-12-09 23:8:18.1870,-0.511,0.006,-1.298,1.395
2020-12-09 23:8:18.1970,-0.373,-0.137,-1.429,1.483
2020-12-09 23:8:18.2070,-0.283,-0.31,-1.669,1.721
2020-12-09 23:8:18.2430,-0.533,-0.337,-2.843,2.912
2020-12-09 23:8:18.2430,-0.533,-0.337,-2.843,2.912
2020-12-09 23:8:18.2430,-0.533,-0.337,-2.843,2.912
2020-12-09 23:8:18.2470,-0.632,-0.359,-3.05,3.135
2020-12-09 23:8:18.2590,-0.705,-0.357,-3.027,3.128
2020-12-09 23:8:18.2670,-0.687,-0.356,-2.784,2.89
2020-12-09 23:8:18.2790,-0.566,-0.374,-2.386,2.481
2020-12-09 23:8:18.2880,-0.422,-0.388,-1.935,2.018
2020-12-09 23:8:18.2970,-0.278,-0.367,-1.517,1.585
2020-12-09 23:8:18.3070,-0.12,-0.392,-1.133,1.205
2020-12-09 23:8:18.3420,0.341,-0.461,-0.04,0.575
2020-12-09 23:8:18.3420,0.341,-0.461,-0.04,0.575
2020-12-09 23:8:18.3420,0.341,-0.461,-0.04,0.575
2020-12-09 23:8:18.3460,0.481,-0.5,0.134,0.707
2020-12-09 23:8:18.3560,0.607,-0.556,0.206,0.849
2020-12-09 23:8:18.3660,0.697,-0.621,0.224,0.96
2020-12-09 23:8:18.3770,0.753,-0.692,0.229,1.048
2020-12-09 23:8:18.3880,0.79,-0.767,0.218,1.122
2020-12-09 23:8:18.3980,0.816,-0.834,0.171,1.179
2020-12-09 23:8:18.4080,0.829,-0.887,0.119,1.22
2020-12-09 23:8:18.4430,0.579,-0.991,-0.155,1.158
2020-12-09 23:8:18.4430,0.579,-0.991,-0.155,1.158
2020-12-09 23:8:18.4430,0.579,-0.991,-0.155,1.158
2020-12-09 23:8:18.4460,0.378,-0.991,-0.348,1.116
2020-12-09 23:8:18.4570,0.144,-0.994,-0.654,1.199
2020-12-09 23:8:18.4670,-0.076,-1.001,-1.049,1.452
2020-12-09 23:8:18.4770,-0.284,-0.998,-1.507,1.83
2020-12-09 23:8:18.4880,-0.534,-0.905,-2.033,2.289
2020-12-09 23:8:18.4980,-0.754,-0.682,-2.441,2.644
2020-12-09 23:8:18.5080,-0.721,-0.664,-2.856,3.02
2020-12-09 23:8:18.5400,-0.774,-0.339,-3.421,3.524
2020-12-09 23:8:18.5410,-0.774,-0.339,-3.421,3.524
2020-12-09 23:8:18.5410,-0.774,-0.339,-3.421,3.524
2020-12-09 23:8:18.5480,-0.95,-0.207,-3.38,3.517
2020-12-09 23:8:18.5600,-1.238,0.185,-3.225,3.459
2020-12-09 23:8:18.5700,-1.256,0.383,-2.862,3.149
2020-12-09 23:8:18.5780,-1.003,0.386,-2.397,2.627
2020-12-09 23:8:18.5890,-0.728,0.397,-1.931,2.102
2020-12-09 23:8:18.5980,-0.5,0.414,-1.544,1.675
2020-12-09 23:8:18.6080,-0.308,0.394,-1.341,1.431
2020-12-09 23:8:18.6440,-0.177,0.262,-0.802,0.862
2020-12-09 23:8:18.6440,-0.177,0.262,-0.802,0.862
2020-12-09 23:8:18.6440,-0.177,0.262,-0.802,0.862
2020-12-09 23:8:18.6470,-0.214,0.197,-0.498,0.577
2020-12-09 23:8:18.6570,-0.286,0.145,-0.198,0.377
2020-12-09 23:8:18.6670,-0.394,0.117,0.047,0.414
2020-12-09 23:8:18.6780,-0.507,0.113,0.223,0.565
2020-12-09 23:8:18.6880,-0.607,0.143,0.33,0.706
2020-12-09 23:8:18.6980,-0.685,0.188,0.399,0.815
2020-12-09 23:8:18.7080,-0.722,0.224,0.435,0.872
2020-12-09 23:8:18.7430,-0.797,0.294,0.268,0.891
2020-12-09 23:8:18.7440,-0.797,0.294,0.268,0.891
2020-12-09 23:8:18.7440,-0.797,0.294,0.268,0.891
2020-12-09 23:8:18.7470,-0.775,0.3,0.206,0.856
2020-12-09 23:8:18.7570,-0.754,0.322,0.186,0.841
2020-12-09 23:8:18.7670,-0.741,0.369,0.181,0.847
2020-12-09 23:8:18.7780,-0.748,0.424,0.164,0.875
2020-12-09 23:8:18.7880,-0.759,0.473,0.142,0.906
2020-12-09 23:8:18.7980,-0.767,0.509,0.135,0.93
2020-12-09 23:8:18.8080,-0.765,0.526,0.13,0.937
2020-12-09 23:8:18.8440,-0.822,0.361,-0.147,0.91
2020-12-09 23:8:18.8440,-0.822,0.361,-0.147,0.91
2020-12-09 23:8:18.8440,-0.822,0.361,-0.147,0.91
2020-12-09 23:8:18.8470,-0.854,0.213,-0.348,0.946
2020-12-09 23:8:18.8570,-0.886,0.064,-0.542,1.041
2020-12-09 23:8:18.8680,-0.913,-0.093,-0.735,1.176
2020-12-09 23:8:18.8780,-0.976,-0.145,-0.973,1.386
2020-12-09 23:8:18.8890,-0.935,-0.222,-1.43,1.723
2020-12-09 23:8:18.8990,-0.937,-0.287,-2.238,2.443
2020-12-09 23:8:18.9090,-1.085,-0.256,-3.257,3.443
2020-12-09 23:8:18.9460,-1.361,-0.144,-4.21,4.427
2020-12-09 23:8:18.9460,-1.361,-0.144,-4.21,4.427
2020-12-09 23:8:18.9460,-1.361,-0.144,-4.21,4.427
2020-12-09 23:8:18.9480,-1.13,-0.212,-3.941,4.105
2020-12-09 23:8:18.9610,-0.709,-0.508,-3.668,3.77
2020-12-09 23:8:18.9690,-0.365,-0.526,-3.227,3.29
2020-12-09 23:8:18.9810,-0.099,-0.451,-2.668,2.708
2020-12-09 23:8:18.9900,0.175,-0.421,-1.986,2.038
2020-12-09 23:8:18.9980,0.418,-0.421,-1.263,1.395
2020-12-09 23:8:19.0090,0.57,-0.437,-0.65,0.969
2020-12-09 23:8:19.0420,0.711,-0.377,0.329,0.869
2020-12-09 23:8:19.0430,0.711,-0.377,0.329,0.869
2020-12-09 23:8:19.0430,0.711,-0.377,0.329,0.869
2020-12-09 23:8:19.0480,0.773,-0.371,0.399,0.946
2020-12-09 23:8:19.0580,0.831,-0.367,0.39,0.989
2020-12-09 23:8:19.0680,0.871,-0.372,0.338,1.006
2020-12-09 23:8:19.0780,0.921,-0.406,0.283,1.046
2020-12-09 23:8:19.0890,0.976,-0.454,0.214,1.097
2020-12-09 23:8:19.0990,1.039,-0.517,0.179,1.174
2020-12-09 23:8:19.1090,1.083,-0.57,0.14,1.232
2020-12-09 23:8:19.1460,0.948,-0.646,-0.209,1.166
2020-12-09 23:8:19.1460,0.948,-0.646,-0.209,1.166
2020-12-09 23:8:19.1460,0.948,-0.646,-0.209,1.166
2020-12-09 23:8:19.1480,0.781,-0.64,-0.42,1.094
2020-12-09 23:8:19.1580,0.596,-0.613,-0.653,1.076
2020-12-09 23:8:19.1680,0.431,-0.59,-0.89,1.152
2020-12-09 23:8:19.1780,0.302,-0.575,-1.064,1.247
2020-12-09 23:8:19.1900,0.23,-0.605,-1.212,1.374
2020-12-09 23:8:19.1990,0.187,-0.613,-1.425,1.562
2020-12-09 23:8:19.2090,0.178,-0.554,-1.732,1.827
2020-12-09 23:8:19.2470,0.545,-0.547,-2.673,2.782
2020-12-09 23:8:19.2470,0.545,-0.547,-2.673,2.782
2020-12-09 23:8:19.2470,0.545,-0.547,-2.673,2.782
2020-12-09 23:8:19.2490,0.419,-0.49,-3.019,3.087
2020-12-09 23:8:19.2610,-0.061,-0.206,-3.293,3.3
2020-12-09 23:8:19.2700,-0.746,0.138,-3.216,3.304
2020-12-09 23:8:19.2810,-1.339,0.334,-2.807,3.128
2020-12-09 23:8:19.2900,-1.65,0.332,-2.368,2.905
2020-12-09 23:8:19.3010,-1.619,0.32,-2.046,2.629
2020-12-09 23:8:19.3090,-1.303,0.263,-1.846,2.275
2020-12-09 23:8:19.3430,-0.769,-0.121,-1.561,1.744
2020-12-09 23:8:19.3440,-0.769,-0.121,-1.561,1.744
2020-12-09 23:8:19.3440,-0.769,-0.121,-1.561,1.744
2020-12-09 23:8:19.3480,-0.878,-0.219,-1.266,1.556
2020-12-09 23:8:19.3590,-0.987,-0.317,-0.851,1.341
2020-12-09 23:8:19.3690,-1.032,-0.421,-0.415,1.189
2020-12-09 23:8:19.3790,-1.061,-0.512,-0.068,1.18
2020-12-09 23:8:19.3900,-1.113,-0.569,0.124,1.256
2020-12-09 23:8:19.4000,-1.158,-0.589,0.201,1.315
2020-12-09 23:8:19.4100,-1.114,-0.535,0.218,1.255
2020-12-09 23:8:19.4450,-0.983,0.07,-0.086,0.989
2020-12-09 23:8:19.4450,-0.983,0.07,-0.086,0.989
2020-12-09 23:8:19.4450,-0.983,0.07,-0.086,0.989
2020-12-09 23:8:19.4480,-0.853,0.237,-0.027,0.886
2020-12-09 23:8:19.4590,-0.652,0.344,0.072,0.741
2020-12-09 23:8:19.4690,-0.449,0.463,0.133,0.659
2020-12-09 23:8:19.4790,-0.273,0.588,0.118,0.659
2020-12-09 23:8:19.4900,-0.17,0.713,-0.013,0.733
2020-12-09 23:8:19.5000,-0.113,0.79,-0.218,0.827
2020-12-09 23:8:19.5100,-0.072,0.829,-0.388,0.918
2020-12-09 23:8:19.5480,0.004,0.64,-0.34,0.725
2020-12-09 23:8:19.5480,0.004,0.64,-0.34,0.725
2020-12-09 23:8:19.5480,-0.018,0.513,-0.32,0.605
2020-12-09 23:8:19.5490,-0.018,0.513,-0.32,0.605
2020-12-09 23:8:19.5590,-0.112,0.383,-0.466,0.614
2020-12-09 23:8:19.5690,-0.225,0.244,-0.74,0.811
2020-12-09 23:8:19.5790,-0.232,0.048,-0.945,0.974
2020-12-09 23:8:19.5900,-0.109,-0.187,-0.972,0.996
2020-12-09 23:8:19.6010,0.148,-0.463,-0.96,1.076
2020-12-09 23:8:19.6100,0.38,-0.694,-1.1,1.355
2020-12-09 23:8:19.6480,0.435,-0.895,-2.857,3.025
2020-12-09 23:8:19.6480,0.435,-0.895,-2.857,3.025
2020-12-09 23:8:19.6480,0.435,-0.895,-2.857,3.025
2020-12-09 23:8:19.6500,0.281,-0.839,-3.325,3.441
2020-12-09 23:8:19.6620,0.033,-0.749,-3.421,3.502
2020-12-09 23:8:19.6700,-0.145,-0.734,-3.157,3.244
2020-12-09 23:8:19.6810,-0.19,-0.792,-2.678,2.799
2020-12-09 23:8:19.6930,-0.113,-0.869,-2.169,2.339
2020-12-09 23:8:19.6990,0.04,-0.897,-1.653,1.881
2020-12-09 23:8:19.7100,0.174,-0.84,-1.23,1.5
2020-12-09 23:8:19.7430,0.391,-0.555,-0.224,0.715
2020-12-09 23:8:19.7430,0.391,-0.555,-0.224,0.715
2020-12-09 23:8:19.7430,0.391,-0.555,-0.224,0.715
2020-12-09 23:8:19.7490,0.441,-0.517,0.019,0.68
2020-12-09 23:8:19.7600,0.521,-0.538,0.184,0.771
2020-12-09 23:8:19.7690,0.608,-0.58,0.278,0.885
2020-12-09 23:8:19.7800,0.67,-0.621,0.283,0.956
2020-12-09 23:8:19.7910,0.694,-0.642,0.217,0.97
