Time;AccX;AccY;AccZ;Acc-old;Acc-trns
56:43.9;-0.11720044176469836;-0.01426753083385296;-1.0641006510010254;1.0759999999999998;0.0017793475199527724
56:43.9;-0.09921016114396278;-0.022610113217151975;-1.0454354698584665;1.12;0.0023450716851748216
56:43.9;-0.0820653841782168;-0.031056142693761057;-1.0264880160366365;1.097;0.002616142546970479
56:44.0;-0.06645634132100724;-0.03959141117408005;-1.00732443444786;1.053;0.0026503716562898028
56:44.0;-0.05285825827217989;-0.04814332388533555;-0.9882286731956327;1.005;0.0025148169022382364
56:44.0;-0.04146928137765264;-0.05657525743686921;-0.9697033688654643;0.983;0.0022750552748059703
56:44.0;-0.03220119903410042;-0.06469021416992671;-0.9524282766708843;0.963;0.0019840056880538175
56:44.0;-0.024727949519331903;-0.07224305938028039;-0.9371918660398196;0.932;0.0016742208476263586
56:44.0;-0.018581519196358573;-0.07896047844780117;-0.9248088715577291;0.932;0.001356884797849497
56:44.0;-0.013267973458804682;-0.0845670883438353;-0.9160320594988353;0.935;0.0010278190092530936
56:44.0;-0.008367842843838407;-0.08881621291054378;-0.9114622973204528;0.9129999999999999;0.0006773988811062759
56:44.0;-0.0035919298799609502;-0.09152470728201904;-0.9114580555075201;0.868;0.0002996421372957588
56:44.0;0.00121665938543709;-0.09260973818356896;-0.9160492045920665;0.8390000000000001;0.00010321539264698262
56:44.1;0.006119948300150115;-0.09212082029023907;-0.9248715678991991;0.843;0.0005214191514642599
56:44.1;0.011133155367314249;-0.09025648051200981;-0.9371482203150757;0.877;0.000941683474574503
56:44.1;0.01625772902697952;-0.08735579453102629;-0.951739557076838;0.943;0.0013516670254537003
56:44.1;0.021489941801567186;-0.08386194042259419;-0.9672655572717775;1.008;0.0017431945920061383
56:44.1;0.026811374417374557;-0.08026491301094145;-0.9822796325118587;1.06;0.002113878180577456
56:44.1;0.03217279309908157;-0.07703749524928356;-0.9954563580789954;1.06;0.0024672499272482768
56:44.1;0.037478457343294996;-0.07457841247676168;-1.0057538966007267;1.06;0.0028111664742084966
56:44.1;0.04257245291151171;-0.07317103319110736;-1.0125255913389197;1.054;0.0031540884633992367
56:44.1;0.04722754528023652;-0.07295965417410477;-1.015574140518713;1.036;0.0034993692707741167
56:44.1;0.0511377998002114;-0.07394112729374892;-1.0151555931585943;1.026;0.0038384926897787374
56:44.2;0.05391575819681217;-0.07596768806590934;-1.0119465211224279;1.021;0.004144786724783945
56:44.2;0.05509445883645648;-0.07875748700152263;-1.0069880384355605;1.021;0.004369422931110098
56:44.2;0.05413547972424568;-0.08191256875744116;-1.00161606101073;1.032;0.004441542427621354
56:44.2;0.05044530070106527;-0.08494754140145384;-0.9973801550988991;1.0270000000000001;0.004273977699256086
56:44.2;0.04340249153903015;-0.08733199501880873;-0.9959472142690896;1.0270000000000001;0.003775064389774804
56:44.2;0.03239778546497202;-0.08854551939426884;-0.9989841936892088;1.0270000000000001;0.0028657647192510773
56:44.2;0.01688745614693964;-0.08814057600283189;-1.0080164051199854;1.016;0.0015004022914407165
56:44.2;-0.0035428488322650407;-0.08580816288400189;-1.0242628029477214;1.008;0.000311381371566549
56:44.2;-0.029109447967243653;-0.08144126767727135;-1.048456574432064;1.0;0.0024855868460709374
56:44.2;-0.0597631653522055;-0.07518999970302365;-1.080667505945379;1.005;0.004856079275523965
56:44.3;-0.09512870725123904;-0.06750291139165002;-1.1201494863429031;1.028;0.007193000381222059
56:44.3;-0.13445900844436867;-0.05915171834557173;-1.1652396199411104;1.041;0.009267711639696818
56:44.3;-0.17662010226837196;-0.05123652512106887;-1.2133353514031007;1.0590000000000002;0.010979957301188992
56:44.3;-0.2201290312868002;-0.04516270265762379;-1.2609737833358825;1.249;0.012536124688580735
56:44.3;-0.26325965613775953;-0.04257330029162631;-1.304027927864226;1.249;0.014615326454453154
56:44.3;-0.30420686545115017;-0.04521972325325408;-1.3380167548438713;1.249;0.018405959539985937
56:44.3;-0.34128362378550015;-0.054761118425456286;-1.3585142683364966;1.4180000000000001;0.025389372249323156
56:44.3;-0.3731305891515879;-0.07250140246998435;-1.361640045624927;1.608;0.036835755103937995
56:44.3;-0.39891951686877447;-0.0991050219122079;-1.344593236641874;1.7409999999999999;0.0531583960744983
56:44.3;-0.4185157529966278;-0.13436576461686145;-1.3061472873305402;1.7469999999999999;0.07345013362081082
56:44.4;-0.4325554482040044;-0.1771063467454591;-1.2469911812518888;1.686;0.09552989346029614
56:44.4;-0.44240653431049276;-0.22524397133006266;-1.1698154756934949;1.57;0.11657141579734254
56:44.4;-0.45001089389260773;-0.27599375818788685;-1.079087083809424;1.395;0.1340228292859115
56:44.4;-0.4576359222401969;-0.32614356667968497;-0.9805169775462826;0.7879999999999999;0.14634707317159437
56:44.4;-0.46758365686930836;-0.372339598511361;-0.8803080906406207;0.7879999999999999;0.1532615602940225
56:44.4;-0.48190350798246345;-0.411352411270574;-0.7843618467504687;0.7879999999999999;0.15548575095309022
56:44.4;-0.5021374165925553;-0.4403217135081307;-0.6976398170776482;0.758;0.154249564200757
56:44.4;-0.5291141891403508;-0.4569920095665113;-0.6237891214027211;0.8140000000000001;0.1508328062627467
56:44.4;-0.56281012126458;-0.4599391470992615;-0.5650371624916821;0.953;0.1462646198649962
56:44.4;-0.6022954555039158;-0.44875201891809874;-0.5223142481916847;1.045;0.14117177486771315
56:44.5;-0.645780355490083;-0.4241044854588696;-0.4955380501835428;1.042;0.1357171412593635
56:44.5;-0.6907601513592652;-0.38766642921428823;-0.4839605707265747;1.03;0.1295971497702381
56:44.5;-0.7342429632770611;-0.3418596921312347;-0.48646457042456764;1.038;0.12210653458767282
56:44.5;-0.7730273337964438;-0.2895235692622065;-0.5017294829544138;0.9690000000000001;0.11229189135398909
56:44.5;-0.8039881524662572;-0.2335790073707022;-0.5282544940023097;0.9690000000000001;0.09920342306268963
56:44.5;-0.8243327432861998;-0.17676841371168034;-0.5642930286336564;0.9690000000000001;0.08222651810819503
56:44.5;-0.8318057287157291;-0.121512412690318;-0.6077838165359488;1.01;0.0614315796761021
56:44.5;-0.8248390220461451;-0.06988158443974567;-0.6563501726458623;1.072;0.037832718217723625
56:44.5;-0.8026488834738416;-0.02364919686068425;-0.707400668453621;1.169;0.013427880518053594
56:44.5;-0.7652770904712732;0.015623017782928128;-0.758319678430186;1.208;0.00906642275108278
56:44.6;-0.7135669717337488;0.046516293269976194;-0.8066979979039788;1.26;0.026776315651912554
56:44.6;-0.6490609581078242;0.06774359712196609;-0.8505382313149523;1.2229999999999999;0.03739793132800118
56:44.6;-0.5738094597069985;0.07820907800787563;-0.8883803401430113;1.1179999999999999;0.03986794117672023
56:44.6;-0.49010073513223784;0.07711771961253425;-0.9193204165222687;0.9209999999999999;0.034746129823835674
