Time;AccX;AccY;AccZ;Acc-old;Acc-trns
09:13.1;0.06608333072838658;-0.3785011223749434;-1.7060259203857917;1.743;0.04267216927237955
09:13.1;0.06067116026276119;-0.35930540382128495;-1.597531677687606;1.7069999999999999;0.03482535304926382
09:13.1;0.05279748702088704;-0.3394151017797548;-1.4879057003810423;1.646;0.026663663599086115
09:13.2;0.0409287770766249;-0.31840509058712774;-1.3764271668587602;1.604;0.017937503827456666
09:13.2;0.02397153237603997;-0.2958335973497291;-1.2629488648972351;1.454;0.008956308792614824
09:13.2;0.001423899675696256;-0.2712903205588723;-1.1480456233134837;1.307;0.00044347877282274755
09:13.2;-0.026537992502011012;-0.24444572245856;-1.033019893095686;0.961;0.006701302056971963
09:13.2;-0.059049235026583345;-0.21510235270359057;-0.9197792547873607;0.961;0.01168269520532186
09:13.2;-0.09461558055050484;-0.18325619165276566;-0.8106374141626956;0.8340000000000001;0.014055553734452874
09:13.2;-0.13123194658422513;-0.14917682530880594;-0.7080919103573892;0.7140000000000001;0.013862149048218236
09:13.2;-0.16655363973294546;-0.11349860282514773;-0.6146059571930901;0.611;0.011618268494421822
09:13.2;-0.198114650476493;-0.07729473810926173;-0.5324062604027935;0.532;0.008152854207803347
09:13.2;-0.22357660891561884;-0.04210150819322199;-0.4633145056197551;0.47200000000000003;0.0043611388699082805
09:13.3;-0.24097872640574833;-0.009869759160306198;-0.4086379293571672;0.485;0.0009719052653459642
09:13.3;-0.24895258277307875;0.01716161439281;-0.36913929550158203;0.534;0.0015771211460342029
09:13.3;-0.2468667453650299;0.036656044066351985;-0.3450866011734951;0.532;0.003122743280060644
09:13.3;-0.23487518486507994;0.04640624796712347;-0.336356036784772;0.479;0.0036661718452011636
09:13.3;-0.21386442990763765;0.04456850201914056;-0.34254490126264403;0.479;0.0032650068987358453
09:13.3;-0.18532121824349354;0.02987859320581949;-0.3630546125133441;0.46;0.002010283234090702
09:13.3;-0.1511552561292283;0.0018264083304833376;-0.39712262641803303;0.433;0.00010963412756404063
09:13.3;-0.11350503644806517;-0.03923362462215915;-0.44380480729459026;0.418;0.0019763577778841705
09:13.3;-0.07454617335588913;-0.09205650138227665;-0.5019279323800494;0.47200000000000003;0.0034444603139583197
09:13.3;-0.036323955370491726;-0.15457260602172054;-0.5700378799922554;0.66;0.0032005850966558627
09:13.4;-0.0006386397909115109;-0.22403200232822984;-0.6463573416359343;0.679;9.247806214932383e-05
09:13.4;0.030991136085755485;-0.29719939508135645;-0.7287502255813522;0.614;0.006712188129332145
09:13.4;0.05728730446634131;-0.37057570871379364;-0.8146995131918038;0.67;0.017295486894502544
09:13.4;0.07713752346492868;-0.44063368215274656;-0.9013415960452789;1.141;0.03063605192938821
09:13.4;0.08955923753671317;-0.504059532746467;-0.9856041173013402;1.141;0.04449331139505883
09:13.4;0.09376133769011495;-0.5579916385703931;-1.0644318617632775;1.4269999999999998;0.05568899133126845
09:13.4;0.08931298787218152;-0.600249822162422;-1.1350166848623766;1.449;0.06084836375105153
09:13.4;0.07636826517450847;-0.6295461529746358;-1.1949437701424799;1.547;0.05744972693979792
