time,gFx,gFy,gFz,acc
32:49.9,-0.062,-0.339,-1.246,1.293
32:49.9,-0.049,-0.367,-1.267,1.32
32:49.9,-0.041,-0.384,-1.257,1.315
32:49.9,-0.064,-0.396,-1.245,1.308
32:49.9,-0.102,-0.4,-1.244,1.311
32:49.9,-0.124,-0.387,-1.248,1.312
32:50.0,-0.125,-0.348,-1.256,1.309
32:50.0,-0.098,-0.293,-1.258,1.295
32:50.0,-0.053,-0.246,-1.24,1.265
32:50.0,-0.006,-0.215,-1.204,1.223
32:50.0,0.031,-0.201,-1.163,1.181
32:50.0,0.048,-0.192,-1.119,1.136
32:50.0,0.047,-0.188,-1.077,1.094
32:50.0,0.03,-0.192,-1.048,1.066
32:50.0,0.012,-0.199,-1.033,1.052
32:50.0,-0.003,-0.202,-1.024,1.044
32:50.1,-0.007,-0.196,-1.022,1.041
32:50.1,-0.007,-0.196,-1.022,1.041
32:50.1,0.013,-0.198,-1.015,1.034
32:50.1,0.034,-0.201,-1,1.021
32:50.1,0.055,-0.199,-0.972,0.994
32:50.1,0.066,-0.192,-0.936,0.958
32:50.1,0.072,-0.191,-0.904,0.927
32:50.1,0.075,-0.193,-0.883,0.907
32:50.1,0.063,-0.202,-0.875,0.9
32:50.2,0.012,-0.203,-0.91,0.932
32:50.2,0.012,-0.203,-0.91,0.932
32:50.2,0.012,-0.203,-0.91,0.932
32:50.2,-0.002,-0.205,-0.935,0.957
32:50.2,-0.009,-0.205,-0.952,0.974
32:50.2,-0.011,-0.202,-0.954,0.975
32:50.2,-0.009,-0.205,-0.938,0.96
32:50.2,-0.004,-0.218,-0.909,0.935
32:50.2,-0.001,-0.235,-0.864,0.895
32:50.2,0.001,-0.251,-0.816,0.854
32:50.2,0.006,-0.266,-0.78,0.824
32:50.3,0.024,-0.289,-0.752,0.806
32:50.3,0.024,-0.289,-0.752,0.806
32:50.3,0.028,-0.297,-0.751,0.808
32:50.3,0.027,-0.305,-0.758,0.818
32:50.3,0.019,-0.319,-0.776,0.839
32:50.3,0.009,-0.334,-0.799,0.866
32:50.3,-0.012,-0.341,-0.818,0.886
32:50.3,-0.03,-0.345,-0.833,0.902
32:50.3,-0.035,-0.348,-0.846,0.915
32:50.3,-0.025,-0.351,-0.864,0.933
32:50.4,0.005,-0.336,-0.916,0.976
32:50.4,0.005,-0.336,-0.916,0.976
32:50.4,0.024,-0.337,-0.943,1.002
32:50.4,0.036,-0.338,-0.968,1.026
32:50.4,0.047,-0.341,-0.984,1.042
