time,gFx,gFy,gFz
2020-12-10 13:14:24.3230,0.034,-0.131,-0.687,0.7
2020-12-10 13:14:24.3230,0.034,-0.131,-0.687,0.7
2020-12-10 13:14:24.3270,0.034,-0.149,-0.671,0.688
2020-12-10 13:14:24.3370,0.021,-0.182,-0.687,0.711
2020-12-10 13:14:24.3470,0.001,-0.201,-0.725,0.752
2020-12-10 13:14:24.3570,-0.025,-0.211,-0.757,0.786
2020-12-10 13:14:24.3670,-0.044,-0.224,-0.778,0.811
2020-12-10 13:14:24.3900,-0.043,-0.251,-0.783,0.823
2020-12-10 13:14:24.3910,-0.043,-0.251,-0.783,0.823
2020-12-10 13:14:24.3970,-0.027,-0.252,-0.78,0.82
2020-12-10 13:14:24.4070,-0.011,-0.248,-0.783,0.821
2020-12-10 13:14:24.4170,0.002,-0.244,-0.794,0.831
2020-12-10 13:14:24.4270,0.015,-0.227,-0.807,0.838
2020-12-10 13:14:24.4370,0.031,-0.263,-0.835,0.876
2020-12-10 13:14:24.4480,0.025,-0.298,-0.86,0.911
2020-12-10 13:14:24.4580,-0.007,-0.312,-0.887,0.94
2020-12-10 13:14:24.4680,-0.041,-0.324,-0.918,0.974
2020-12-10 13:14:24.4930,-0.065,-0.343,-0.981,1.041
2020-12-10 13:14:24.4940,-0.065,-0.343,-0.981,1.041
2020-12-10 13:14:24.4970,-0.057,-0.341,-1.011,1.068
2020-12-10 13:14:24.5070,-0.039,-0.337,-1.038,1.092
2020-12-10 13:14:24.5180,-0.015,-0.322,-1.056,1.104
2020-12-10 13:14:24.5280,0.015,-0.298,-1.091,1.131
2020-12-10 13:14:24.5380,0.028,-0.287,-1.122,1.158
2020-12-10 13:14:24.5480,0.019,-0.275,-1.152,1.185
2020-12-10 13:14:24.5580,0.003,-0.269,-1.209,1.239
2020-12-10 13:14:24.5680,-0.001,-0.252,-1.261,1.286
2020-12-10 13:14:24.5820,0.019,-0.257,-1.311,1.336
2020-12-10 13:14:24.5940,0.041,-0.271,-1.326,1.354
2020-12-10 13:14:24.5970,0.025,-0.265,-1.305,1.332
2020-12-10 13:14:24.6120,-0.014,-0.251,-1.275,1.3
2020-12-10 13:14:24.6170,-0.038,-0.255,-1.251,1.277
2020-12-10 13:14:24.6280,-0.033,-0.27,-1.226,1.256
2020-12-10 13:14:24.6370,-0.012,-0.264,-1.204,1.233
2020-12-10 13:14:24.6470,-0.0,-0.24,-1.188,1.212
2020-12-10 13:14:24.6570,-0.005,-0.212,-1.167,1.186
2020-12-10 13:14:24.6670,-0.017,-0.201,-1.16,1.177
2020-12-10 13:14:24.6810,-0.038,-0.203,-1.151,1.169
2020-12-10 13:14:24.6930,-0.048,-0.2,-1.122,1.141
2020-12-10 13:14:24.6970,-0.052,-0.196,-1.082,1.101
2020-12-10 13:14:24.7140,-0.046,-0.194,-1.031,1.05
2020-12-10 13:14:24.7180,-0.026,-0.189,-0.977,0.995
2020-12-10 13:14:24.7310,-0.0,-0.18,-0.935,0.952
2020-12-10 13:14:24.7380,0.023,-0.15,-0.905,0.918
2020-12-10 13:14:24.7480,0.056,-0.047,-0.889,0.892
2020-12-10 13:14:24.7580,0.086,-0.117,-0.916,0.927
2020-12-10 13:14:24.7680,0.004,-0.192,-0.923,0.943
2020-12-10 13:14:24.7940,-0.163,-0.203,-0.917,0.953
2020-12-10 13:14:24.7940,-0.163,-0.203,-0.917,0.953
2020-12-10 13:14:24.7980,-0.174,-0.238,-0.924,0.97
2020-12-10 13:14:24.8080,-0.192,-0.235,-0.923,0.972
2020-12-10 13:14:24.8180,-0.18,-0.243,-0.916,0.965
2020-12-10 13:14:24.8290,-0.15,-0.252,-0.899,0.946
2020-12-10 13:14:24.8380,-0.125,-0.233,-0.872,0.911
2020-12-10 13:14:24.8480,-0.109,-0.204,-0.84,0.871
2020-12-10 13:14:24.8590,-0.087,-0.189,-0.81,0.836
2020-12-10 13:14:24.8690,-0.058,-0.191,-0.784,0.809
2020-12-10 13:14:24.8830,-0.035,-0.179,-0.785,0.806
2020-12-10 13:14:24.8960,-0.032,-0.169,-0.786,0.805
2020-12-10 13:14:24.8980,-0.045,-0.192,-0.746,0.772
2020-12-10 13:14:24.9140,-0.027,-0.228,-0.747,0.781
2020-12-10 13:14:24.9180,-0.01,-0.274,-0.76,0.808
2020-12-10 13:14:24.9310,-0.021,-0.287,-0.764,0.816
2020-12-10 13:14:24.9380,-0.039,-0.282,-0.777,0.828
2020-12-10 13:14:24.9480,-0.057,-0.272,-0.782,0.83
2020-12-10 13:14:24.9590,-0.059,-0.266,-0.787,0.833
2020-12-10 13:14:24.9680,-0.055,-0.267,-0.777,0.823
2020-12-10 13:14:24.9940,-0.063,-0.311,-0.771,0.834
2020-12-10 13:14:24.9940,-0.063,-0.311,-0.771,0.834
2020-12-10 13:14:24.9980,-0.094,-0.34,-0.792,0.867
2020-12-10 13:14:25.0080,-0.108,-0.347,-0.82,0.897
2020-12-10 13:14:25.0180,-0.096,-0.336,-0.846,0.915
2020-12-10 13:14:25.0280,-0.058,-0.331,-0.846,0.91
2020-12-10 13:14:25.0390,-0.019,-0.34,-0.836,0.903
2020-12-10 13:14:25.0490,0.019,-0.352,-0.817,0.89
2020-12-10 13:14:25.0590,0.057,-0.364,-0.801,0.882
2020-12-10 13:14:25.0690,0.075,-0.385,-0.817,0.906
2020-12-10 13:14:25.0950,0.075,-0.427,-0.961,1.054
2020-12-10 13:14:25.0950,0.075,-0.427,-0.961,1.054
2020-12-10 13:14:25.0980,0.058,-0.413,-1.059,1.138
2020-12-10 13:14:25.1080,0.035,-0.384,-1.14,1.203
