time,gFx,gFy,gFz,acc
15:08.5,0.053,-0.314,-0.866,0.923
15:08.5,0.053,-0.314,-0.866,0.923
15:08.5,0.077,-0.353,-0.854,0.927
15:08.5,0.08,-0.381,-0.858,0.942
15:08.5,0.056,-0.384,-0.876,0.958
15:08.5,0.033,-0.379,-0.905,0.982
15:08.5,0.028,-0.387,-0.939,1.016
15:08.5,0.036,-0.404,-0.983,1.063
15:08.5,0.04,-0.414,-1.027,1.108
15:08.6,0.034,-0.377,-1.101,1.164
15:08.6,0.034,-0.377,-1.101,1.164
15:08.6,0.036,-0.349,-1.14,1.193
15:08.6,0.038,-0.329,-1.184,1.229
15:08.6,0.051,-0.327,-1.223,1.267
15:08.6,0.064,-0.345,-1.247,1.295
15:08.6,0.047,-0.357,-1.252,1.303
15:08.6,0.005,-0.35,-1.239,1.287
15:08.6,-0.044,-0.349,-1.228,1.277
15:08.6,-0.086,-0.356,-1.221,1.275
15:08.7,-0.184,-0.333,-1.22,1.278
15:08.7,-0.184,-0.333,-1.22,1.278
15:08.7,-0.184,-0.333,-1.22,1.278
15:08.7,-0.186,-0.301,-1.223,1.273
15:08.7,-0.167,-0.267,-1.227,1.267
15:08.7,-0.135,-0.235,-1.222,1.252
15:08.7,-0.101,-0.213,-1.198,1.221
15:08.7,-0.069,-0.201,-1.161,1.18
15:08.7,-0.043,-0.199,-1.112,1.13
15:08.7,-0.022,-0.208,-1.058,1.078
15:08.8,-0.016,-0.252,-0.965,0.997
15:08.8,-0.016,-0.252,-0.965,0.997
15:08.8,-0.037,-0.279,-0.924,0.966
15:08.8,-0.069,-0.304,-0.885,0.938
15:08.8,-0.105,-0.316,-0.854,0.917
15:08.8,-0.131,-0.32,-0.834,0.903
15:08.8,-0.138,-0.322,-0.822,0.894
15:08.8,-0.127,-0.317,-0.814,0.883
15:08.8,-0.107,-0.303,-0.808,0.87
15:08.8,-0.084,-0.29,-0.804,0.859
15:08.9,-0.057,-0.279,-0.797,0.846
15:08.9,-0.037,-0.267,-0.786,0.831
15:08.9,-0.025,-0.259,-0.77,0.813
15:08.9,-0.013,-0.257,-0.755,0.798
15:08.9,-0.002,-0.261,-0.74,0.785
15:08.9,0.001,-0.268,-0.734,0.781
15:08.9,-0.001,-0.276,-0.729,0.779
15:08.9,-0.003,-0.283,-0.72,0.774
15:08.9,-0.009,-0.29,-0.711,0.768
15:08.9,-0.012,-0.296,-0.702,0.762
15:09.0,-0.009,-0.307,-0.696,0.761
15:09.0,-0.001,-0.321,-0.696,0.766
15:09.0,0.007,-0.334,-0.694,0.77
15:09.0,0.016,-0.343,-0.695,0.775
15:09.0,0.022,-0.35,-0.695,0.778
15:09.0,0.029,-0.353,-0.696,0.781
15:09.0,0.037,-0.36,-0.705,0.792
15:09.0,0.044,-0.374,-0.718,0.811
15:09.0,0.047,-0.389,-0.739,0.836
15:09.0,0.043,-0.403,-0.774,0.874
15:09.1,0.031,-0.414,-0.823,0.922
15:09.1,0.024,-0.422,-0.874,0.971
15:09.1,0.03,-0.428,-0.916,1.012
15:09.1,0.035,-0.436,-0.945,1.041
15:09.1,0.04,-0.447,-0.958,1.058
15:09.1,0.039,-0.46,-0.971,1.075
15:09.1,0.032,-0.476,-0.984,1.094
15:09.1,0.029,-0.496,-1,1.117
15:09.1,0.021,-0.518,-1.028,1.151
15:09.1,0.014,-0.539,-1.07,1.198
15:09.2,-0.019,-0.586,-1.198,1.334
15:09.2,-0.019,-0.586,-1.198,1.334
15:09.2,-0.019,-0.586,-1.198,1.334
15:09.2,-0.076,-0.564,-1.258,1.381
15:09.2,-0.131,-0.53,-1.345,1.452
15:09.2,-0.163,-0.488,-1.443,1.532
15:09.2,-0.17,-0.427,-1.533,1.6
15:09.2,-0.146,-0.357,-1.591,1.637
15:09.2,-0.097,-0.295,-1.607,1.637
15:09.2,-0.029,-0.253,-1.578,1.598
15:09.3,0.036,-0.224,-1.505,1.522
15:09.3,0.081,-0.196,-1.401,1.417
15:09.3,0.1,-0.178,-1.283,1.299
15:09.3,0.098,-0.178,-1.163,1.181
15:09.3,0.086,-0.19,-1.058,1.078
15:09.3,0.071,-0.204,-0.976,1
15:09.3,0.055,-0.212,-0.908,0.934
15:09.3,0.036,-0.218,-0.846,0.874
15:09.3,0.023,-0.22,-0.792,0.822
15:09.3,0.023,-0.219,-0.745,0.777
15:09.4,0.041,-0.219,-0.675,0.711
15:09.4,0.041,-0.219,-0.675,0.711
15:09.4,0.048,-0.224,-0.653,0.692
15:09.4,0.053,-0.227,-0.643,0.684
15:09.4,0.061,-0.225,-0.642,0.683
15:09.4,0.062,-0.219,-0.65,0.689
15:09.4,0.055,-0.214,-0.665,0.701
15:09.4,0.048,-0.218,-0.686,0.721
15:09.4,0.047,-0.227,-0.707,0.744
15:09.4,0.037,-0.228,-0.721,0.757
15:09.5,0.024,-0.238,-0.746,0.783
15:09.5,0.024,-0.238,-0.746,0.783
15:09.5,0.025,-0.247,-0.751,0.791
15:09.5,0.022,-0.255,-0.75,0.792
15:09.5,0.02,-0.263,-0.752,0.797
15:09.5,0.013,-0.275,-0.752,0.801
15:09.5,0.003,-0.289,-0.752,0.806
15:09.5,-0.007,-0.308,-0.75,0.811
15:09.5,-0.017,-0.327,-0.751,0.819
15:09.5,-0.021,-0.345,-0.754,0.829
15:09.6,-0.028,-0.362,-0.763,0.845
15:09.6,-0.035,-0.375,-0.781,0.867
15:09.6,-0.048,-0.382,-0.808,0.895
15:09.6,-0.062,-0.383,-0.834,0.92
15:09.6,-0.068,-0.382,-0.86,0.943
15:09.6,-0.065,-0.38,-0.891,0.971
15:09.6,-0.058,-0.381,-0.93,1.007
15:09.6,-0.056,-0.38,-0.976,1.049
15:09.6,-0.055,-0.377,-1.021,1.09
15:09.6,-0.055,-0.377,-1.056,1.123
15:09.7,-0.06,-0.376,-1.075,1.14
15:09.7,-0.06,-0.376,-1.075,1.14
15:09.7,-0.063,-0.381,-1.076,1.143
15:09.7,-0.062,-0.394,-1.087,1.158
15:09.7,-0.047,-0.42,-1.103,1.181
15:09.7,-0.034,-0.442,-1.109,1.194
15:09.7,-0.033,-0.444,-1.11,1.196
15:09.7,-0.05,-0.441,-1.113,1.198
15:09.7,-0.084,-0.434,-1.13,1.213
15:09.7,-0.139,-0.417,-1.162,1.242
15:09.8,-0.195,-0.375,-1.214,1.285
15:09.8,-0.214,-0.317,-1.278,1.334
15:09.8,-0.191,-0.268,-1.336,1.376
15:09.8,-0.135,-0.222,-1.376,1.4
15:09.8,-0.071,-0.183,-1.389,1.403
15:09.8,-0.007,-0.157,-1.365,1.374
15:09.8,0.04,-0.136,-1.309,1.317
15:09.8,0.066,-0.125,-1.239,1.247
15:09.8,0.067,-0.127,-1.167,1.176
15:09.8,0.046,-0.139,-1.098,1.108
15:09.9,0.012,-0.16,-1.036,1.048
15:09.9,-0.075,-0.191,-0.936,0.958
15:09.9,-0.075,-0.191,-0.936,0.958
15:09.9,-0.111,-0.207,-0.886,0.917
15:09.9,-0.14,-0.23,-0.845,0.887
15:09.9,-0.156,-0.248,-0.814,0.865
15:09.9,-0.158,-0.254,-0.788,0.843
15:09.9,-0.151,-0.251,-0.774,0.828
15:09.9,-0.131,-0.239,-0.77,0.817
15:10.0,-0.095,-0.222,-0.765,0.802
15:10.0,-0.054,-0.208,-0.762,0.792
15:10.0,-0.018,-0.196,-0.761,0.786
15:10.0,0.012,-0.186,-0.765,0.787
15:10.0,0.031,-0.178,-0.771,0.792
15:10.0,0.046,-0.179,-0.775,0.797
15:10.0,0.056,-0.186,-0.777,0.801
15:10.0,0.059,-0.197,-0.772,0.799
15:10.0,0.056,-0.204,-0.753,0.782
15:10.0,0.052,-0.212,-0.728,0.76
15:10.0,0.048,-0.223,-0.708,0.744
15:10.1,0.036,-0.259,-0.68,0.729
15:10.1,0.036,-0.259,-0.68,0.729
15:10.1,0.031,-0.278,-0.674,0.73
15:10.1,0.026,-0.29,-0.674,0.734
15:10.1,0.021,-0.297,-0.682,0.744
15:10.1,0.014,-0.3,-0.694,0.756
15:10.1,0.01,-0.297,-0.719,0.778
15:10.1,0.008,-0.291,-0.756,0.81
15:10.1,0.01,-0.287,-0.799,0.849
15:10.2,0.013,-0.285,-0.848,0.895
15:10.2,0.02,-0.289,-0.904,0.949
15:10.2,0.021,-0.296,-0.967,1.012
15:10.2,0.011,-0.302,-1.026,1.07
15:10.2,-0.004,-0.31,-1.079,1.123
15:10.2,-0.02,-0.317,-1.123,1.167
15:10.2,-0.032,-0.323,-1.156,1.201
15:10.2,-0.039,-0.325,-1.181,1.226
15:10.2,-0.035,-0.333,-1.21,1.255
15:10.2,-0.027,-0.35,-1.242,1.291
15:10.2,-0.027,-0.358,-1.273,1.323
15:10.3,-0.059,-0.335,-1.289,1.333
15:10.3,-0.103,-0.298,-1.311,1.348
15:10.3,-0.121,-0.282,-1.355,1.389
15:10.3,-0.12,-0.264,-1.415,1.444
15:10.3,-0.109,-0.218,-1.469,1.489
15:10.3,-0.081,-0.158,-1.513,1.523
15:10.3,-0.038,-0.098,-1.524,1.528
15:10.3,0.007,-0.045,-1.488,1.489
15:10.3,0.051,-0.01,-1.41,1.411
15:10.4,0.088,0.005,-1.305,1.308
15:10.4,0.112,0.005,-1.186,1.191
15:10.4,0.12,-0.009,-1.064,1.071
15:10.4,0.115,-0.025,-0.954,0.961
15:10.4,0.101,-0.042,-0.863,0.87
15:10.4,0.088,-0.063,-0.789,0.796
15:10.4,0.081,-0.087,-0.739,0.748
15:10.4,0.075,-0.106,-0.707,0.719
15:10.4,0.066,-0.118,-0.691,0.704
15:10.4,0.053,-0.123,-0.693,0.706
15:10.5,0.038,-0.126,-0.716,0.728
15:10.5,0.026,-0.128,-0.755,0.766
15:10.5,0.023,-0.13,-0.798,0.809
15:10.5,0.025,-0.135,-0.832,0.843
15:10.5,0.031,-0.135,-0.857,0.868
15:10.5,0.037,-0.131,-0.87,0.881
15:10.5,0.042,-0.13,-0.871,0.882
15:10.5,0.052,-0.132,-0.862,0.874
15:10.5,0.061,-0.135,-0.843,0.856
15:10.5,0.065,-0.14,-0.821,0.835
15:10.6,0.065,-0.151,-0.799,0.816
15:10.6,0.052,-0.18,-0.765,0.788
15:10.6,0.052,-0.18,-0.765,0.788
15:10.6,0.044,-0.197,-0.758,0.784
15:10.6,0.031,-0.213,-0.753,0.783
15:10.6,0.019,-0.229,-0.745,0.78
15:10.6,0.011,-0.246,-0.74,0.78
15:10.6,0.006,-0.26,-0.741,0.785
15:10.6,0.006,-0.266,-0.749,0.795
15:10.6,0.003,-0.267,-0.765,0.81
15:10.7,0.003,-0.264,-0.788,0.831
15:10.7,0.007,-0.259,-0.822,0.862
15:10.7,0.012,-0.252,-0.866,0.902
15:10.7,0.011,-0.24,-0.919,0.95
15:10.7,0.01,-0.22,-0.982,1.006
15:10.7,0.007,-0.195,-1.059,1.077
15:10.7,0.007,-0.176,-1.136,1.15
15:10.7,0.024,-0.166,-1.2,1.212
15:10.7,0.039,-0.164,-1.241,1.252
15:10.7,0.041,-0.158,-1.256,1.267
15:10.8,0.026,-0.147,-1.248,1.257
15:10.8,-0.002,-0.143,-1.22,1.228
15:10.8,-0.002,-0.143,-1.22,1.228
15:10.8,0.016,-0.175,-1.224,1.237
15:10.8,0.027,-0.208,-1.217,1.235
15:10.8,0.016,-0.215,-1.196,1.215
15:10.8,-0.016,-0.217,-1.178,1.198
15:10.8,-0.055,-0.229,-1.168,1.192
15:10.8,-0.098,-0.232,-1.164,1.191
15:10.8,-0.14,-0.22,-1.17,1.199
15:10.9,-0.158,-0.196,-1.19,1.216
15:10.9,-0.146,-0.16,-1.217,1.236
15:10.9,-0.106,-0.115,-1.254,1.264
15:10.9,-0.049,-0.069,-1.278,1.281
15:10.9,0.012,-0.031,-1.288,1.288
15:10.9,0.061,0.003,-1.273,1.274
15:10.9,0.091,0.026,-1.229,1.233
15:10.9,0.1,0.026,-1.174,1.179
15:10.9,0.084,0.007,-1.115,1.118
15:10.9,0.039,-0.022,-1.055,1.056
15:11.0,-0.017,-0.054,-1.002,1.004
