time,gFx,gFy,gFz,acc
31:59.7,0.013,-0.301,-1.033,1.076
31:59.7,0.016,-0.316,-1.129,1.172
31:59.7,0.016,-0.316,-1.129,1.172
31:59.7,0.018,-0.347,-1.168,1.219
31:59.7,-0.007,-0.363,-1.174,1.229
31:59.7,-0.063,-0.349,-1.171,1.224
31:59.8,-0.11,-0.32,-1.18,1.228
31:59.8,-0.118,-0.303,-1.205,1.248
31:59.8,-0.1,-0.287,-1.233,1.27
31:59.8,-0.076,-0.251,-1.259,1.286
31:59.8,-0.056,-0.207,-1.282,1.3
31:59.8,-0.016,-0.155,-1.249,1.259
31:59.8,-0.016,-0.155,-1.249,1.259
31:59.8,0,-0.141,-1.199,1.207
31:59.8,0.004,-0.13,-1.136,1.143
31:59.8,0,-0.124,-1.073,1.08
31:59.9,-0.005,-0.124,-1.017,1.025
31:59.9,-0.003,-0.129,-0.969,0.978
31:59.9,0.004,-0.137,-0.93,0.94
31:59.9,0.012,-0.141,-0.901,0.912
31:59.9,0.018,-0.145,-0.881,0.893
31:59.9,0.019,-0.148,-0.844,0.857
31:59.9,0.019,-0.148,-0.844,0.857
31:59.9,0.014,-0.152,-0.825,0.839
31:59.9,0.007,-0.159,-0.81,0.825
31:59.9,-0.003,-0.167,-0.803,0.82
32:00.0,-0.022,-0.177,-0.806,0.825
32:00.0,-0.038,-0.185,-0.825,0.846
32:00.0,-0.045,-0.184,-0.857,0.878
32:00.0,-0.045,-0.175,-0.897,0.915
32:00.0,-0.04,-0.161,-0.931,0.946
32:00.0,-0.022,-0.153,-0.952,0.964
32:00.0,-0.022,-0.153,-0.952,0.964
32:00.0,-0.014,-0.166,-0.942,0.957
32:00.0,-0.012,-0.183,-0.913,0.931
32:00.0,-0.013,-0.196,-0.87,0.892
32:00.1,-0.008,-0.21,-0.825,0.851
32:00.1,0.002,-0.23,-0.78,0.813
32:00.1,0.019,-0.256,-0.75,0.793
32:00.1,0.037,-0.278,-0.728,0.78
32:00.1,0.05,-0.294,-0.716,0.776
32:00.1,0.069,-0.318,-0.733,0.802
32:00.1,0.069,-0.318,-0.733,0.802
32:00.1,0.067,-0.326,-0.76,0.83
32:00.1,0.057,-0.331,-0.804,0.871
32:00.1,0.042,-0.329,-0.852,0.914
32:00.2,0.029,-0.318,-0.906,0.961
32:00.2,0.015,-0.309,-0.958,1.007
32:00.2,0.01,-0.305,-1.003,1.048
32:00.2,0.013,-0.301,-1.037,1.08
32:00.2,0.013,-0.298,-1.064,1.105
32:00.2,0.018,-0.291,-1.095,1.133
32:00.2,0.018,-0.291,-1.095,1.133
32:00.2,0.022,-0.293,-1.095,1.134
32:00.2,0.019,-0.3,-1.097,1.137
32:00.2,0.011,-0.303,-1.109,1.15
32:00.3,0.005,-0.298,-1.128,1.167
32:00.3,0.011,-0.296,-1.154,1.191
32:00.3,0.033,-0.316,-1.171,1.213
32:00.3,0.054,-0.335,-1.171,1.219
32:00.3,0.053,-0.329,-1.151,1.198
32:00.3,0.019,-0.33,-1.115,1.163
32:00.3,0.019,-0.33,-1.115,1.163
32:00.3,0.005,-0.344,-1.117,1.169
32:00.3,-0.006,-0.352,-1.13,1.184
32:00.3,-0.02,-0.353,-1.145,1.198
32:00.4,-0.049,-0.343,-1.164,1.214
32:00.4,-0.082,-0.324,-1.171,1.218
32:00.4,-0.101,-0.308,-1.157,1.202
32:00.4,-0.096,-0.297,-1.122,1.165
32:00.4,-0.07,-0.289,-1.074,1.114
32:00.4,-0.025,-0.27,-0.981,1.018
32:00.4,-0.025,-0.27,-0.981,1.018
32:00.4,-0.007,-0.261,-0.945,0.98
32:00.4,0.008,-0.258,-0.917,0.953
32:00.4,0.011,-0.261,-0.887,0.925
32:00.5,-0.004,-0.265,-0.857,0.897
32:00.5,-0.037,-0.269,-0.841,0.884
32:00.5,-0.065,-0.277,-0.841,0.888
32:00.5,-0.078,-0.284,-0.839,0.889
32:00.5,-0.075,-0.284,-0.835,0.885
32:00.5,-0.02,-0.265,-0.827,0.869
32:00.5,-0.02,-0.265,-0.827,0.869
32:00.5,0.023,-0.244,-0.825,0.861
32:00.5,0.066,-0.223,-0.817,0.849
32:00.5,0.101,-0.208,-0.809,0.841
32:00.6,0.124,-0.201,-0.802,0.836
32:00.6,0.127,-0.204,-0.804,0.839
32:00.6,0.116,-0.216,-0.816,0.852
32:00.6,0.103,-0.223,-0.828,0.864
32:00.6,0.099,-0.233,-0.827,0.865
32:00.6,0.091,-0.274,-0.815,0.865
32:00.6,0.091,-0.274,-0.815,0.865
32:00.6,0.086,-0.296,-0.798,0.855
32:00.6,0.08,-0.314,-0.777,0.842
32:00.6,0.069,-0.327,-0.756,0.827
32:00.7,0.059,-0.339,-0.743,0.819
32:00.7,0.053,-0.354,-0.74,0.822
32:00.7,0.042,-0.364,-0.75,0.835
32:00.7,0.031,-0.371,-0.767,0.853
32:00.7,0.014,-0.378,-0.785,0.871
32:00.7,-0.014,-0.397,-0.819,0.91
32:00.7,-0.014,-0.397,-0.819,0.91
32:00.7,-0.028,-0.406,-0.845,0.938
32:00.7,-0.029,-0.421,-0.877,0.973
32:00.7,-0.023,-0.429,-0.912,1.008
32:00.8,-0.02,-0.419,-0.949,1.038
32:00.8,-0.01,-0.394,-0.998,1.073
32:00.8,0.01,-0.371,-1.058,1.121
32:00.8,0.029,-0.356,-1.123,1.178
32:00.8,0.036,-0.342,-1.182,1.231
32:00.8,0.029,-0.312,-1.276,1.314
32:00.8,0.029,-0.312,-1.276,1.314
32:00.8,0.03,-0.316,-1.312,1.35
32:00.8,0.039,-0.341,-1.338,1.381
32:00.8,0.029,-0.36,-1.343,1.391
32:00.9,-0.005,-0.35,-1.341,1.386
32:00.9,-0.031,-0.332,-1.35,1.391
32:00.9,-0.041,-0.332,-1.367,1.407
32:00.9,-0.046,-0.321,-1.366,1.404
32:00.9,-0.043,-0.285,-1.332,1.363
32:00.9,-0.003,-0.219,-1.2,1.22
32:00.9,-0.003,-0.219,-1.2,1.22
32:00.9,0.025,-0.194,-1.108,1.125
32:00.9,0.045,-0.17,-1.007,1.022
32:00.9,0.062,-0.153,-0.916,0.931
32:01.0,0.077,-0.145,-0.841,0.857
32:01.0,0.085,-0.143,-0.781,0.799
32:01.0,0.087,-0.144,-0.743,0.762
32:01.0,0.09,-0.154,-0.724,0.746
32:01.0,0.088,-0.161,-0.722,0.745
32:01.0,0.08,-0.162,-0.729,0.751
32:01.0,0.074,-0.157,-0.744,0.764
32:01.0,0.08,-0.152,-0.76,0.779
32:01.0,0.1,-0.15,-0.775,0.796
32:01.0,0.112,-0.151,-0.79,0.812
32:01.1,0.107,-0.155,-0.809,0.831
32:01.1,0.083,-0.154,-0.834,0.852
32:01.1,0.051,-0.155,-0.864,0.879
32:01.1,0.023,-0.159,-0.894,0.908
32:01.1,0.003,-0.167,-0.92,0.935
32:01.1,-0.009,-0.187,-0.955,0.973
32:01.1,-0.009,-0.187,-0.955,0.973
32:01.1,-0.008,-0.197,-0.953,0.973
32:01.1,-0.012,-0.208,-0.947,0.97
32:01.1,-0.019,-0.222,-0.933,0.959
32:01.2,-0.024,-0.24,-0.905,0.937
32:01.2,-0.03,-0.262,-0.87,0.909
32:01.2,-0.034,-0.285,-0.839,0.887
32:01.2,-0.034,-0.303,-0.815,0.87
32:01.2,-0.035,-0.323,-0.796,0.86
32:01.2,-0.053,-0.352,-0.787,0.864
32:01.2,-0.053,-0.352,-0.787,0.864
32:01.2,-0.055,-0.362,-0.786,0.867
32:01.2,-0.047,-0.365,-0.793,0.874
32:01.2,-0.029,-0.361,-0.81,0.887
32:01.3,-0.015,-0.356,-0.835,0.908
32:01.3,-0.012,-0.351,-0.862,0.931
32:01.3,-0.026,-0.348,-0.887,0.953
32:01.3,-0.039,-0.347,-0.915,0.979
32:01.3,-0.05,-0.345,-0.955,1.017
32:01.3,-0.053,-0.345,-1.054,1.11
32:01.3,-0.053,-0.345,-1.054,1.11
32:01.3,-0.046,-0.334,-1.105,1.155
32:01.3,-0.034,-0.315,-1.155,1.198
32:01.3,-0.032,-0.295,-1.195,1.231
32:01.4,-0.032,-0.274,-1.22,1.251
32:01.4,-0.023,-0.263,-1.243,1.271
32:01.4,0.005,-0.283,-1.264,1.295
32:01.4,0.027,-0.319,-1.262,1.302
32:01.4,0.015,-0.328,-1.239,1.282
32:01.4,-0.053,-0.299,-1.199,1.237
32:01.4,-0.053,-0.299,-1.199,1.237
32:01.4,-0.062,-0.296,-1.189,1.227
32:01.4,-0.054,-0.281,-1.177,1.211
32:01.4,-0.034,-0.258,-1.166,1.195
32:01.5,-0.015,-0.232,-1.156,1.179
32:01.5,-0.009,-0.207,-1.145,1.164
32:01.5,-0.011,-0.188,-1.137,1.152
32:01.5,-0.017,-0.181,-1.13,1.145
32:01.5,-0.024,-0.183,-1.12,1.135
32:01.5,-0.053,-0.185,-1.059,1.076
32:01.5,-0.053,-0.185,-1.059,1.076
32:01.5,-0.063,-0.193,-1.015,1.035
32:01.5,-0.069,-0.209,-0.962,0.987
32:01.5,-0.074,-0.233,-0.903,0.936
32:01.6,-0.083,-0.259,-0.843,0.886
32:01.6,-0.092,-0.277,-0.787,0.839
32:01.6,-0.101,-0.294,-0.735,0.798
32:01.6,-0.104,-0.31,-0.699,0.772
32:01.6,-0.098,-0.322,-0.682,0.761
32:01.6,-0.072,-0.303,-0.715,0.78
32:01.6,-0.072,-0.303,-0.715,0.78
32:01.6,-0.059,-0.278,-0.748,0.8
32:01.6,-0.036,-0.257,-0.782,0.824
32:01.6,-0.009,-0.24,-0.811,0.846
32:01.7,0.02,-0.217,-0.83,0.858
32:01.7,0.049,-0.196,-0.835,0.859
32:01.7,0.077,-0.181,-0.83,0.853
32:01.7,0.096,-0.17,-0.82,0.843
32:01.7,0.093,-0.164,-0.806,0.828
32:01.7,0.044,-0.195,-0.78,0.805
32:01.7,0.044,-0.195,-0.78,0.805
32:01.7,0.023,-0.222,-0.768,0.8
32:01.7,0.004,-0.247,-0.761,0.8
32:01.7,-0.017,-0.271,-0.754,0.801
32:01.8,-0.038,-0.293,-0.751,0.807
32:01.8,-0.052,-0.314,-0.753,0.818
32:01.8,-0.056,-0.332,-0.754,0.826
32:01.8,-0.05,-0.346,-0.757,0.834
32:01.8,-0.046,-0.355,-0.763,0.843
32:01.8,-0.042,-0.364,-0.811,0.89
32:01.8,-0.042,-0.364,-0.811,0.89
32:01.8,-0.041,-0.363,-0.862,0.936
32:01.8,-0.043,-0.362,-0.925,0.994
32:01.8,-0.042,-0.365,-0.998,1.063
32:01.9,-0.043,-0.367,-1.072,1.134
32:01.9,-0.044,-0.364,-1.141,1.198
32:01.9,-0.048,-0.359,-1.198,1.252
32:01.9,-0.05,-0.356,-1.24,1.291
32:01.9,-0.049,-0.355,-1.262,1.312
32:01.9,-0.033,-0.373,-1.269,1.323
32:01.9,-0.033,-0.373,-1.269,1.323
32:01.9,-0.03,-0.398,-1.262,1.324
32:01.9,-0.055,-0.41,-1.254,1.32
32:01.9,-0.107,-0.406,-1.26,1.328
32:02.0,-0.149,-0.399,-1.285,1.354
32:02.0,-0.164,-0.382,-1.324,1.388
32:02.0,-0.151,-0.346,-1.362,1.413
32:02.0,-0.115,-0.299,-1.377,1.414
32:02.0,-0.061,-0.252,-1.364,1.388
32:02.0,0.039,-0.183,-1.246,1.26
32:02.0,0.039,-0.183,-1.246,1.26
32:02.0,0.065,-0.163,-1.158,1.171
32:02.0,0.077,-0.148,-1.065,1.078
32:02.0,0.086,-0.138,-0.979,0.992
32:02.1,0.095,-0.14,-0.906,0.922
32:02.1,0.103,-0.145,-0.848,0.866
32:02.1,0.107,-0.151,-0.801,0.822
32:02.1,0.106,-0.152,-0.765,0.787
32:02.1,0.104,-0.154,-0.735,0.758
32:02.1,0.124,-0.163,-0.698,0.727
32:02.1,0.124,-0.163,-0.698,0.727
32:02.1,0.135,-0.167,-0.697,0.729
32:02.1,0.139,-0.17,-0.703,0.736
32:02.1,0.129,-0.167,-0.718,0.748
32:02.2,0.115,-0.163,-0.737,0.764
32:02.2,0.101,-0.161,-0.761,0.784
32:02.2,0.087,-0.163,-0.791,0.812
32:02.2,0.067,-0.165,-0.828,0.847
32:02.2,0.048,-0.163,-0.871,0.887
32:02.2,0.015,-0.17,-0.945,0.96
32:02.2,0.015,-0.17,-0.945,0.96
32:02.2,0.011,-0.181,-0.968,0.985
32:02.2,0.011,-0.194,-0.976,0.995
32:02.2,0.012,-0.21,-0.965,0.988
32:02.3,0.018,-0.224,-0.936,0.963
32:02.3,0.026,-0.243,-0.897,0.93
32:02.3,0.035,-0.263,-0.854,0.894
32:02.3,0.039,-0.28,-0.818,0.865
32:02.3,0.038,-0.294,-0.795,0.848
32:02.3,0.036,-0.32,-0.778,0.842
32:02.3,0.036,-0.32,-0.778,0.842
32:02.3,0.036,-0.328,-0.792,0.858
32:02.3,0.031,-0.334,-0.814,0.88
32:02.3,0.025,-0.333,-0.837,0.901
32:02.4,0.022,-0.327,-0.862,0.922
32:02.4,0.031,-0.32,-0.894,0.95
32:02.4,0.044,-0.318,-0.928,0.982
32:02.4,0.049,-0.315,-0.962,1.013
32:02.4,0.046,-0.311,-0.997,1.045
32:02.4,0.052,-0.314,-1.087,1.133
32:02.4,0.052,-0.314,-1.087,1.133
32:02.4,0.05,-0.31,-1.129,1.172
32:02.4,0.041,-0.301,-1.164,1.203
32:02.4,0.042,-0.299,-1.199,1.236
32:02.5,0.065,-0.317,-1.223,1.265
32:02.5,0.079,-0.339,-1.227,1.275
32:02.5,0.07,-0.343,-1.221,1.27
32:02.5,0.04,-0.337,-1.222,1.268
32:02.5,0.004,-0.33,-1.231,1.274
32:02.5,-0.029,-0.302,-1.27,1.306
32:02.5,-0.029,-0.302,-1.27,1.306
32:02.5,-0.026,-0.275,-1.3,1.329
32:02.5,-0.021,-0.24,-1.327,1.349
32:02.5,-0.016,-0.198,-1.343,1.358
32:02.6,-0.004,-0.16,-1.36,1.369
32:02.6,0.006,-0.135,-1.363,1.37
32:02.6,0.007,-0.113,-1.339,1.344
32:02.6,-0.006,-0.101,-1.286,1.29
32:02.6,-0.027,-0.102,-1.21,1.215
32:02.6,-0.087,-0.141,-1.035,1.048
32:02.6,-0.087,-0.141,-1.035,1.048
32:02.6,-0.119,-0.164,-0.951,0.972
32:02.6,-0.147,-0.182,-0.868,0.899
32:02.6,-0.169,-0.196,-0.795,0.836
32:02.7,-0.174,-0.214,-0.735,0.785
32:02.7,-0.166,-0.231,-0.702,0.757
32:02.7,-0.144,-0.242,-0.691,0.746
32:02.7,-0.116,-0.239,-0.695,0.744
32:02.7,-0.085,-0.225,-0.704,0.744
32:02.7,-0.006,-0.205,-0.704,0.733
32:02.7,-0.006,-0.205,-0.704,0.733
32:02.7,0.034,-0.203,-0.696,0.726
32:02.7,0.061,-0.198,-0.683,0.714
32:02.7,0.076,-0.195,-0.668,0.7
32:02.8,0.086,-0.195,-0.653,0.687
32:02.8,0.096,-0.195,-0.641,0.677
32:02.8,0.106,-0.193,-0.634,0.671
32:02.8,0.114,-0.194,-0.641,0.679
32:02.8,0.12,-0.195,-0.658,0.697
32:02.8,0.1,-0.212,-0.702,0.74
32:02.8,0.1,-0.212,-0.702,0.74
32:02.8,0.074,-0.232,-0.73,0.77
32:02.8,0.037,-0.258,-0.751,0.795
32:02.8,0.002,-0.288,-0.757,0.81
32:02.9,-0.02,-0.313,-0.751,0.814
32:02.9,-0.028,-0.335,-0.742,0.815
32:02.9,-0.022,-0.35,-0.745,0.823
32:02.9,-0.013,-0.358,-0.764,0.844
32:02.9,-0.01,-0.363,-0.793,0.872
32:02.9,-0.031,-0.386,-0.876,0.958
32:02.9,-0.031,-0.386,-0.876,0.958
32:02.9,-0.051,-0.394,-0.936,1.017
32:02.9,-0.069,-0.396,-1.01,1.087
32:02.9,-0.086,-0.387,-1.09,1.16
32:03.0,-0.093,-0.374,-1.164,1.226
32:03.0,-0.087,-0.365,-1.219,1.275
32:03.0,-0.066,-0.363,-1.255,1.308
32:03.0,-0.042,-0.361,-1.272,1.323
32:03.0,-0.023,-0.36,-1.281,1.331
32:03.0,-0.008,-0.405,-1.268,1.331
32:03.0,-0.008,-0.405,-1.268,1.331
32:03.0,-0.051,-0.408,-1.254,1.32
32:03.0,-0.118,-0.39,-1.263,1.327
32:03.0,-0.174,-0.373,-1.298,1.362
32:03.1,-0.194,-0.342,-1.344,1.4
32:03.1,-0.171,-0.3,-1.388,1.43
